description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
Non-alcoholic fatty liver disease	hsa04932	49	844	152	8380	3.3518358334535587e-14	1.0451633553405188e-12	3.20076702419556	0	RELA, NDUFB2, NDUFA12, NDUFB9, NDUFB11, NDUFA6, NDUFS3, NDUFS1, NDUFAB1, CYCS, MLX, NDUFS5, PRKAB1, COX7A1, XBP1, COX6C, NDUFA13, NDUFS8, SDHD, CYC1, NDUFC2, NDUFA11, NDUFA3, NDUFV3, NDUFV1, COX8A, COX7B2, NDUFA2, NDUFS6, UQCRFS1, AKT1, COX7B, PRKAG2, RAC1, NFKB1, NDUFS4, NDUFS2, NDUFC1, UQCRQ, NDUFB5, PRKAG1, UQCR, NDUFA1, COX5A, NDUFB1, COX4I1, NDUFB8, UQCRC2, PIK3R1
Ribosome	hsa03010	46	844	137	8380	3.8179144040872105e-14	1.0912872005015943e-12	3.333794582627046	0	MRPS14, RPS27A, MRPS7, RPLP2, MRPS16, RPL36AL, RPS12, MRPL23, RPL13A, RPS9, MRPL17, MRPS15, C15orf15, MRPS11, RPL8, RPS16, RPL28, RPL15, RPL3L, RPL37A, MRPL33, MRPL9, MRPL1, MRPL10, MRPL14, MRPL3, MRPL18, MRPL13, MRPL12, MRPL21, RPL26, MRPL24, RPL19, MRPS10, MRPL27, RPS24, MRPL35, RPL36A, RPL18, MRPL30, MRPL19, MRPL16, RPS27L, RPS5, MRPL11, MRPL4
Carbon metabolism	hsa01200	36	844	115	8380	2.292934228208442e-10	6.0498187713499656e-09	3.1081805069029467	0	MCEE, MDH2, ADH5, HIBCH, IDH2, DLD, DLST, PGK1, PCCB, SDHD, GOT1, PFKM, ACSS2, ACAT1, PGAM1, ALDOA, ECHS1, SDSL, TKTL1, FH, IDH3A, PDHB, CS, SHMT2, ESD, PDHA1, DLAT, SUCLG1, HK1, GPI, PCCA, MDH1, SUCLA2, GOT2, IDH3B, ACO2
Metabolic pathways	hsa01100	223	844	1539	8380	6.295259694471328e-10	1.5423386251454753e-08	1.4386919554459257	0	GSR, ADSL, RRM2B, LANCL1, HAGH, MCEE, NDUFB2, NDUFA12, MDH2, CKMT2, TMEM5, PET112L, NNT, SMYD2, NDUFB9, NDUFB11, NDUFA6, DOLK, CA6, NDUFS3, ADH5, HADHB, ALG2, ASMTL, ACOT8, SMS, IMPA1, PCBD2, PCBD1, PPCS, UXS1, ATP6V1E1, NDUFS1, PIGO, PDE6D, HIBCH, NDUFAB1, CYCS, IDH2, DPM2, NDUFS5, ALDH4A1, PTGDS, GSTM3, PPAP2B, COX7A1, LIAS, DAD1, DLD, DDO, HRASLS3, DLST, CECR1, PGK1, ATP5C1, ATP6V1A, HADHA, FAHD1, UROD, PCCB, PDXK, COX6C, ALDH1B1, DGAT1, NDUFA13, NDUFS8, RBKS, AK1, SDHD, ATP6V1B2, GOT1, MAT2B, B3GALNT1, SETDB2, AKR1C3, PAFAH1B2, CYC1, PFKM, HMBS, PIK4CB, ACP1, C14orf159, NDUFC2, ATP6V0D1, DHRS4, CMAS, HSD17B8, GLO1, ACSS2, GAMT, ACAT1, ITGB1BP3, C1orf57, PIGF, NDUFA11, NDUFA3, PGM1, CA14, TST, NDUFV3, ACY1, GSTA4, FAM80A, SIRT3, PRUNE, NDUFV1, DHRS3, MOCS2, COX8A, COX7B2, HMOX2, LDHB, NDUFA2, PGAM1, NDUFS6, PTDSS1, UQCRFS1, ATP5G1, ALDOA, DHTKD1, ATP5A1, FECH, LASS2, MAOB, GPX3, RPN2, COX7B, ACADVL, ECHS1, FDFT1, HADH, COQ6, INMT, ACOT2, GSTM1, GSTO2, ODC1, OXCT1, DUT, ATP5B, SDSL, ATP5G3, ACYP2, TMLHE, NANS, NT5C2, TKTL1, C1GALT1C1, ASAH1, FH, IDH3A, PYGM, B3GALT2, NDUFS4, SARM1, ECHDC1, NDUFS2, APIP, NDUFC1, PDHB, UMPS, ATP5H, BCKDHA, CS, SHMT2, ADK, IMPA2, ESD, PDHA1, MTMR4, DLAT, UQCRQ, SUCLG1, ALAS1, INPP5A, GPX1, ATP5L, LDHA, ATP6V1G1, ATP5J2, CKM, HK1, GPI, GSTP1, PPAP2A, QDPR, ATP5O, AKR1B1, NDUFB5, PCCA, MDH1, ATP5J, ST3GAL1, COQ2, SUCLA2, SEPHS1, UQCR, SORD, AK2, NDUFA1, DDOST, COX5A, PTPLA, NDUFB1, GOT2, GSTT1, ACOT7, PIGS, CDIPT, TM7SF2, IDH3B, PAICS, GGCX, ST8SIA5, COX4I1, ACAA2, HSD17B10, NDUFB8, ATP5F1, UQCRC2, NAGS, ACO2, MTHFD2
Citrate cycle (TCA cycle)	hsa00020	16	844	30	8380	3.6534530897038767e-09	8.354229398456198e-08	5.295418641390206	0	MDH2, IDH2, DLD, DLST, SDHD, FH, IDH3A, PDHB, CS, PDHA1, DLAT, SUCLG1, MDH1, SUCLA2, IDH3B, ACO2
2-Oxocarboxylic acid metabolism	hsa01210	16	844	33	8380	2.188724763740901e-08	4.6920787122695566e-07	4.814016946718369	0	IDH2, DLD, DLST, GOT1, ACY1, DHTKD1, IDH3A, PDHB, BCKDHA, CS, PDHA1, DLAT, GOT2, IDH3B, NAGS, ACO2
Proteasome	hsa03050	18	844	46	8380	1.7503280253122976e-07	3.5315441922477535e-06	3.8852256336286835	0	PSME1, PSMB3, PSMB5, PSMA1, PSMA5, PSMC6, PSMD3, PSME2, PSMA2, PSMB1, PSMA3, PSMD13, PSMD2, PSMA7, PSMB6, PSMD1, PSMD12, PSMC2
Propanoate metabolism	hsa00640	14	844	32	8380	8.267662185106936e-07	1.5754489608287105e-05	4.343898104265403	0	MCEE, HIBCH, DLD, HADHA, PCCB, ACSS2, LDHB, ECHS1, ECHDC1, BCKDHA, SUCLG1, LDHA, PCCA, SUCLA2
Protein export	hsa03060	13	844	31	8380	3.6729277618776293e-06	6.630601170126456e-05	4.163736431738266	0	SPCS3, SRPR, WRB, SRP14, OXA1L, SEC11C, SEC61G, ASNA1, IMMP2L, SPCS2, SRP68, IMMP1L, SPCS1
Pyruvate metabolism	hsa00620	16	844	47	8380	7.242300760335636e-06	0.00012420545803975617	3.380054451951195	0	HAGH, MDH2, ADH5, DLD, ALDH1B1, GLO1, ACSS2, ACAT1, LDHB, ACYP2, FH, PDHB, PDHA1, DLAT, LDHA, MDH1
Valine, leucine and isoleucine degradation	hsa00280	15	844	48	8380	4.433982975787812e-05	0.000724217219378676	3.1027843601895735	0	MCEE, HADHB, HIBCH, DLD, HADHA, PCCB, ALDH1B1, ACAT1, ECHS1, HADH, OXCT1, BCKDHA, PCCA, ACAA2, HSD17B10
Spinocerebellar ataxia	hsa05017	30	844	144	8380	8.063468259133904e-05	0.001257168005855877	2.068522906793049	0	VDAC1, PSMB3, PSMB5, PSMA1, CYCS, VLDLR, XBP1, WIPI1, FGF14, PSMA5, PSMC6, PSMD3, AKT1, PSMA2, AFG3L2, PSMB1, PSMA3, HTATIP, GTF2B, PSMD13, PSMD2, PSMA7, SLC25A4, ATXN2, PSMB6, PSMD1, OPA1, PIK3R1, PSMD12, PSMC2
Glyoxylate and dicarboxylate metabolism	hsa00630	11	844	30	8380	9.147662436062875e-05	0.001364194876334594	3.6406003159557656	0	MCEE, MDH2, DLD, PCCB, ACSS2, ACAT1, CS, SHMT2, PCCA, MDH1, ACO2
Cardiac muscle contraction	hsa04260	20	844	83	8380	0.0001600863587385592	0.002287900876971908	2.392508422314852	0	TNNI3, COX7A1, COX6C, CASQ2, CYC1, COX8A, ATP1B1, COX7B2, UQCRFS1, COX7B, HRC, RYR2, TPM1, MYH7, UQCRQ, UQCR, COX5A, COX4I1, UQCRC2, ASPH
Lipoic acid metabolism	hsa00785	8	844	19	8380	0.0002811147383407886	0.003856894210035619	4.180593664255426	0	LIAS, DLD, DLST, DHTKD1, PDHB, BCKDHA, PDHA1, DLAT
Viral myocarditis	hsa05416	17	844	68	8380	0.0003060086231106519	0.004036959912575138	2.482227488151659	0	HLA-DRB1, HLA-G, SGCG, CAV3, CYCS, DMD, SNTA1, CD55, HLA-DRA, HLA-DPB1, RAC1, HLA-DRB3, MYH7, DTNA, HLA-DPA1, DAG1, SSPN
Retrograde endocannabinoid signaling	hsa04723	28	844	141	8380	0.00032187800063651097	0.004089042748826787	1.971698430304864	0	NDUFB2, NDUFA12, NDUFB9, NDUFB11, NDUFA6, NDUFS3, GABRA4, NDUFS1, NDUFAB1, NDUFS5, NDUFA13, NDUFS8, NDUFC2, NDUFA11, NDUFA3, NDUFV3, NDUFV1, NDUFA2, NDUFS6, GNB5, NDUFS4, NDUFS2, NDUFC1, MAPK1, NDUFB5, NDUFA1, NDUFB1, NDUFB8
Ubiquitin mediated proteolysis	hsa04120	28	844	142	8380	0.00036346408445291496	0.004452435034548208	1.9578132300914493	0	UBE2H, RPS27A, WWP1, ANAPC10, NEDD4L, UBC, KEAP1, RBX1, TCEB2, UBB, UBE2E3, NHLRC1, CUL4A, UBE2D1, DET1, UBE2R2, UBE2N, UBE2I, FBXW11, UBE2D3, UBE3A, TRIM32, CUL2, UBE2D4, SKP1A, RCHY1, TCEB1, C10orf104
Cytoskeleton in muscle cells	hsa04820	40	844	232	8380	0.0004539696262272735	0.005369364889515684	1.7118810263114885	0	TNNI3, MYPN, CSRP3, LMOD3, SGCG, MYOM3, ACTA1, FHL1, DMD, SNTA1, MYOM2, PDLIM3, EMD, COL4A6, PKP2, TCAP, PDLIM1, ATP1B1, TNNC2, TRIM54, TTN, ANKRD2, MYBPC3, TRIM63, TRIM55, TPM1, MYH7, DSG2, MYL7, DTNA, CSRP2, CKM, TMOD1, DAAM1, MYOM1, MYOZ2, SPTBN1, DAG1, ACTN2, SSPN
Glycolysis / Gluconeogenesis	hsa00010	16	844	67	8380	0.0007874591942039582	0.009003283453731923	2.3710829737568084	0	ADH5, DLD, PGK1, ALDH1B1, PFKM, ACSS2, PGM1, LDHB, PGAM1, ALDOA, PDHB, PDHA1, DLAT, LDHA, HK1, GPI
Biosynthesis of amino acids	hsa01230	17	844	74	8380	0.0008765384851504359	0.009698474206664502	2.280965799923146	0	IDH2, PGK1, GOT1, MAT2B, PFKM, ACY1, PGAM1, ALDOA, SDSL, TKTL1, IDH3A, CS, SHMT2, GOT2, IDH3B, NAGS, ACO2
RNA polymerase	hsa03020	10	844	34	8380	0.001405466509102743	0.015064844144445026	2.9202676331195985	0	POLR3K, POLR2G, POLR1E, POLR3GL, POLR2K, POLR2E, POLR3C, POLR2L, POLR2I, POLR1B
Glutathione metabolism	hsa00480	14	844	58	8380	0.0014738969281840716	0.015319595344458684	2.396633436836084	0	GSR, RRM2B, LANCL1, SMS, IDH2, GSTM3, GSTA4, GPX3, GSTM1, GSTO2, ODC1, GPX1, GSTP1, GSTT1
Antigen processing and presentation	hsa04612	17	844	79	8380	0.001888679585481821	0.019053444053537195	2.1366008758773773	0	CTSL1, PSME1, HLA-DRB1, HLA-G, CD74, HSP90AA1, HLA-DRA, PSME2, HLA-DPB1, RFXANK, CANX, HLA-DRB3, NFYC, B2M, HSPA8, HLA-DPA1, IFI30
HIF-1 signaling pathway	hsa04066	21	844	109	8380	0.0025562277620631807	0.02505103206821917	1.912909256924214	0	RELA, CAMK2D, PGK1, EGF, RBX1, CAMK2B, TCEB2, PFKM, LDHB, AKT1, ALDOA, NFKB1, EGLN3, PDHB, PDHA1, LDHA, HK1, MAPK1, CUL2, TCEB1, PIK3R1
Fatty acid degradation	hsa00071	11	844	43	8380	0.002843404291481688	0.026969686901939176	2.5399537088063484	0	ADH5, HADHB, HADHA, ALDH1B1, CPT1B, ACAT1, ACADVL, ECHS1, HADH, CPT2, ACAA2
mRNA surveillance pathway	hsa03015	20	844	103	8380	0.0029092665171188033	0.026969686901939176	1.9279436801177932	0	HBS1L, PAPOLA, PPP1CA, EIF4A3, PABPC4, NUDT21, GLE1L, RNPS1, NXT1, PPP2R1A, NCBP2, CSTF1, GSPT1, PPP2R5E, DDX19B, SAP18, SSU72, PPP2R5C, PPP2R2A, PPP2R3C
Fatty acid elongation	hsa00062	8	844	27	8380	0.003981491914316167	0.035938203331853824	2.941899245216781	0	HADHB, HADHA, ECHS1, HADH, ACOT2, PTPLA, ACOT7, ACAA2
Protein processing in endoplasmic reticulum	hsa04141	28	844	168	8380	0.005059799135368615	0.043846088313288	1.6548183254344393	0	DNAJC1, UBXD4, TUSC3, HSP90B1, SSR3, PDIA6, DAD1, XBP1, HSP90AA1, RBX1, SSR4, SEC61G, UBE2D1, RPN2, SAR1A, NGLY1, DERL2, CANX, HSPA8, UBE2D3, BAG1, UBE2D4, SKP1A, DDOST, SIL1, FBXO6, DERL1, CRYAB
Nucleocytoplasmic transport	hsa03013	20	844	108	8380	0.005113246450529212	0.043846088313288	1.838687028260488	0	XPO1, TNPO3, THOC7, XPOT, EIF4A3, KPNB1, GLE1L, RNPS1, NUP153, NUP43, UBE2I, EEF1A2, NXT1, NCBP2, THOC3, CSE1L, DDX19B, SAP18, NUP98, KPNA4
Circadian rhythm	hsa04710	9	844	34	8380	0.005280556246765021	0.04417636079610737	2.628240869807639	0	NR1D2, CSNK1E, PRKAB1, RBX1, BHLHB2, PRKAG2, FBXW11, PRKAG1, SKP1A
Tryptophan metabolism	hsa00380	10	844	42	8380	0.0075260021855058454	0.06146235118163107	2.364026179192056	0	DLD, DLST, HADHA, ALDH1B1, ACAT1, DHTKD1, MAOB, ECHS1, HADH, INMT
DNA replication	hsa03030	9	844	36	8380	0.007896008768038826	0.061552977441757216	2.4822274881516586	0	FEN1, POLE4, RFC4, SSBP1, MCM3, RNASEH2C, RNASEH1, POLA1, MCM4
Peroxisome	hsa04146	16	844	83	8380	0.007866348906616671	0.061552977441757216	1.9140067378518817	0	PRDX1, PRDX5, ACOT8, IDH2, DDO, DHRS4, PEX1, PHYH, PEX10, GNPAT, ECH1, PXMP2, SOD2, SOD1, PEX11B, PXMP3
Spliceosome	hsa03040	24	844	143	8380	0.008289969998559361	0.06318799354457469	1.6663904815563582	0	BUD31, LSM8, PRPF38B, ZMAT2, LSM4, SNRPC, SNRPA, PQBP1, EIF4A3, LSM7, HNRPC, SFRS3, CTNNBL1, SNW1, PPIL1, NCBP2, THOC3, HSPA8, DDX46, PPIE, TRA2A, SF3B5, PCBP1, PRPF38A
Glucagon signaling pathway	hsa04922	19	844	106	8380	0.008924632057383225	0.06654671294961839	1.7797102745238307	0	CAMK2D, PRKAB1, CALM2, CAMK2B, PFKM, CPT1B, PHKB, LDHB, PGAM1, AKT1, PRKAG2, PRMT1, PYGM, PPP3CC, PDHB, PDHA1, LDHA, PRKAG1, PPARGC1A
Cysteine and methionine metabolism	hsa00270	11	844	51	8380	0.011200570343930134	0.08174033250995823	2.1415295976210387	0	MDH2, SMS, GOT1, MAT2B, TST, LDHB, SDSL, APIP, LDHA, MDH1, GOT2
Phagosome	hsa04145	24	844	152	8380	0.017096881129709415	0.12217146307271519	1.5677226240957842	0	CTSL1, TUBB2C, HLA-DRB1, LAMP2, ATP6V1E1, HLA-G, VAMP3, ATP6V1A, ATP6V1B2, RAB7A, ATP6V0D1, SEC61G, CD36, HLA-DRA, HLA-DPB1, CYBA, TUBB1, RAC1, TUBA8, STX7, CANX, HLA-DRB3, ATP6V1G1, HLA-DPA1
Hypertrophic cardiomyopathy	hsa05410	17	844	99	8380	0.019380756377004482	0.13566529463903138	1.704964335296089	0	TNNI3, SGCG, CAV3, PRKAB1, DMD, SNTA1, EMD, TTN, PRKAG2, MYBPC3, RYR2, TPM1, MYH7, DTNA, PRKAG1, DAG1, SSPN
Nucleotide excision repair	hsa03420	12	844	63	8380	0.02170611793513109	0.14890396903499928	1.8912209433536447	0	POLR2G, POLE4, POLR2K, RBX1, ERCC1, RFC4, MNAT1, CUL4A, POLR2E, POLR2L, POLR2I, CETN2
Fluid shear stress and atherosclerosis	hsa05418	22	844	141	8380	0.024650823882828347	0.16349215521776933	1.5491916238109642	0	RELA, CTSL1, HSP90B1, CAV3, IKBKG, GSTM3, CAV2, KEAP1, CALM2, HSP90AA1, SQSTM1, BMPR1A, GSTA4, AKT1, CYBA, GSTM1, GSTO2, RAC1, NFKB1, GSTP1, GSTT1, PIK3R1
