description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
wound healing	GO:0042060	3	72	78	18228	0.003636511848696676	0.10947073680506163	9.737179487179487	0	D6S1101, TPM1, COL3A1
cell-matrix adhesion	GO:0007160	3	72	107	18228	0.008746622940932982	0.10947073680506163	7.0981308411214945	0	ECM2, RAC1, COL3A1
sarcomerogenesis	GO:0048769	1	72	3	18228	0.01180380118593708	0.10947073680506163	84.38888888888889	0	TTN
mammary placode formation	GO:0060596	1	72	3	18228	0.01180380118593708	0.10947073680506163	84.38888888888889	0	NRG3
cytoskeleton organization	GO:0007010	4	72	177	18228	0.005292030960419907	0.10947073680506163	5.721280602636535	0	CNTNAP1, D6S1101, TPM1, ARGBP2
negative regulation of interleukin-23 production	GO:0032707	1	72	2	18228	0.00788454778092372	0.10947073680506163	126.58333333333333	0	RAC1
regulation of cell shape	GO:0008360	4	72	134	18228	0.0019518338823384712	0.10947073680506163	7.557213930348259	0	DAPK3, RAC1, TPM1, PALM2
arginine catabolic process to ornithine	GO:0019547	1	72	2	18228	0.00788454778092372	0.10947073680506163	126.58333333333333	0	ARG1
ERBB4 signaling pathway	GO:0038130	1	72	3	18228	0.01180380118593708	0.10947073680506163	84.38888888888889	0	NRG3
paranodal junction maintenance	GO:1990227	1	72	2	18228	0.00788454778092372	0.10947073680506163	126.58333333333333	0	CNTNAP1
phosphatidylcholine biosynthetic process	GO:0006656	2	72	24	18228	0.0040144223359571945	0.10947073680506163	21.09722222222222	0	FABP5, LCAT
postsynaptic density organization	GO:0097106	1	72	2	18228	0.00788454778092372	0.10947073680506163	126.58333333333333	0	CNTNAP1
positive regulation of Rho protein signal transduction	GO:0035025	2	72	38	18228	0.009867505170708099	0.10947073680506163	13.324561403508772	0	RAC1, COL3A1
limb joint morphogenesis	GO:0036022	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	COL3A1
negative regulation of T-helper 2 cell cytokine production	GO:2000552	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	ARG1
thermoception	GO:0050955	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	TRPV1
cell motility	GO:0048870	2	72	46	18228	0.014235907560270877	0.11289971308901343	11.007246376811594	0	RAC1, D6S1101
peptide secretion	GO:0002790	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	TRPV1
protein localization to juxtaparanode region of axon	GO:0071205	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	CNTNAP1
neuron migration	GO:0001764	3	72	125	18228	0.013315495519055842	0.11289971308901343	6.076	0	CENTB5, RAC1, COL3A1
regulation of respiratory burst	GO:0060263	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	RAC1
regulation of neutrophil migration	GO:1902622	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	RAC1
sensory perception of mechanical stimulus	GO:0050954	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	TRPV1
Mullerian duct regression	GO:0001880	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	SMAD5
protein localization to paranode region of axon	GO:0002175	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	CNTNAP1
presynaptic endocytosis	GO:0140238	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	CALM2
sarcomere organization	GO:0045214	2	72	45	18228	0.013651481388775075	0.11289971308901343	11.25185185185185	0	TTN, TPM1
localization within membrane	GO:0051668	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	RAC1
negative regulation of pinocytosis	GO:0048550	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	PROM2
maintenance of location in cell	GO:0051651	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	HEXA
dermatan sulfate catabolic process	GO:0030209	1	72	4	18228	0.015707786168906217	0.11289971308901343	63.291666666666664	0	HEXA
in utero embryonic development	GO:0001701	4	72	245	18228	0.016065369257457645	0.11404428793874255	4.133333333333333	0	KIDINS220, CUL4A, MAPK8IP3, COL3A1
osteoblast differentiation	GO:0001649	3	72	135	18228	0.016342008800381193	0.11459335439291692	5.625925925925926	0	MRC2, COL1A1, SMAD5
neuromuscular process controlling balance	GO:0050885	2	72	50	18228	0.016679576394616275	0.11555128225185975	10.126666666666665	0	HEXA, CNTNAP1
mitochondrial respiratory chain complex I assembly	GO:0032981	2	72	58	18228	0.02205695525761295	0.11838032026980273	8.729885057471265	0	DJ122O8.2, NDUFB4
negative regulation of glucose transmembrane transport	GO:0010829	1	72	5	18228	0.019596561377194115	0.11838032026980273	50.633333333333326	0	FABP5
cellular response to temperature stimulus	GO:0071502	1	72	5	18228	0.019596561377194115	0.11838032026980273	50.633333333333326	0	TRPV1
cellular response to alkaloid	GO:0071312	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	TRPV1
regulation of erythrocyte differentiation	GO:0045646	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	CDK6
cell dedifferentiation	GO:0043697	1	72	5	18228	0.019596561377194115	0.11838032026980273	50.633333333333326	0	CDK6
response to peptide hormone	GO:0043434	2	72	59	18228	0.022773362159121003	0.11838032026980273	8.581920903954801	0	TRPV1, COL1A1
nucleosome organization	GO:0034728	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	MCM3AP
vesicle-mediated cholesterol transport	GO:0090119	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	PIP5K2A
urinary bladder smooth muscle contraction	GO:0014832	1	72	5	18228	0.019596561377194115	0.11838032026980273	50.633333333333326	0	TRPV1
positive regulation of cell projection organization	GO:0031346	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	PROM2
lipoprotein biosynthetic process	GO:0042158	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	LCAT
ERBB4-ERBB4 signaling pathway	GO:0038138	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	NRG3
negative regulation of calcium ion export across plasma membrane	GO:1905913	1	72	5	18228	0.019596561377194115	0.11838032026980273	50.633333333333326	0	CALM2
arginine catabolic process	GO:0006527	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	ARG1
paranodal junction assembly	GO:0030913	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	CNTNAP1
skin development	GO:0043588	2	72	52	18228	0.01796372721310045	0.11838032026980273	9.737179487179487	0	COL1A1, COL3A1
aorta smooth muscle tissue morphogenesis	GO:0060414	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	COL3A1
membrane raft assembly	GO:0001765	1	72	5	18228	0.019596561377194115	0.11838032026980273	50.633333333333326	0	LRCH4
response to calcium ion	GO:0051592	2	72	54	18228	0.019288473398164783	0.11838032026980273	9.376543209876543	0	CALM2, TTN
lipid transport across blood-brain barrier	GO:1990379	1	72	5	18228	0.019596561377194115	0.11838032026980273	50.633333333333326	0	FABP5
endochondral bone morphogenesis	GO:0060350	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	COL3A1
negative regulation of calcium ion transmembrane transporter activity	GO:1901020	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	CALM2
regulation of hydrogen peroxide metabolic process	GO:0010310	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	RAC1
actin filament organization	GO:0007015	3	72	152	18228	0.02230465715032376	0.11838032026980273	4.996710526315789	0	RAC1, TPM1, TPM3
organelle localization by membrane tethering	GO:0140056	1	72	5	18228	0.019596561377194115	0.11838032026980273	50.633333333333326	0	CALM2
positive regulation of stress fiber assembly	GO:0051496	2	72	52	18228	0.01796372721310045	0.11838032026980273	9.737179487179487	0	RAC1, TPM1
positive regulation of 3'-UTR-mediated mRNA stabilization	GO:1905870	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	KIAA0217
chemosensory behavior	GO:0007635	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	TRPV1
hemidesmosome assembly	GO:0031581	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	D6S1101
response to pH	GO:0009268	1	72	6	18228	0.02347018523610002	0.11838032026980273	42.19444444444444	0	TRPV1
regulation of cardiac muscle cell action potential	GO:0098901	1	72	7	18228	0.027328715949688033	0.12571209336856495	36.166666666666664	0	CALM2
ganglioside catabolic process	GO:0006689	1	72	7	18228	0.027328715949688033	0.12571209336856495	36.166666666666664	0	HEXA
intramembranous ossification	GO:0001957	1	72	7	18228	0.027328715949688033	0.12571209336856495	36.166666666666664	0	COL1A1
skeletal muscle thin filament assembly	GO:0030240	1	72	7	18228	0.027328715949688033	0.12571209336856495	36.166666666666664	0	TTN
podocyte cell migration	GO:0090521	1	72	7	18228	0.027328715949688033	0.12571209336856495	36.166666666666664	0	DAAM2
arginine metabolic process	GO:0006525	1	72	7	18228	0.027328715949688033	0.12571209336856495	36.166666666666664	0	ARG1
very-low-density lipoprotein particle remodeling	GO:0034372	1	72	7	18228	0.027328715949688033	0.12571209336856495	36.166666666666664	0	LCAT
maintenance of cell polarity	GO:0030011	1	72	7	18228	0.027328715949688033	0.12571209336856495	36.166666666666664	0	D6S1101
collagen fibril organization	GO:0030199	2	72	64	18228	0.026496879658839186	0.12571209336856495	7.911458333333333	0	COL1A1, COL3A1
cortical cytoskeleton organization	GO:0030865	1	72	7	18228	0.027328715949688033	0.12571209336856495	36.166666666666664	0	RAC1
detection of muscle stretch	GO:0035995	1	72	7	18228	0.027328715949688033	0.12571209336856495	36.166666666666664	0	TTN
cellular response to amino acid stimulus	GO:0071230	2	72	67	18228	0.028841185392715556	0.13161652064136067	7.557213930348259	0	COL1A1, COL3A1
dorsal spinal cord development	GO:0021516	1	72	8	18228	0.031172211501612854	0.13316763332786866	31.645833333333332	0	DAAM2
negative regulation of type II interferon-mediated signaling pathway	GO:0060336	1	72	8	18228	0.031172211501612854	0.13316763332786866	31.645833333333332	0	ARG1
blood vessel development	GO:0001568	2	72	70	18228	0.031265444346543075	0.13316763332786866	7.2333333333333325	0	COL1A1, COL3A1
negative regulation of monocyte differentiation	GO:0045656	1	72	8	18228	0.031172211501612854	0.13316763332786866	31.645833333333332	0	CDK6
anterograde axonal protein transport	GO:0099641	1	72	8	18228	0.031172211501612854	0.13316763332786866	31.645833333333332	0	MAPK8IP3
G1/S transition of mitotic cell cycle	GO:0000082	2	72	68	18228	0.02964049537549665	0.13316763332786866	7.446078431372548	0	CDK6, CUL4A
negative regulation of high voltage-gated calcium channel activity	GO:1901842	1	72	8	18228	0.031172211501612854	0.13316763332786866	31.645833333333332	0	CALM2
negative regulation of receptor-mediated endocytosis	GO:0048261	1	72	8	18228	0.031172211501612854	0.13316763332786866	31.645833333333332	0	RAC1
hepatocyte growth factor receptor signaling pathway	GO:0048012	1	72	8	18228	0.031172211501612854	0.13316763332786866	31.645833333333332	0	RAC1
positive regulation of peroxisome proliferator activated receptor signaling pathway	GO:0035360	1	72	9	18228	0.035000729655942364	0.1369076160011351	28.129629629629626	0	FABP5
myelination	GO:0042552	2	72	73	18228	0.03376749875837059	0.1369076160011351	6.936073059360731	0	HEXA, CNTNAP1
cartilage development involved in endochondral bone morphogenesis	GO:0060351	1	72	9	18228	0.035000729655942364	0.1369076160011351	28.129629629629626	0	COL1A1
gliogenesis	GO:0042063	1	72	9	18228	0.035000729655942364	0.1369076160011351	28.129629629629626	0	CDK6
granzyme-mediated programmed cell death signaling pathway	GO:0140507	1	72	9	18228	0.035000729655942364	0.1369076160011351	28.129629629629626	0	GSDML
regulation of autophagy	GO:0010506	2	72	74	18228	0.03461843739301019	0.1369076160011351	6.8423423423423415	0	DAPK3, PIP5K2A
bone trabecula formation	GO:0060346	1	72	9	18228	0.035000729655942364	0.1369076160011351	28.129629629629626	0	COL1A1
regulation of cell communication by electrical coupling involved in cardiac conduction	GO:1901844	1	72	9	18228	0.035000729655942364	0.1369076160011351	28.129629629629626	0	CALM2
regulation of nitric oxide biosynthetic process	GO:0045428	1	72	9	18228	0.035000729655942364	0.1369076160011351	28.129629629629626	0	RAC1
autophagosome membrane docking	GO:0016240	1	72	9	18228	0.035000729655942364	0.1369076160011351	28.129629629629626	0	CALM2
regulation of centrosome cycle	GO:0046605	1	72	9	18228	0.035000729655942364	0.1369076160011351	28.129629629629626	0	CCNL2
negative regulation of granulocyte differentiation	GO:0030853	1	72	9	18228	0.035000729655942364	0.1369076160011351	28.129629629629626	0	CUL4A
bone development	GO:0060348	2	72	76	18228	0.03634522941969368	0.1393233794421591	6.662280701754386	0	BBX, SMAD5
response to wounding	GO:0009611	2	72	76	18228	0.03634522941969368	0.1393233794421591	6.662280701754386	0	RAC1, D6S1101
cellular response to type II interferon	GO:0071346	2	72	76	18228	0.03634522941969368	0.1393233794421591	6.662280701754386	0	DAPK3, CALM2
autophagosome-lysosome fusion	GO:0061909	1	72	12	18228	0.046396994097425134	0.14115487622232514	21.09722222222222	0	PIP5K2A
muscle filament sliding	GO:0030049	1	72	11	18228	0.042613063735067166	0.14115487622232514	23.015151515151516	0	TPM1
collagen-activated tyrosine kinase receptor signaling pathway	GO:0038063	1	72	11	18228	0.042613063735067166	0.14115487622232514	23.015151515151516	0	COL1A1
glycosaminoglycan metabolic process	GO:0030203	1	72	12	18228	0.046396994097425134	0.14115487622232514	21.09722222222222	0	HEXA
cardiac myofibril assembly	GO:0055003	1	72	12	18228	0.046396994097425134	0.14115487622232514	21.09722222222222	0	TTN
regulation of RNA splicing	GO:0043484	2	72	79	18228	0.03899655508659857	0.14115487622232514	6.40928270042194	0	CCNL2, STAF42
phosphatidylglycerol acyl-chain remodeling	GO:0036148	1	72	10	18228	0.038814327957977166	0.14115487622232514	25.316666666666663	0	PLA2G4B
hemopoiesis	GO:0030097	2	72	84	18228	0.043573441111118744	0.14115487622232514	6.027777777777778	0	CDK6, CUL4A
regulation of hematopoietic stem cell differentiation	GO:1902036	1	72	11	18228	0.042613063735067166	0.14115487622232514	23.015151515151516	0	CDK6
regulation of gene expression	GO:0010468	4	72	339	18228	0.045112713623639444	0.14115487622232514	2.9872173058013765	0	TOB2, CDK6, MAPK8IP3, SMAD5
positive regulation of translation	GO:0045727	2	72	80	18228	0.03989633042897411	0.14115487622232514	6.329166666666666	0	LARP2, KIAA0217
cell growth involved in cardiac muscle cell development	GO:0061049	1	72	11	18228	0.042613063735067166	0.14115487622232514	23.015151515151516	0	ARGBP2
regulation of lamellipodium assembly	GO:0010591	1	72	10	18228	0.038814327957977166	0.14115487622232514	25.316666666666663	0	RAC1
cell morphogenesis involved in neuron differentiation	GO:0048667	1	72	11	18228	0.042613063735067166	0.14115487622232514	23.015151515151516	0	HEXA
cartilage development	GO:0051216	2	72	85	18228	0.044511852808824866	0.14115487622232514	5.9568627450980385	0	SMAD5, COL3A1
glutamate secretion	GO:0014047	1	72	11	18228	0.042613063735067166	0.14115487622232514	23.015151515151516	0	TRPV1
negative regulation of heart rate	GO:0010459	1	72	11	18228	0.042613063735067166	0.14115487622232514	23.015151515151516	0	TRPV1
protein localization to nucleolus	GO:1902570	1	72	11	18228	0.042613063735067166	0.14115487622232514	23.015151515151516	0	NOL8
cell adhesion	GO:0007155	6	72	657	18228	0.04512183051666502	0.14115487622232514	2.312024353120244	0	CNTNAP1, BAIAP1, COL15A1, RAC1, D6S1101, ISLR
ubiquitin-dependent protein catabolic process via the C-end degron rule pathway	GO:0140627	1	72	12	18228	0.046396994097425134	0.14115487622232514	21.09722222222222	0	CUL4A
neuronal action potential propagation	GO:0019227	1	72	10	18228	0.038814327957977166	0.14115487622232514	25.316666666666663	0	CNTNAP1
retrograde axonal transport	GO:0008090	1	72	11	18228	0.042613063735067166	0.14115487622232514	23.015151515151516	0	D6S1101
regulation of G2/M transition of mitotic cell cycle	GO:0010389	1	72	12	18228	0.046396994097425134	0.14115487622232514	21.09722222222222	0	CDK6
positive regulation of ryanodine-sensitive calcium-release channel activity	GO:0060316	1	72	10	18228	0.038814327957977166	0.14115487622232514	25.316666666666663	0	CALM2
mitochondrion-endoplasmic reticulum membrane tethering	GO:1990456	1	72	10	18228	0.038814327957977166	0.14115487622232514	25.316666666666663	0	CALM2
parturition	GO:0007567	1	72	11	18228	0.042613063735067166	0.14115487622232514	23.015151515151516	0	PLA2G4B
regulation of clathrin-dependent endocytosis	GO:2000369	1	72	12	18228	0.046396994097425134	0.14115487622232514	21.09722222222222	0	PROM2
response to nematode	GO:0009624	1	72	10	18228	0.038814327957977166	0.14115487622232514	25.316666666666663	0	ARG1
urea cycle	GO:0000050	1	72	12	18228	0.046396994097425134	0.14115487622232514	21.09722222222222	0	ARG1
endosome transport via multivesicular body sorting pathway	GO:0032509	1	72	12	18228	0.046396994097425134	0.14115487622232514	21.09722222222222	0	C13orf9
lipid metabolic process	GO:0006629	5	72	496	18228	0.046268484711444034	0.14115487622232514	2.5520833333333335	0	FABP5, LCAT, HEXA, PIP5K2A, TRPV1
killing by host of symbiont cells	GO:0051873	1	72	11	18228	0.042613063735067166	0.14115487622232514	23.015151515151516	0	GSDML
sexual reproduction	GO:0019953	1	72	12	18228	0.046396994097425134	0.14115487622232514	21.09722222222222	0	HEXA
negative regulation of ryanodine-sensitive calcium-release channel activity	GO:0060315	1	72	10	18228	0.038814327957977166	0.14115487622232514	25.316666666666663	0	CALM2
cardiac muscle tissue morphogenesis	GO:0055008	1	72	12	18228	0.046396994097425134	0.14115487622232514	21.09722222222222	0	TTN
lateral ventricle development	GO:0021670	1	72	12	18228	0.046396994097425134	0.14115487622232514	21.09722222222222	0	CDK6
elastic fiber assembly	GO:0048251	1	72	11	18228	0.042613063735067166	0.14115487622232514	23.015151515151516	0	COL3A1
collagen biosynthetic process	GO:0032964	1	72	12	18228	0.046396994097425134	0.14115487622232514	21.09722222222222	0	COL1A1
engulfment of apoptotic cell	GO:0043652	1	72	12	18228	0.046396994097425134	0.14115487622232514	21.09722222222222	0	RAC1
regulation of muscle contraction	GO:0006937	1	72	13	18228	0.050166175938937296	0.14351020480044252	19.474358974358974	0	TPM1
somatic hypermutation of immunoglobulin genes	GO:0016446	1	72	13	18228	0.050166175938937296	0.14351020480044252	19.474358974358974	0	MCM3AP
diet induced thermogenesis	GO:0002024	1	72	13	18228	0.050166175938937296	0.14351020480044252	19.474358974358974	0	TRPV1
response to hyperoxia	GO:0055093	1	72	13	18228	0.050166175938937296	0.14351020480044252	19.474358974358974	0	COL1A1
ruffle assembly	GO:0097178	1	72	13	18228	0.050166175938937296	0.14351020480044252	19.474358974358974	0	RAC1
endoplasmic reticulum mannose trimming	GO:1904380	1	72	13	18228	0.050166175938937296	0.14351020480044252	19.474358974358974	0	RNF5
phosphatidylethanolamine acyl-chain remodeling	GO:0036152	1	72	13	18228	0.050166175938937296	0.14351020480044252	19.474358974358974	0	PLA2G4B
negative regulation of mitochondrial membrane potential	GO:0010917	1	72	13	18228	0.050166175938937296	0.14351020480044252	19.474358974358974	0	TRPV1
endothelial cell morphogenesis	GO:0001886	1	72	13	18228	0.050166175938937296	0.14351020480044252	19.474358974358974	0	BAIAP1
response to angiotensin	GO:1990776	1	72	13	18228	0.050166175938937296	0.14351020480044252	19.474358974358974	0	COL3A1
negative regulation of fibroblast migration	GO:0010764	1	72	13	18228	0.050166175938937296	0.14351020480044252	19.474358974358974	0	RAC1
skin morphogenesis	GO:0043589	1	72	13	18228	0.050166175938937296	0.14351020480044252	19.474358974358974	0	COL1A1
killing of cells of another organism	GO:0031640	2	72	92	18228	0.051286947072211236	0.1459900721114924	5.503623188405797	0	GSDML, C7
positive regulation of phosphoprotein phosphatase activity	GO:0032516	1	72	14	18228	0.05392066593797089	0.14694020338546568	18.083333333333332	0	CALM2
negative regulation of oligodendrocyte differentiation	GO:0048715	1	72	14	18228	0.05392066593797089	0.14694020338546568	18.083333333333332	0	DAAM2
random inactivation of X chromosome	GO:0060816	1	72	14	18228	0.05392066593797089	0.14694020338546568	18.083333333333332	0	CDYL
regulation of protein metabolic process	GO:0051246	1	72	14	18228	0.05392066593797089	0.14694020338546568	18.083333333333332	0	CUL4A
cardiac muscle hypertrophy	GO:0003300	1	72	14	18228	0.05392066593797089	0.14694020338546568	18.083333333333332	0	TTN
type B pancreatic cell development	GO:0003323	1	72	14	18228	0.05392066593797089	0.14694020338546568	18.083333333333332	0	CDK6
nerve growth factor signaling pathway	GO:0038180	1	72	14	18228	0.05392066593797089	0.14694020338546568	18.083333333333332	0	KIDINS220
negative regulation of immune response	GO:0050777	1	72	14	18228	0.05392066593797089	0.14694020338546568	18.083333333333332	0	COL3A1
detection of calcium ion	GO:0005513	1	72	14	18228	0.05392066593797089	0.14694020338546568	18.083333333333332	0	CALM2
gene expression	GO:0010467	3	72	218	18228	0.05517313400587807	0.1496441134593391	3.4839449541284404	0	TCF12, RASAL2, COL3A1
