description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
Complex I biogenesis	R-HSA-6799198	33	1039	62	10985	2.731250925384025e-18	4.3551037482941636e-16	5.627386755254743	0	NDUFB2, NDUFA12, NDUFB9, NDUFB11, NDUFA6, NDUFS3, NDUFS1, C6orf66, NDUFAB1, NDUFS5, NDUFA13, NDUFS8, NDUFAF1, NDUFC2, OXA1L, TMEM186, NDUFA11, NDUFA3, NDUFV3, NDUFV1, NDUFA2, NDUFS6, NDUFS4, TMEM126B, NDUFS2, NDUFC1, C2orf56, TMEM126A, HSPA9, NDUFB5, NDUFA1, NDUFB1, NDUFB8
Protein localization	R-HSA-9609507	52	1039	164	10985	1.0514050040188477e-15	1.5368036475408824e-13	3.3523087396417757	0	VDAC1, RPS27A, TIMM23, ACOT8, PMPCB, WRB, FXC1, UBC, DDO, SAMM50, CYC1, EMD, CHCHD5, UBB, DHRS4, TIMM10, SEC61G, ASNA1, MTX2, C16orf61, GFER, PEX1, VAPA, FXN, TIMM17A, UBE2D1, ATP5G1, PHYH, PEX10, ATP5A1, CYB5A, ACOT2, ATP5B, GNPAT, ECH1, CHCHD2, SLC25A12, PXMP2, CS, UBE2D3, HSPA9, PEX11B, SLC25A4, C18orf55, COQ2, PXMP3, PMPCA, GRPEL1, NDUFB8, E2IG2, TIMM13, ACO2
Citric acid cycle (TCA cycle)	R-HSA-71403	21	1039	34	10985	7.178726119189997e-14	9.685758163891734e-12	6.530176074279567	0	MDH2, NNT, IDH2, DLD, DLST, SDHD, ISCA2, ACAT1, ACN9, FXN, MRPS36, SIRT3, C6orf57, FH, IDH3A, CS, SUCLG1, TRAP1, SUCLA2, IDH3B, ACO2
Mitochondrial protein import	R-HSA-1268020	29	1039	65	10985	1.2138819107175323e-13	1.520820622427537e-11	4.717035611164581	0	VDAC1, TIMM23, PMPCB, FXC1, SAMM50, CYC1, CHCHD5, TIMM10, MTX2, C16orf61, GFER, FXN, TIMM17A, ATP5G1, ATP5A1, ATP5B, CHCHD2, SLC25A12, CS, HSPA9, SLC25A4, C18orf55, COQ2, PMPCA, GRPEL1, NDUFB8, E2IG2, TIMM13, ACO2
Regulation of expression of SLITs and ROBOs	R-HSA-9010553	50	1039	172	10985	1.7253886440433266e-13	2.017554454434663e-11	3.073449425879087	0	PSME1, RPS27A, PSMB3, PSMB5, RPLP2, PSMD10, RPL36AL, RPS12, PSMA1, RPL13A, RPS9, UBC, RPL8, RBX1, TCEB2, RPS16, RPL28, RPL15, PSMA5, UBB, EIF4A3, RPL3L, PSMC6, RPL37A, PSMD3, PSME2, PSMA2, RPL26, PSMB1, RNPS1, RPL19, PSMA3, RPS24, RPL36A, RPL18, PSMD13, PSMD2, NCBP2, PSMA7, GSPT1, RPL39L, CUL2, TCEB1, PSMB6, PSMD1, RPS27L, RPS5, DAG1, PSMD12, PSMC2
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	R-HSA-1234176	29	1039	66	10985	1.9725805059665266e-13	2.1624413796658045e-11	4.645565374631785	0	PSME1, RPS27A, PSMB3, PSMB5, PSMD10, PSMA1, UBC, RBX1, TCEB2, PSMA5, UBB, PSMC6, PSMD3, PSME2, UBE2D1, PSMA2, PSMB1, PSMA3, EGLN3, PSMD13, PSMD2, PSMA7, UBE2D3, CUL2, TCEB1, PSMB6, PSMD1, PSMD12, PSMC2
Metabolism of RNA	R-HSA-8953854	129	1039	723	10985	2.8344961281189894e-13	2.9245330639533574e-11	1.8864092907719279	0	PSME1, NAT10, RPS27A, IMP4, POLR2G, PSMB3, PSMB5, EBNA1BP2, RPP30, BUD31, RPP14, RPLP2, PSMD10, XPO1, LSM8, WDR12, RPL36AL, DC50, RPS12, EIF4A2, PSMA1, CSNK1E, EIF4B, HBS1L, ZMAT2, RPL13A, THOC7, HTATSF1, RPS9, CCDC55, UBC, PAPOLA, LSM4, POLR2K, EXOSC7, APOBEC3B, LSM10, C40, SNRPC, RPL8, XPOT, SNRPA, RPS16, TSEN34, RPL28, RPL15, PQBP1, PSMA5, CNOT8, UBB, GPKOW, EIF4A3, RPL3L, PSMC6, RPL37A, C16orf33, CIRH1A, PSMD3, HNRPA2B1, NUDT21, DDX1, LSM7, PSME2, TPRKB, MNAT1, HNRPC, SFRS3, AKT1, SET, PSMA2, PUS1, RPL26, POLR2E, GLE1L, PSMB1, RNPS1, CTNNBL1, RPL19, SLBP, NUP153, SNW1, NUP43, PSMA3, RPS24, RBM39, PPIL1, RPL36A, C6orf153, NXT1, POLR2L, PPP2R1A, CNOT7, RPL18, RNF113A, REXO2, PSMD13, KIAA0372, POLR2I, PSMD2, NCBP2, PSMA7, THOC3, CSTF1, MPHOSPH10, HSPA8, GSPT1, DDX46, RPL39L, C1orf77, RIOK2, PPIE, SAP18, SF3B5, PCBP1, UTP11L, NUP98, EIF4A1, FASTKD5, PSMB6, PSMD1, HSD17B10, RPS27L, PRPF38A, RPS5, PSMD12, PSMC2, PPP2R2A, PPP1R8, C2orf49
Downstream TCR signaling	R-HSA-202424	35	1039	98	10985	1.0803008543911774e-12	1.0526931658900695e-10	3.775952151794308	0	RELA, PSME1, HLA-DRB1, RPS27A, PSMB3, PSMB5, PSMD10, PSMA1, IKBKG, UBC, PSMA5, UBB, PSMC6, HLA-DRA, PSMD3, PSME2, HLA-DPB1, UBE2D1, PSMA2, PSMB1, PSMA3, UBE2N, NFKB1, HLA-DRB3, PSMD13, PSMD2, PSMA7, FBXW11, HLA-DPA1, SKP1A, PSMB6, PSMD1, PIK3R1, PSMD12, PSMC2
Cellular response to hypoxia	R-HSA-1234174	30	1039	75	10985	1.505605923118392e-12	1.3899119942892944e-10	4.229066410009624	0	PSME1, RPS27A, PSMB3, PSMB5, PSMD10, PSMA1, UBC, RBX1, TCEB2, PSMA5, UBB, PSMC6, PSMD3, PSME2, UBE2D1, PSMA2, PSMB1, PSMA3, EGLN3, PSMD13, PSMD2, PSMA7, UBE2D3, CUL2, TCEB1, HIGD1A, PSMB6, PSMD1, PSMD12, PSMC2
Negative regulation of NOTCH4 signaling	R-HSA-9604323	25	1039	54	10985	2.1614051398407166e-12	1.7232293705820985e-10	4.894752789362991	0	PSME1, RPS27A, PSMB3, PSMB5, PSMD10, PSMA1, UBC, RBX1, PSMA5, UBB, PSMC6, PSMD3, PSME2, AKT1, PSMA2, PSMB1, PSMA3, PSMD13, PSMD2, PSMA7, SKP1A, PSMB6, PSMD1, PSMD12, PSMC2
HIV Infection	R-HSA-162906	58	1039	231	10985	1.9806391215139364e-12	1.7232293705820985e-10	2.6546087855038767	0	TAF7, PSME1, RPS27A, POLR2G, PSMB3, PSMB5, HMGA1, FEN1, VPS28, SUPT4H1, PSMD10, VTA1, XPO1, PSMA1, CHMP4A, NEDD4L, UBC, POLR2K, RBX1, TCEB2, AP2M1, PSMA5, UBB, PSMC6, TCEA1, PSMD3, RDBP, PSME2, MNAT1, GTF2E1, PSMA2, KPNB1, POLR2E, PSMB1, RAC1, NUP153, NUP43, PSMA3, POLR2L, GTF2B, PSMD13, POLR2I, XRCC6, PSMD2, NCBP2, B2M, PSMA7, NMT2, GTF2A2, SLC25A4, SKP1A, CHMP2B, TCEB1, NUP98, PSMB6, PSMD1, PSMD12, PSMC2
Vif-mediated degradation of APOBEC3G	R-HSA-180585	25	1039	54	10985	2.1614051398407166e-12	1.7232293705820985e-10	4.894752789362991	0	PSME1, RPS27A, PSMB3, PSMB5, PSMD10, PSMA1, UBC, RBX1, TCEB2, PSMA5, UBB, PSMC6, PSMD3, PSME2, PSMA2, PSMB1, PSMA3, PSMD13, PSMD2, PSMA7, TCEB1, PSMB6, PSMD1, PSMD12, PSMC2
Cellular responses to stress	R-HSA-2262752	135	1039	796	10985	3.6797444916795e-12	2.806205147132975e-10	1.7931029062540809	0	GSR, RELA, HIST2H2BE, PRDX1, PRDX2, PSME1, APOA1, PRDX5, TUBB2C, RPS27A, NBN, SRPR, HIST1H3C, PSMB3, PSMB5, HMGA1, RHEB, RPLP2, ANAPC10, PSMD10, XPO1, H3F3A, RPL36AL, ATP6V1E1, RPS12, HSP90B1, C11orf59, TUSC4, PSMA1, CAMK2D, CYCS, C11orf73, RPL13A, RNF2, COX7A1, PDIA6, HIST1H2BD, RPS9, UBC, XBP1, KEAP1, WIPI1, EXOSC7, ATP6V1A, COX6C, EGF, HSP90AA1, RPL8, SQSTM1, RBX1, ATP6V1B2, CAMK2B, TCEB2, RPS16, RPL28, RPL15, PSMA5, UBB, RPL3L, PSMC6, ATP6V0D1, RPL37A, HIST2H2AA, PSMD3, CDKN2B, PSME2, DCTN6, COX8A, HMOX2, UBE2D1, AKT1, PSMA2, CYBA, ABCF2, GPX3, TUBB1, COX7B, ACADVL, H2AFV, RPL26, PSMB1, EIF2S2, RPL19, NUP153, TUBA8, NUP43, PSMA3, RPS24, NFKB1, PGRMC2, RPL36A, HBXIP, RPL18, EGLN3, HTATIP, CSNK2A1, PSMD13, NFYC, PSMD2, SUZ12, SOD2, GPX1, BAG3, ATP6V1G1, PSMA7, HSPA8, UBE2D3, MAPK1, GSTP1, HSPA9, RPL39L, BAG1, RRAGD, SOD1, CUL2, DCTN3, HSPA14, SKP1A, COX5A, TCEB1, PRDX3, HSPB8, C10orf104, HIGD1A, NUP98, PSMB6, COX4I1, PPARGC1A, PSMD1, RPS27L, MAP1LC3B, RPS5, CRYAB, PSMD12, PSMC2
Cellular responses to stimuli	R-HSA-8953897	136	1039	810	10985	6.4343159072180645e-12	4.563530064298789e-10	1.7751636782756448	0	GSR, RELA, HIST2H2BE, PRDX1, PRDX2, PSME1, APOA1, PRDX5, TUBB2C, RPS27A, NBN, SRPR, HIST1H3C, PSMB3, PSMB5, HMGA1, RHEB, RPLP2, ANAPC10, PSMD10, XPO1, H3F3A, RPL36AL, ATP6V1E1, RPS12, HSP90B1, C11orf59, TUSC4, PSMA1, CAMK2D, CYCS, C11orf73, MT3, RPL13A, RNF2, COX7A1, PDIA6, HIST1H2BD, RPS9, UBC, XBP1, KEAP1, WIPI1, EXOSC7, ATP6V1A, COX6C, EGF, HSP90AA1, RPL8, SQSTM1, RBX1, ATP6V1B2, CAMK2B, TCEB2, RPS16, RPL28, RPL15, PSMA5, UBB, RPL3L, PSMC6, ATP6V0D1, RPL37A, HIST2H2AA, PSMD3, CDKN2B, PSME2, DCTN6, COX8A, HMOX2, UBE2D1, AKT1, PSMA2, CYBA, ABCF2, GPX3, TUBB1, COX7B, ACADVL, H2AFV, RPL26, PSMB1, EIF2S2, RPL19, NUP153, TUBA8, NUP43, PSMA3, RPS24, NFKB1, PGRMC2, RPL36A, HBXIP, RPL18, EGLN3, HTATIP, CSNK2A1, PSMD13, NFYC, PSMD2, SUZ12, SOD2, GPX1, BAG3, ATP6V1G1, PSMA7, HSPA8, UBE2D3, MAPK1, GSTP1, HSPA9, RPL39L, BAG1, RRAGD, SOD1, CUL2, DCTN3, HSPA14, SKP1A, COX5A, TCEB1, PRDX3, HSPB8, C10orf104, HIGD1A, NUP98, PSMB6, COX4I1, PPARGC1A, PSMD1, RPS27L, MAP1LC3B, RPS5, CRYAB, PSMD12, PSMC2
GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	R-HSA-9762114	24	1039	52	10985	6.504461323116861e-12	4.563530064298789e-10	4.879692011549566	0	PSME1, RPS27A, PSMB3, PSMB5, PSMD10, PSMA1, UBC, RBX1, PSMA5, UBB, PSMC6, PSMD3, PSME2, PSMA2, PSMB1, PSMA3, PSMD13, PSMD2, PSMA7, SKP1A, PSMB6, PSMD1, PSMD12, PSMC2
Neddylation	R-HSA-8951664	59	1039	245	10985	8.378718459959849e-12	5.652412376449837e-10	2.546070593781305	0	COPS3, COPS5, PSME1, RPS27A, ASB12, PSMB3, PSMB5, PSMD10, PSMA1, GPS1, UBC, KEAP1, FBXO9, SQSTM1, RBX1, TCEB2, PSMA5, UBB, PSMC6, FBXO21, PSMD3, FBXO32, PSME2, CUL4A, LMO7, UCHL3, UBE2D1, PSMA2, COMMD3, PSMB1, COMMD10, ASB11, ASB8, PSMA3, ZBTB16, FBXO22, NEURL2, FEM1C, BTBD1, PSMD13, COMMD7, PSMD2, PSMA7, FBXW11, UBE2D3, CUL2, NEDD8, SKP1A, ASB5, TCEB1, FBXO6, FEM1A, COMMD1, PSMB6, PSMD1, PSMD12, PSMC2, SENP8, WDR32
