description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
actin binding	GO:0003779	5	70	388	18329	0.0163067329840574	0.12018666162323786	3.374263622974963	0	CALD1, D6S1101, TPM1, DAAM2, TPM3
apolipoprotein A-I binding	GO:0034186	1	70	5	18329	0.018952176771119583	0.13005114405009646	52.36857142857143	0	LCAT
benzodiazepine receptor binding	GO:0030156	1	70	5	18329	0.018952176771119583	0.13005114405009646	52.36857142857143	0	BZRAP1
mechanosensitive monoatomic ion channel activity	GO:0008381	1	70	13	18329	0.048541746777574904	0.15732465209174853	20.14175824175824	0	KIAA0792
leucine zipper domain binding	GO:0043522	1	70	12	18329	0.04489171785635115	0.15732465209174853	21.820238095238096	0	DAPK3
cardiolipin binding	GO:1901612	1	70	14	18329	0.052178025316861325	0.15732465209174853	18.703061224489794	0	GSDML
TFIID-class transcription factor complex binding	GO:0001094	1	70	10	18329	0.037550203720307006	0.15732465209174853	26.184285714285714	0	EDF1
1-alkyl-2-acetylglycerophosphocholine esterase activity	GO:0003847	1	70	8	18329	0.030153070727835615	0.15732465209174853	32.73035714285714	0	LCAT
dipeptidase activity	GO:0016805	1	70	13	18329	0.048541746777574904	0.15732465209174853	20.14175824175824	0	NAALAD2
cAMP response element binding	GO:0035497	1	70	12	18329	0.04489171785635115	0.15732465209174853	21.820238095238096	0	TCF12
wide pore channel activity	GO:0022829	1	70	10	18329	0.037550203720307006	0.15732465209174853	26.184285714285714	0	GSDML
RNA cap binding	GO:0000339	1	70	13	18329	0.048541746777574904	0.15732465209174853	20.14175824175824	0	LARP2
MAP-kinase scaffold activity	GO:0005078	1	70	12	18329	0.04489171785635115	0.15732465209174853	21.820238095238096	0	MAPK8IP3
telethonin binding	GO:0031433	1	70	7	18329	0.026433517525498794	0.15732465209174853	37.40612244897959	0	TTN
adenylate cyclase binding	GO:0008179	1	70	13	18329	0.048541746777574904	0.15732465209174853	20.14175824175824	0	CALM2
kinase activity	GO:0016301	4	70	363	18329	0.05006047498080476	0.15732465209174853	2.885320739866194	0	CALM2, PIP5K2A, CDK6, PALM2
actin filament binding	GO:0051015	3	70	215	18329	0.04913587250367446	0.15732465209174853	3.6536212624584716	0	TTN, TPM1, TPM3
protein phosphatase activator activity	GO:0072542	1	70	14	18329	0.052178025316861325	0.15732465209174853	18.703061224489794	0	CALM2
titin binding	GO:0031432	1	70	13	18329	0.048541746777574904	0.15732465209174853	20.14175824175824	0	CALM2
dipeptidyl-peptidase activity	GO:0008239	1	70	12	18329	0.04489171785635115	0.15732465209174853	21.820238095238096	0	NAALAD2
1-phosphatidylinositol-4-phosphate 5-kinase activity	GO:0016308	1	70	9	18329	0.033858615460604084	0.15732465209174853	29.09365079365079	0	PIP5K2A
calcium channel inhibitor activity	GO:0019855	1	70	14	18329	0.052178025316861325	0.15732465209174853	18.703061224489794	0	CALM2
HMG box domain binding	GO:0071837	1	70	13	18329	0.048541746777574904	0.15732465209174853	20.14175824175824	0	TCF12
thioesterase binding	GO:0031996	1	70	10	18329	0.037550203720307006	0.15732465209174853	26.184285714285714	0	RAC1
sterol esterase activity	GO:0004771	1	70	7	18329	0.026433517525498794	0.15732465209174853	37.40612244897959	0	LCAT
histone H3 acetyltransferase activity	GO:0010484	1	70	8	18329	0.030153070727835615	0.15732465209174853	32.73035714285714	0	MCM3AP
estrogen response element binding	GO:0034056	1	70	11	18329	0.04122788731327489	0.15732465209174853	23.803896103896104	0	NR6A1
intracellularly gated calcium channel activity	GO:0015278	1	70	10	18329	0.037550203720307006	0.15732465209174853	26.184285714285714	0	TRPV1
cAMP response element binding protein binding	GO:0008140	1	70	10	18329	0.037550203720307006	0.15732465209174853	26.184285714285714	0	DAPK3
actinin binding	GO:0042805	1	70	13	18329	0.048541746777574904	0.15732465209174853	20.14175824175824	0	TTN
JUN kinase binding	GO:0008432	1	70	11	18329	0.04122788731327489	0.15732465209174853	23.803896103896104	0	MAPK8IP3
chloride channel regulator activity	GO:0017081	1	70	9	18329	0.033858615460604084	0.15732465209174853	29.09365079365079	0	TRPV1
mitogen-activated protein kinase kinase binding	GO:0031434	1	70	12	18329	0.04489171785635115	0.15732465209174853	21.820238095238096	0	MAPK8IP3
phosphatidylinositol kinase activity	GO:0052742	1	70	10	18329	0.037550203720307006	0.15732465209174853	26.184285714285714	0	PIP5K2A
phosphatidyl phospholipase B activity	GO:0102545	1	70	11	18329	0.04122788731327489	0.15732465209174853	23.803896103896104	0	PLA2G4B
excitatory extracellular ligand-gated monoatomic ion channel activity	GO:0005231	1	70	10	18329	0.037550203720307006	0.15732465209174853	26.184285714285714	0	TRPV1
ubiquitin-like protein conjugating enzyme binding	GO:0044390	1	70	7	18329	0.026433517525498794	0.15732465209174853	37.40612244897959	0	RNF5
DEAD/H-box RNA helicase binding	GO:0017151	1	70	8	18329	0.030153070727835615	0.15732465209174853	32.73035714285714	0	SMAD5
ubiquitin ligase complex scaffold activity	GO:0160072	1	70	7	18329	0.026433517525498794	0.15732465209174853	37.40612244897959	0	CUL4A
collagen binding	GO:0005518	2	70	67	18329	0.027100731902328572	0.15732465209174853	7.816204690831556	0	ECM2, MRC2
muscle alpha-actinin binding	GO:0051371	1	70	15	18329	0.05580060452667946	0.15863314715441731	17.456190476190475	0	TTN
calcium-activated cation channel activity	GO:0005227	1	70	15	18329	0.05580060452667946	0.15863314715441731	17.456190476190475	0	KIAA0792
tropomyosin binding	GO:0005523	1	70	15	18329	0.05580060452667946	0.15863314715441731	17.456190476190475	0	CALD1
nuclear vitamin D receptor binding	GO:0042809	1	70	15	18329	0.05580060452667946	0.15863314715441731	17.456190476190475	0	TOB2
RNA polymerase II transcription regulatory region sequence-specific DNA binding	GO:0000977	4	70	384	18329	0.059182144761086915	0.15976347999017396	2.727529761904762	0	HIF3A, BBX, SMAD5, ZNF44
dynein heavy chain binding	GO:0045504	1	70	16	18329	0.059409535272728	0.15976347999017396	16.36517857142857	0	NISCH
long-chain fatty acid transmembrane transporter activity	GO:0005324	1	70	16	18329	0.059409535272728	0.15976347999017396	16.36517857142857	0	FABP5
I-SMAD binding	GO:0070411	1	70	16	18329	0.059409535272728	0.15976347999017396	16.36517857142857	0	SMAD5
structural constituent of cytoskeleton	GO:0005200	2	70	105	18329	0.06104661770136703	0.16197702563429384	4.987482993197279	0	TPM1, ARGBP2
mitogen-activated protein kinase kinase kinase binding	GO:0031435	1	70	17	18329	0.06300486823460799	0.16497327340377618	15.402521008403362	0	MAPK8IP3
protein homodimerization activity	GO:0042803	6	70	746	18329	0.06504767259833243	0.16563430159240403	2.1059747223286096	0	DAPK3, NR6A1, PIP5K2A, TTN, D6S1101, TPM1
transmembrane receptor protein tyrosine kinase activator activity	GO:0030297	1	70	18	18329	0.06658665390649408	0.16563430159240403	14.546825396825396	0	NRG3
calcium-dependent phospholipase A2 activity	GO:0047498	1	70	18	18329	0.06658665390649408	0.16563430159240403	14.546825396825396	0	PLA2G4B
alpha-actinin binding	GO:0051393	1	70	18	18329	0.06658665390649408	0.16563430159240403	14.546825396825396	0	BAIAP1
phosphatidylinositol binding	GO:0035091	2	70	112	18329	0.06833992659275123	0.1678968566908333	4.6757653061224485	0	TRPV1, NISCH
protein binding	GO:0005515	58	70	13681	18329	0.0700344983924542	0.16820281418027308	1.1100713189303206	0	FABP5, RNF5, BZRAP1, LARP2, LCAT, CALD1, KIDINS220, DAPK3, HEXA, CNTNAP1, TOB2, KIAA0217, CALM2, CENTB5, CCNL2, MCM3AP, TCF12, HIF3A, EDF1, PIP5K2A, BAIAP1, DJ122O8.2, CDK6, CDYL, MRC2, TRPV1, CUL4A, ZNF417, RASAL2, BBX, CLEC2D, TTN, CRYGS, COL1A1, ST7, MAPK8IP3, RAC1, C5orf13, D6S1101, ARG1, TPM1, C1QTNF6, NISCH, ITSN2, SMAD5, C13orf9, DAAM2, TPM3, LRRN4, KIAA0792, PALM2, ARGBP2, NAALAD2, NOL8, PROM2, COL3A1, LRCH4, BTBD2
phospholipase A1 activity	GO:0008970	1	70	19	18329	0.07015494259780233	0.16820281418027308	13.781203007518796	0	PLA2G4B
extracellular matrix structural constituent	GO:0005201	2	70	115	18329	0.07155005763911505	0.16950549369266543	4.553788819875776	0	COL1A1, COL3A1
cytoskeletal anchor activity	GO:0008093	1	70	20	18329	0.07370978443385662	0.17056101281787753	13.092142857142857	0	ARGBP2
identical protein binding	GO:0042802	11	70	1779	18329	0.07361232657341919	0.17056101281787753	1.6190395888540914	0	FABP5, RNF5, DAPK3, CDYL, TRPV1, TTN, COL1A1, TPM1, C1QTNF6, NISCH, ARGBP2
monoatomic cation transmembrane transporter activity	GO:0008324	1	70	21	18329	0.07725122935655197	0.17469312093129366	12.468707482993198	0	TRPV1
microtubule plus-end binding	GO:0051010	1	70	21	18329	0.07725122935655197	0.17469312093129366	12.468707482993198	0	D6S1101
gap junction channel activity	GO:0005243	1	70	22	18329	0.08077932712501616	0.18061894491997996	11.901948051948052	0	CX40.1
structural constituent of eye lens	GO:0005212	1	70	23	18329	0.08429412731626809	0.18638368151041498	11.38447204968944	0	CRYGS
acetylglucosaminyltransferase activity	GO:0008375	1	70	25	18329	0.09128403236860566	0.1953281982941132	10.473714285714285	0	HEXA
myosin binding	GO:0017022	1	70	25	18329	0.09128403236860566	0.1953281982941132	10.473714285714285	0	CALD1
O-acyltransferase activity	GO:0008374	1	70	25	18329	0.09128403236860566	0.1953281982941132	10.473714285714285	0	LCAT
nucleic acid binding	GO:0003676	3	70	289	18329	0.09853210429731137	0.20424884119963502	2.7180919426594166	0	KIAA0217, MCM3AP, KIAA0792
retinoic acid binding	GO:0001972	1	70	27	18329	0.09822133751243732	0.20424884119963502	9.697883597883598	0	FABP5
lysophospholipase activity	GO:0004622	1	70	27	18329	0.09822133751243732	0.20424884119963502	9.697883597883598	0	PLA2G4B
chemorepellent activity	GO:0045499	1	70	28	18329	0.10167038714494364	0.20709089249565107	9.351530612244897	0	NRG3
extracellular ligand-gated monoatomic ion channel activity	GO:0005230	1	70	29	18329	0.10510643287467718	0.20709089249565107	9.029064039408867	0	TRPV1
cyclin-dependent protein serine/threonine kinase activity	GO:0004693	1	70	29	18329	0.10510643287467718	0.20709089249565107	9.029064039408867	0	CDK6
bHLH transcription factor binding	GO:0043425	1	70	29	18329	0.10510643287467718	0.20709089249565107	9.029064039408867	0	TCF12
phospholipase activity	GO:0004620	1	70	29	18329	0.10510643287467718	0.20709089249565107	9.029064039408867	0	PLA2G4B
metallocarboxypeptidase activity	GO:0004181	1	70	31	18329	0.11193970573095754	0.21627185864524806	8.446543778801843	0	NAALAD2
phosphatidylinositol-4-phosphate binding	GO:0070273	1	70	31	18329	0.11193970573095754	0.21627185864524806	8.446543778801843	0	GSDML
fatty acid binding	GO:0005504	1	70	32	18329	0.11533702896840599	0.2185911310925028	8.182589285714284	0	FABP5
cyclin-dependent protein serine/threonine kinase regulator activity	GO:0016538	1	70	32	18329	0.11533702896840599	0.2185911310925028	8.182589285714284	0	CCNL2
signaling receptor complex adaptor activity	GO:0030159	1	70	33	18329	0.11872154052615926	0.22288289211986503	7.934632034632035	0	MAPK8IP3
ligand-gated monoatomic ion channel activity	GO:0015276	1	70	34	18329	0.12209328802086682	0.22290425978121556	7.701260504201681	0	TRPV1
cyclin binding	GO:0030332	1	70	34	18329	0.12209328802086682	0.22290425978121556	7.701260504201681	0	CDK6
NADH dehydrogenase (ubiquinone) activity	GO:0008137	1	70	34	18329	0.12209328802086682	0.22290425978121556	7.701260504201681	0	NDUFB4
phospholipase A2 activity	GO:0004623	1	70	35	18329	0.12545231889479627	0.22491001315373388	7.481224489795919	0	PLA2G4B
histone acetyltransferase activity	GO:0004402	1	70	35	18329	0.12545231889479627	0.22491001315373388	7.481224489795919	0	MCM3AP
monoatomic cation channel activity	GO:0005261	1	70	37	18329	0.13213241968125505	0.23477099568365853	7.076833976833977	0	TRPV1
phosphoprotein binding	GO:0051219	1	70	38	18329	0.13545358361206153	0.23854215167079862	6.890601503759398	0	TRPV1
calcium ion binding	GO:0005509	5	70	721	18329	0.14092056001615108	0.24599290739661459	1.8158311868436694	0	PLA2G4B, CALM2, TTN, D6S1101, ITSN2
acyltransferase activity	GO:0016746	2	70	174	18329	0.14279158964740654	0.24709153338986004	3.009688013136289	0	LCAT, MCM3AP
voltage-gated calcium channel activity	GO:0005245	1	70	41	18329	0.14534209005498397	0.24933686138742941	6.386411149825784	0	TRPV1
kinesin binding	GO:0019894	1	70	43	18329	0.15187240356054663	0.2561237992249896	6.0893687707641195	0	MAPK8IP3
carboxypeptidase activity	GO:0004180	1	70	43	18329	0.15187240356054663	0.2561237992249896	6.0893687707641195	0	NAALAD2
protein heterodimerization activity	GO:0046982	3	70	354	18329	0.15320031555571706	0.2561921243326697	2.2190072639225185	0	HEXA, TCF12, TPM1
transmembrane signaling receptor activity	GO:0004888	2	70	183	18329	0.1546816501850558	0.25651373655688425	2.8616705698672913	0	TRPV1, CLEC2D
alpha-tubulin binding	GO:0043014	1	70	45	18329	0.1583535273599999	0.260432660699504	5.818730158730158	0	NISCH
monoatomic ion channel activity	GO:0005216	1	70	46	18329	0.16157575734713625	0.2635538992793452	5.69223602484472	0	TRPV1
protein serine kinase activity	GO:0106310	3	70	365	18329	0.16326842065206756	0.26414972121757274	2.152133072407045	0	DAPK3, CDK6, TTN
phosphatidylinositol-3-phosphate binding	GO:0032266	1	70	47	18329	0.16478582664570315	0.2644546734072171	5.57112462006079	0	C13orf9
protein dimerization activity	GO:0046983	2	70	194	18329	0.16946424821478395	0.26978708315793604	2.6994108983799707	0	TCF12, HIF3A
sequence-specific double-stranded DNA binding	GO:1990837	4	70	571	18329	0.17397550298181566	0.2747708340744549	1.834275706780085	0	NR6A1, TCF12, BBX, SMAD5
nuclear receptor activity	GO:0004879	1	70	52	18329	0.18065534013162987	0.2808625991108933	5.03543956043956	0	NR6A1
transcription corepressor activity	GO:0003714	2	70	202	18329	0.1803632727750214	0.2808625991108933	2.5925035360678925	0	TOB2, CDYL
G protein activity	GO:0003925	1	70	53	18329	0.1837933893842854	0.2835262363369984	4.940431266846361	0	RAC1
cholesterol binding	GO:0015485	1	70	54	18329	0.1869195911102157	0.286130758699484	4.848941798941799	0	PROM2
DNA-binding transcription factor activity, RNA polymerase II-specific	GO:0000981	7	70	1236	18329	0.19155482971675708	0.2909878710964478	1.4829288025889968	0	NR6A1, TCF12, HIF3A, ZNF417, BBX, SMAD5, ZNF44
protein serine/threonine kinase activator activity	GO:0043539	1	70	57	18329	0.19622755115829435	0.29582789909470136	4.593734335839599	0	CALM2
calcium-dependent phospholipid binding	GO:0005544	1	70	58	18329	0.1993068020021494	0.2982109293114867	4.514532019704434	0	PLA2G4B
E-box binding	GO:0070888	1	70	59	18329	0.20237442412791418	0.29831489186262905	4.438014527845036	0	TCF12
carbohydrate binding	GO:0030246	2	70	217	18329	0.20107105894304927	0.29831489186262905	2.4132982225148125	0	MRC2, CLEC2D
protein serine/threonine kinase activity	GO:0004674	3	70	411	18329	0.2073309763047669	0.3033740020930045	1.9112617309697602	0	DAPK3, CDK6, TTN
signaling receptor activity	GO:0038023	2	70	228	18329	0.21643322141550067	0.3143811026400338	2.2968671679197996	0	CNTNAP1, MRC2
guanyl-nucleotide exchange factor activity	GO:0005085	2	70	231	18329	0.22064303806808727	0.31817365634456063	2.267037724180581	0	GEFT, ITSN2
receptor tyrosine kinase binding	GO:0030971	1	70	67	18329	0.22650192787217854	0.3242725442198815	3.908102345415778	0	NRG3
manganese ion binding	GO:0030145	1	70	69	18329	0.23242050969887684	0.3303691530719749	3.7948240165631466	0	ARG1
histone H2AS1 kinase activity	GO:0044024	2	70	247	18329	0.24320112935135788	0.342117534328345	2.120185078079815	0	DAPK3, TTN
phosphatidylserine binding	GO:0001786	1	70	73	18329	0.24412406972173364	0.342117534328345	3.5868884540117416	0	GSDML
methylated histone binding	GO:0035064	1	70	74	18329	0.2470223670004079	0.34375839883273546	3.5384169884169885	0	CDYL
transcription coactivator activity	GO:0003713	2	70	254	18329	0.2531090856138598	0.3497826947024868	2.0617547806524184	0	EDF1, STAF42
DNA-binding transcription factor activity	GO:0003700	4	70	677	18329	0.2589221279549006	0.3553482997450015	1.5470774424984173	0	NR6A1, TCF12, HIF3A, SMAD5
calcium-dependent protein binding	GO:0048306	1	70	79	18329	0.261350343171845	0.35622409788491205	3.314466546112116	0	CALM2
cis-regulatory region sequence-specific DNA binding	GO:0000987	1	70	83	18329	0.27261893582133945	0.36905556617990853	3.1547332185886403	0	TCF12
nucleotidyltransferase activity	GO:0016779	1	70	84	18329	0.27540950221904376	0.3703141279837142	3.1171768707482994	0	SELO
phosphatidylinositol-4,5-bisphosphate binding	GO:0005546	1	70	86	18329	0.28095901377218113	0.3752405620178795	3.0446843853820598	0	GSDML
GTPase activator activity	GO:0005096	2	70	276	18329	0.2842937466707795	0.3771630372499008	1.8974120082815733	0	CENTB5, RASAL2
PDZ domain binding	GO:0030165	1	70	88	18329	0.28646662518487964	0.3775288636542454	2.975487012987013	0	KIDINS220
hydrolase activity, acting on glycosyl bonds	GO:0016798	1	70	90	18329	0.2919326482624932	0.382201296080501	2.909365079365079	0	HEXA
protein kinase binding	GO:0019901	3	70	497	18329	0.2952960685409983	0.3840778930696645	1.5805403851681517	0	CALM2, TTN, RAC1
small GTPase binding	GO:0031267	2	70	288	18329	0.3012757113790963	0.38931082184701404	1.8183531746031745	0	DAPK3, DAAM2
ubiquitin binding	GO:0043130	1	70	102	18329	0.3238726067676663	0.41581063707590704	2.5670868347338933	0	C13orf9
ubiquitin protein ligase binding	GO:0031625	2	70	306	18329	0.3266263708993408	0.4166579987754412	1.711391223155929	0	CUL4A, SMAD5
calcium channel activity	GO:0005262	1	70	104	18329	0.3290560520528295	0.4170837857230132	2.51771978021978	0	TRPV1
metal ion binding	GO:0046872	17	70	3986	18329	0.3468569776266686	0.4348719305001212	1.1167407354311518	0	RNF5, PLA2G4B, CALM2, CENTB5, NR6A1, TRPV1, ZNF417, TTN, COL1A1, D6S1101, ARG1, ITSN2, SMAD5, SELO, NAALAD2, COL3A1, ZNF44
ATP binding	GO:0005524	7	70	1499	18329	0.3474604871835139	0.4348719305001212	1.222748498999333	0	DAPK3, PIP5K2A, BAIAP1, CDK6, TRPV1, TTN, SELO
receptor ligand activity	GO:0048018	1	70	116	18329	0.35934419106264953	0.444158347959424	2.257266009852217	0	NRG3
ligase activity	GO:0016874	1	70	116	18329	0.35934419106264953	0.444158347959424	2.257266009852217	0	RNF5
phospholipid binding	GO:0005543	1	70	125	18329	0.381171977003349	0.46251965502235637	2.0947428571428572	0	GSDML
SH3 domain binding	GO:0017124	1	70	124	18329	0.3787833383703316	0.46251965502235637	2.1116359447004607	0	CNTNAP1
lipid binding	GO:0008289	2	70	344	18329	0.3792931325266887	0.46251965502235637	1.5223421926910299	0	FABP5, C13orf9
ubiquitin protein ligase activity	GO:0061630	2	70	351	18329	0.38882548622929314	0.4689471015735111	1.491982091982092	0	RNF5, CUL4A
protein tyrosine kinase activity	GO:0004713	1	70	132	18329	0.39764082531223666	0.47668990504298253	1.9836580086580087	0	TTN
protein-containing complex binding	GO:0044877	2	70	369	18329	0.4130432853795206	0.4921893041348779	1.419202477739063	0	RNF5, RAC1
serine-type peptidase activity	GO:0008236	1	70	140	18329	0.41593381161660486	0.49268350304585934	1.8703061224489796	0	NAALAD2
transmembrane transporter binding	GO:0044325	1	70	143	18329	0.42265156224300365	0.4976784667831818	1.831068931068931	0	CALM2
mRNA 3'-UTR binding	GO:0003730	1	70	148	18329	0.4336789580052234	0.5076594861355261	1.7692084942084942	0	KIAA0217
enzyme binding	GO:0019899	2	70	388	18329	0.43810049430277337	0.5098362477558591	1.3497054491899854	0	TTN, RAC1
lyase activity	GO:0016829	1	70	155	18329	0.44876928930302296	0.5192156312284975	1.6893087557603685	0	CDYL
RNA polymerase II cis-regulatory region sequence-specific DNA binding	GO:0000978	5	70	1170	18329	0.46495221948088056	0.5317556992913519	1.1189865689865688	0	NR6A1, TCF12, HIF3A, ZNF417, SMAD5
growth factor activity	GO:0008083	1	70	162	18329	0.4634631129089329	0.5317556992913519	1.6163139329805996	0	NRG3
metallopeptidase activity	GO:0008237	1	70	165	18329	0.4696416407292237	0.5333262452276859	1.5869264069264069	0	NAALAD2
protein-macromolecule adaptor activity	GO:0030674	1	70	166	18329	0.47168552341745085	0.5333262452276859	1.5773666092943202	0	CDYL
hydrolase activity	GO:0016787	4	70	928	18329	0.47608702418050164	0.5352616825532194	1.1286330049261084	0	LCAT, PLA2G4B, RAC1, ARG1
histone binding	GO:0042393	1	70	173	18329	0.485776914743881	0.5422577557910608	1.5135425268373244	0	MCM3AP
DNA-binding transcription factor binding	GO:0140297	1	70	174	18329	0.4877594888773864	0.5422577557910608	1.5048440065681445	0	TCF12
heparin binding	GO:0008201	1	70	177	18329	0.49366211417218964	0.5457708928903652	1.4793381759483455	0	ECM2
structural molecule activity	GO:0005198	1	70	181	18329	0.5014281015639943	0.5512938796200821	1.4466456195737962	0	D6S1101
molecular adaptor activity	GO:0060090	1	70	191	18329	0.5203331120152421	0.5689356554452373	1.3709050112191472	0	ITSN2
DNA-binding transcription activator activity, RNA polymerase II-specific	GO:0001228	2	70	482	18329	0.552927065042176	0.6012704149912188	1.0864848844101955	0	NR6A1, TCF12
chromatin binding	GO:0003682	2	70	487	18329	0.5585673361134436	0.6041027167748656	1.0753300088002347	0	MCM3AP, CDYL
ubiquitin-protein transferase activity	GO:0004842	1	70	245	18329	0.6108440411459527	0.6570700766921329	1.068746355685131	0	RNF5
transcription cis-regulatory region binding	GO:0000976	1	70	259	18329	0.631417739616899	0.6755490870094779	1.0109762824048538	0	TCF12
microtubule binding	GO:0008017	1	70	271	18329	0.6481962307230933	0.6861226059249764	0.9662098049551924	0	D6S1101
DNA-binding transcription repressor activity, RNA polymerase II-specific	GO:0001227	1	70	271	18329	0.6481962307230933	0.6861226059249764	0.9662098049551924	0	SMAD5
DNA binding	GO:0003677	8	70	2282	18329	0.6564162916073252	0.6911473123272894	0.9179416551896832	0	NR6A1, TCF12, HIF3A, EDF1, ZNF417, BBX, SMAD5, ZNF44
RNA binding	GO:0003723	5	70	1530	18329	0.7052247346727964	0.7386301168415078	0.8556956115779645	0	LARP2, KIAA0217, EDF1, ARGBP2, NOL8
cadherin binding	GO:0045296	1	70	321	18329	0.7103676016877611	0.7401212185123793	0.8157098353360035	0	CALD1
GTPase activity	GO:0003924	1	70	334	18329	0.7246717424482861	0.7510920663917132	0.7839606501283148	0	RAC1
protein kinase activity	GO:0004672	1	70	375	18329	0.7653755680923975	0.7891696272040782	0.698247619047619	0	TTN
GTP binding	GO:0005525	1	70	383	18329	0.7725959971146507	0.7925082650815231	0.683662812383439	0	RAC1
signaling receptor binding	GO:0005102	1	70	419	18329	0.8024691660452736	0.8189300720154331	0.6249232867371293	0	NRG3
sequence-specific DNA binding	GO:0043565	1	70	462	18329	0.833115038083088	0.845866798870074	0.5667594310451453	0	NR6A1
zinc ion binding	GO:0008270	2	70	846	18329	0.8399889973077417	0.8485168043870082	0.6190138466734212	0	RNF5, NR6A1
transferase activity	GO:0016740	1	70	637	18329	0.9163231021249812	0.9209509965801579	0.4110562906481274	0	RNF5
molecular_function	GO:0003674	1	70	716	18329	0.9388653712250548	0.9388653712250548	0.3657023144453312	0	TPM3
