description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
MHC class II protein complex binding	GO:0023026	11	1447	27	18334	2.840136540534669e-06	0.00038797089247670686	5.1619954439581255	0	HLA-DRB1, CD81, CD74, HSP90AA1, HLA-DRA, HLA-DPB1, ATP1B1, HLA-DRB3, B2M, HSPA8, HLA-DPA1
thioredoxin-dependent peroxiredoxin activity	GO:0140824	5	1447	5	18334	3.0429089606016225e-06	0.00038797089247670686	12.670352453351763	0	PRDX1, PRDX2, PRDX5, PRDX4, PRDX3
translation initiation factor activity	GO:0003743	16	1447	57	18334	5.3976529376104125e-06	0.0006352622303495332	3.5565901623443543	0	COPS5, EIF1B, EIF1, EIF4A2, EIF4B, EIF3S1, EIF2A, EIF3S3, EIF2B3, EIF1AX, EIF3S6, MTIF2, EIF2S2, EIF5, EIF3S12, EIF4A1
ubiquitin-like protein transferase activity	GO:0019787	12	1447	35	18334	8.392256384776699e-06	0.0009171537334791678	4.344120841149175	0	UBE2H, ARIH1, UBE2E3, UBE2D1, RNF14, UBE2R2, UBE2N, UBE2I, UBE2T, UBE2D3, UBE2D4, AKTIP
NAD binding	GO:0051287	12	1447	36	18334	1.1688077615789833e-05	0.001192183916810563	4.223450817783921	0	NNT, IDH2, BDH2, HADHA, ALDH1B1, GPD1L, NDUFV1, LDHB, IDH3A, NDUFS2, SORD, IDH3B
peroxiredoxin activity	GO:0051920	5	1447	6	18334	1.706047773622484e-05	0.0015354429962602355	10.558627044459802	0	PRDX1, PRDX2, PRDX4, PRDX3, PARK7
thioredoxin peroxidase activity	GO:0008379	5	1447	6	18334	1.706047773622484e-05	0.0015354429962602355	10.558627044459802	0	PRDX1, PRDX2, PRDX5, PRDX4, PRDX3
membrane insertase activity	GO:0032977	8	1447	17	18334	1.8792826773391532e-05	0.0015973902757382803	5.9625188015773	0	TMEM85, OXA1L, TIMM10, ASNA1, KIAA0090, TMEM111, MTCH2, TMEM93
mRNA binding	GO:0003729	39	1447	249	18334	2.89282232651219e-05	0.0023294832418756057	1.984513034862324	0	DDX50, MRPS7, LSM8, CNBP, RPL13A, CCDC44, CCDC55, HDLBP, HRSP12, SNRPC, HSP90AA1, EIF2A, RBM15B, EIF4A3, PAIP2, SLC4A1AP, RDBP, PABPC4, NUDT21, FXR1, MRPL13, MRPL12, CAPRIN1, SAMD4, EIF2S2, SLBP, HNRPAB, QKI, NCBP2, C1orf77, PPIE, DDX19B, PCBP1, NUP98, EIF4A1, ATXN2, RPS5, PPP1R8, PARK7
protein folding chaperone	GO:0044183	15	1447	58	18334	3.094053338471721e-05	0.002366950803930867	3.2768152896599383	0	CCT5, PFDN1, PFDN2, CD74, CCT4, HSPB6, CCT7, HSP90AA1, C6orf57, CDC123, HSPA8, HSPA9, HSPA14, TCP1, CCDC47
ubiquitin protein ligase binding	GO:0031625	44	1447	306	18334	7.650811467430307e-05	0.005574162640556367	1.821880744926397	0	RELA, RPS27A, LAPTM4B, PA2G4, ARIH1, GABARAPL2, PRKAR1A, IKBKG, UBC, XBP1, HSP90AA1, SQSTM1, RBX1, CACYBP, TCEB2, UBB, CUL4A, GABARAPL1, UBE2D1, USP25, PACRG, GRIK2, DET1, PSMA3, MFN2, SNX9, UBE2N, APBB1, NDUFS2, UBE2T, HSPA8, UBE2D3, GPI, HSPA9, BAG1, CUL2, NEDD8, UBE2D4, TCP1, PPARGC1A, PSMD1, DERL1, MAP1LC3B, SMAD2
ubiquitin-protein transferase activity	GO:0004842	37	1447	245	18334	0.00010030415274275075	0.00667240668245255	1.913481799077613	0	UBE2H, ZNF294, WWP1, SEMACAP3, ARIH1, NSMCE1, RNF2, NEDD4L, FBXO9, RBX1, ZFP91, FBXO21, UBE2E3, LNX2, NHLRC1, LMO7, UBE2D1, RNF14, TRIM63, UBE2R2, UBE2N, FBXO22, NEDL2, FBXO25, RNF141, MAEA, SIAH2, RNF103, RNF130, UBE2T, FBXW11, UBE2D3, UBE3A, TRIM32, CUL2, UBE2D4, RCHY1
acyltransferase activity	GO:0016746	29	1447	174	18334	9.654017028429373e-05	0.00667240668245255	2.1117254088919606	0	MYST1, NAT10, HADHB, ABHD5, HRASLS3, DLST, RARRES3, CASD1, DGAT1, HHATL, CPT1B, ACAT1, NAT13, ZDHHC16, MYST3, GNPAT, CPT2, HAT1, HTATIP, GTF2B, DLAT, ALAS1, ARD1A, NMT2, OSGEPL1, ZDHHC4, ACAA2, NAGS, C3F
transmembrane transporter binding	GO:0044325	25	1447	143	18334	0.0001313759125405079	0.00837521442445738	2.2150965827538043	0	VDAC1, SRI, PSMD10, CAMK2D, CAV3, NEDD4L, FHL1, YWHAQ, CALM2, PHPT1, SNTA1, HSP90AA1, GPD1L, AP2M1, KCNG4, USP10, PKP2, TCAP, HRC, CIB1, ANK1, FGF12, AKAP6, ACTN2, ASPH
translation factor activity, RNA binding	GO:0008135	8	1447	22	18334	0.00017283549440187446	0.010577532257394716	4.607400892127914	0	EIF1, EIF2B3, EIF1AX, CPEB4, MTIF2, EIF2S2, EEF1A2, EIF4A1
ATP-dependent protein folding chaperone	GO:0140662	11	1447	40	18334	0.00019343152228237212	0.011382701118924206	3.4843469246717347	0	CCT5, CLPX, HSP90B1, CCT4, CCT7, HSP90AA1, HSPA8, HSPA9, HSPA14, TRAP1, TCP1
