description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
Glycosphingolipid biosynthesis - ganglio series	hsa00604	1	36	15	8377	0.06260946424744952	0.35754658965045844	15.512962962962963	0	HEXA
Pathways in cancer	hsa05200	5	36	533	8377	0.07563485550298159	0.35754658965045844	2.1828747133625184	0	DAPK3, CALM2, CDK6, RAC1, TPM3
Other glycan degradation	hsa00511	1	36	18	8377	0.07466578558548889	0.35754658965045844	12.927469135802468	0	HEXA
Glycosaminoglycan degradation	hsa00531	1	36	19	8377	0.07865095506974805	0.3608690879670793	12.247076023391811	0	HEXA
Arginine biosynthesis	hsa00220	1	36	23	8377	0.09442542747789175	0.42086761961574604	10.117149758454104	0	ARG1
Prion disease	hsa05020	3	36	261	8377	0.10068989008827638	0.4363228570491976	2.6746487867177517	0	RAC1, C7, NDUFB4
Relaxin signaling pathway	hsa04926	2	36	130	8377	0.10705588328045476	0.43949257346713005	3.5799145299145296	0	COL1A1, COL3A1
alpha-Linolenic acid metabolism	hsa00592	1	36	26	8377	0.10608365209151668	0.43949257346713005	8.949786324786324	0	PLA2G4B
Phototransduction	hsa04744	1	36	29	8377	0.11759590736404965	0.465891012960351	8.023946360153257	0	CALM2
Fluid shear stress and atherosclerosis	hsa05418	2	36	141	8377	0.12244571494470764	0.465891012960351	3.300630417651694	0	CALM2, RAC1
Linoleic acid metabolism	hsa00591	1	36	30	8377	0.12140119573670118	0.465891012960351	7.756481481481481	0	PLA2G4B
MAPK signaling pathway	hsa04010	3	36	300	8377	0.1370206185037055	0.47968396872411506	2.3269444444444445	0	PLA2G4B, MAPK8IP3, RAC1
Phagosome	hsa04145	2	36	152	8377	0.13834950394361512	0.47968396872411506	3.0617690058479528	0	MRC2, RAC1
Non-alcoholic fatty liver disease	hsa04932	2	36	152	8377	0.13834950394361512	0.47968396872411506	3.0617690058479528	0	RAC1, NDUFB4
Oxytocin signaling pathway	hsa04921	2	36	154	8377	0.14129019717189623	0.47968396872411506	3.022005772005772	0	PLA2G4B, CALM2
Efferocytosis	hsa04148	2	36	156	8377	0.14424487110795947	0.47968396872411506	2.983262108262108	0	RAC1, ARG1
Thyroid cancer	hsa05216	1	36	37	8377	0.1475950672997277	0.47968396872411506	6.2890390390390385	0	TPM3
Cellular senescence	hsa04218	2	36	157	8377	0.1457273140369765	0.47968396872411506	2.9642604387827314	0	CALM2, CDK6
Tight junction	hsa04530	2	36	170	8377	0.16528309705581581	0.49648853351914807	2.737581699346405	0	BAIAP1, RAC1
Motor proteins	hsa04814	2	36	194	8377	0.20249383497811907	0.49648853351914807	2.3989117983963344	0	TPM1, TPM3
Amino sugar and nucleotide sugar metabolism	hsa00520	1	36	49	8377	0.1907428984598317	0.49648853351914807	4.748866213151927	0	HEXA
Amphetamine addiction	hsa05031	1	36	69	8377	0.257981090124332	0.49648853351914807	3.372383252818035	0	CALM2
Cholesterol metabolism	hsa04979	1	36	51	8377	0.1977246538120242	0.49648853351914807	4.5626361655773415	0	LCAT
Lipid and atherosclerosis	hsa05417	2	36	215	8377	0.23582568715426083	0.49648853351914807	2.1645994832041344	0	CALM2, RAC1
Ovarian steroidogenesis	hsa04913	1	36	51	8377	0.1977246538120242	0.49648853351914807	4.5626361655773415	0	PLA2G4B
Long-term depression	hsa04730	1	36	60	8377	0.22842454697215156	0.49648853351914807	3.8782407407407407	0	PLA2G4B
Chemical carcinogenesis - reactive oxygen species	hsa05208	2	36	212	8377	0.23103503355751343	0.49648853351914807	2.1952306079664567	0	RAC1, NDUFB4
Bacterial invasion of epithelial cells	hsa05100	1	36	78	8377	0.2864356924148931	0.49648853351914807	2.983262108262108	0	RAC1
Epstein-Barr virus infection	hsa05169	2	36	202	8377	0.21512936151716489	0.49648853351914807	2.303905390539054	0	CDK6, RAC1
Gastric acid secretion	hsa04971	1	36	76	8377	0.2802056085463585	0.49648853351914807	3.0617690058479528	0	CALM2
p53 signaling pathway	hsa04115	1	36	75	8377	0.27707076725766605	0.49648853351914807	3.102592592592593	0	CDK6
Proteoglycans in cancer	hsa05205	2	36	204	8377	0.21830163399563385	0.49648853351914807	2.2813180827886708	0	COL1A1, RAC1
Wnt signaling pathway	hsa04310	2	36	174	8377	0.1713959368175412	0.49648853351914807	2.674648786717752	0	RAC1, DAAM2
Bladder cancer	hsa05219	1	36	41	8377	0.16222044292777507	0.49648853351914807	5.675474254742547	0	DAPK3
Viral myocarditis	hsa05416	1	36	68	8377	0.25475219120549664	0.49648853351914807	3.421977124183006	0	RAC1
Viral carcinogenesis	hsa05203	2	36	202	8377	0.21512936151716489	0.49648853351914807	2.303905390539054	0	CDK6, RAC1
PPAR signaling pathway	hsa03320	1	36	76	8377	0.2802056085463585	0.49648853351914807	3.0617690058479528	0	FABP5
Non-small cell lung cancer	hsa05223	1	36	73	8377	0.27076121416764076	0.49648853351914807	3.1875951293759512	0	CDK6
Inositol phosphate metabolism	hsa00562	1	36	73	8377	0.27076121416764076	0.49648853351914807	3.1875951293759512	0	PIP5K2A
Various types of N-glycan biosynthesis	hsa00513	1	36	42	8377	0.16583849283835567	0.49648853351914807	5.5403439153439145	0	HEXA
Focal adhesion	hsa04510	2	36	203	8377	0.21671488703329744	0.49648853351914807	2.2925561029009307	0	COL1A1, RAC1
Tuberculosis	hsa05152	2	36	179	8377	0.1790921931429825	0.49648853351914807	2.599937926753569	0	CALM2, MRC2
Renal cell carcinoma	hsa05211	1	36	70	8377	0.2611963863154158	0.49648853351914807	3.324206349206349	0	RAC1
Renin secretion	hsa04924	1	36	69	8377	0.257981090124332	0.49648853351914807	3.372383252818035	0	CALM2
Arginine and proline metabolism	hsa00330	1	36	50	8377	0.1942411280053943	0.49648853351914807	4.653888888888888	0	ARG1
Ether lipid metabolism	hsa00565	1	36	50	8377	0.1942411280053943	0.49648853351914807	4.653888888888888	0	PLA2G4B
MicroRNAs in cancer	hsa05206	2	36	218	8377	0.24062335645008034	0.49648853351914807	2.1348114169215084	0	CDK6, TPM1
Human papillomavirus infection	hsa05165	3	36	332	8377	0.16977583017625128	0.49648853351914807	2.102660642570281	0	BAIAP1, CDK6, COL1A1
Melanoma	hsa05218	1	36	73	8377	0.27076121416764076	0.49648853351914807	3.1875951293759512	0	CDK6
Pertussis	hsa05133	1	36	77	8377	0.28332723221728146	0.49648853351914807	3.022005772005772	0	CALM2
Long-term potentiation	hsa04720	1	36	67	8377	0.25150963366179324	0.49648853351914807	3.473051409618574	0	CALM2
RNA degradation	hsa03018	1	36	78	8377	0.2864356924148931	0.49648853351914807	2.983262108262108	0	TOB2
Nucleotide excision repair	hsa03420	1	36	63	8377	0.2384016914758871	0.49648853351914807	3.6935626102292765	0	CUL4A
cAMP signaling pathway	hsa04024	2	36	226	8377	0.2534443695128266	0.49648853351914807	2.0592428711897734	0	CALM2, RAC1
Biosynthesis of amino acids	hsa01230	1	36	74	8377	0.2739226539906135	0.49648853351914807	3.1445195195195192	0	ARG1
Sphingolipid metabolism	hsa00600	1	36	54	8377	0.20808760805010393	0.49648853351914807	4.3091563786008225	0	HEXA
Amyotrophic lateral sclerosis	hsa05014	3	36	354	8377	0.1935421954236209	0.49648853351914807	1.9719868173258004	0	RAC1, NRG3, NDUFB4
Chronic myeloid leukemia	hsa05220	1	36	77	8377	0.28332723221728146	0.49648853351914807	3.022005772005772	0	CDK6
Arachidonic acid metabolism	hsa00590	1	36	61	8377	0.2317642988428986	0.49648853351914807	3.814663023679417	0	PLA2G4B
Epithelial cell signaling in Helicobacter pylori infection	hsa05120	1	36	70	8377	0.2611963863154158	0.49648853351914807	3.324206349206349	0	RAC1
Endocytosis	hsa04144	2	36	250	8377	0.2920017385061879	0.5005744088677506	1.8615555555555554	0	CENTB5, C13orf9
Parkinson disease	hsa05012	2	36	254	8377	0.2984218364587799	0.5060196357344529	1.8322397200349956	0	CALM2, NDUFB4
B cell receptor signaling pathway	hsa04662	1	36	83	8377	0.30178242133479916	0.5062156744970825	2.8035475234270417	0	RAC1
Complement and coagulation cascades	hsa04610	1	36	87	8377	0.3138283058116912	0.5099709969439982	2.674648786717752	0	C7
ErbB signaling pathway	hsa04012	1	36	86	8377	0.31083591562504304	0.5099709969439982	2.705749354005168	0	NRG3
Colorectal cancer	hsa05210	1	36	87	8377	0.3138283058116912	0.5099709969439982	2.674648786717752	0	RAC1
Salivary secretion	hsa04970	1	36	93	8377	0.33151914505470576	0.5120493725597435	2.5020908004778972	0	CALM2
ECM-receptor interaction	hsa04512	1	36	89	8377	0.31977523680370656	0.5120493725597435	2.6145443196004994	0	COL1A1
Small cell lung cancer	hsa05222	1	36	93	8377	0.33151914505470576	0.5120493725597435	2.5020908004778972	0	CDK6
Pathways of neurodegeneration - multiple diseases	hsa05022	3	36	466	8377	0.32394907275964974	0.5120493725597435	1.4980329041487839	0	CALM2, RAC1, NDUFB4
Adherens junction	hsa04520	1	36	93	8377	0.33151914505470576	0.5120493725597435	2.5020908004778972	0	RAC1
Circadian entrainment	hsa04713	1	36	97	8377	0.3430658350919052	0.5239208059444159	2.3989117983963344	0	CALM2
Aldosterone synthesis and secretion	hsa04925	1	36	98	8377	0.34592207059150537	0.5239208059444159	2.3744331065759634	0	CALM2
Melanogenesis	hsa04916	1	36	101	8377	0.35441852576710603	0.5307368981588395	2.303905390539054	0	CALM2
Pancreatic secretion	hsa04972	1	36	102	8377	0.35722675837614204	0.5307368981588395	2.2813180827886708	0	RAC1
Toll-like receptor signaling pathway	hsa04620	1	36	107	8377	0.3710907288627708	0.5350204958645094	2.1747144340602285	0	RAC1
TGF-beta signaling pathway	hsa04350	1	36	108	8377	0.3738284233925097	0.5350204958645094	2.1545781893004112	0	SMAD5
Glucagon signaling pathway	hsa04922	1	36	106	8377	0.3683413987157227	0.5350204958645094	2.1952306079664567	0	CALM2
C-type lectin receptor signaling pathway	hsa04625	1	36	105	8377	0.36558038491700556	0.5350204958645094	2.216137566137566	0	CALM2
Serotonergic synapse	hsa04726	1	36	113	8377	0.3873440296069179	0.5493242601698107	2.0592428711897734	0	PLA2G4B
Leukocyte transendothelial migration	hsa04670	1	36	116	8377	0.39531679861230745	0.5506198266385711	2.0059865900383143	0	RAC1
Glutamatergic synapse	hsa04724	1	36	116	8377	0.39531679861230745	0.5506198266385711	2.0059865900383143	0	PLA2G4B
Oxidative phosphorylation	hsa00190	1	36	122	8377	0.4109608545534034	0.5623674851783416	1.9073315118397085	0	NDUFB4
Sphingolipid signaling pathway	hsa04071	1	36	122	8377	0.4109608545534034	0.5623674851783416	1.9073315118397085	0	RAC1
Apelin signaling pathway	hsa04371	1	36	140	8377	0.45556867921966987	0.5654293294384329	1.6621031746031745	0	CALM2
Measles	hsa05162	1	36	139	8377	0.4531790757634285	0.5654293294384329	1.6740607513988806	0	CDK6
Ubiquitin mediated proteolysis	hsa04120	1	36	142	8377	0.4603174669146217	0.5654293294384329	1.6386932707355244	0	CUL4A
Natural killer cell mediated cytotoxicity	hsa04650	1	36	133	8377	0.4386258584191153	0.5654293294384329	1.7495822890559731	0	RAC1
Lysosome	hsa04142	1	36	132	8377	0.4361639910665857	0.5654293294384329	1.7628367003367003	0	HEXA
Retrograde endocannabinoid signaling	hsa04723	1	36	141	8377	0.45794812896449116	0.5654293294384329	1.650315208825847	0	NDUFB4
Estrogen signaling pathway	hsa04915	1	36	138	8377	0.45077927651040933	0.5654293294384329	1.6861916264090175	0	CALM2
Osteoclast differentiation	hsa04380	1	36	135	8377	0.44351828057386494	0.5654293294384329	1.7236625514403292	0	RAC1
Insulin signaling pathway	hsa04910	1	36	138	8377	0.45077927651040933	0.5654293294384329	1.6861916264090175	0	CALM2
Systemic lupus erythematosus	hsa05322	1	36	133	8377	0.4386258584191153	0.5654293294384329	1.7495822890559731	0	C7
Yersinia infection	hsa05135	1	36	137	8377	0.4483692392059691	0.5654293294384329	1.6984995944849959	0	RAC1
Dopaminergic synapse	hsa04728	1	36	132	8377	0.4361639910665857	0.5654293294384329	1.7628367003367003	0	CALM2
Oocyte meiosis	hsa04114	1	36	137	8377	0.4483692392059691	0.5654293294384329	1.6984995944849959	0	CALM2
Signaling pathways regulating pluripotency of stem cells	hsa04550	1	36	144	8377	0.4650259742585242	0.5667504061275764	1.6159336419753085	0	SMAD5
Breast cancer	hsa05224	1	36	148	8377	0.4743234731813255	0.5691881678175906	1.5722597597597596	0	CDK6
Phospholipase D signaling pathway	hsa04072	1	36	148	8377	0.4743234731813255	0.5691881678175906	1.5722597597597596	0	PLA2G4B
Necroptosis	hsa04217	1	36	158	8377	0.49688523055425654	0.5724843505485634	1.4727496483825597	0	PLA2G4B
Alzheimer disease	hsa05010	2	36	374	8377	0.4822770149705825	0.5724843505485634	1.2443553178847298	0	CALM2, NDUFB4
Cushing syndrome	hsa04934	1	36	155	8377	0.49021745618386064	0.5724843505485634	1.5012544802867382	0	CDK6
Cell cycle	hsa04110	1	36	158	8377	0.49688523055425654	0.5724843505485634	1.4727496483825597	0	CDK6
Hepatitis C	hsa05160	1	36	159	8377	0.4990889209910553	0.5724843505485634	1.4634870719776378	0	CDK6
Cell adhesion molecules	hsa04514	1	36	156	8377	0.4924495373778988	0.5724843505485634	1.491631054131054	0	CNTNAP1
Hepatocellular carcinoma	hsa05225	1	36	170	8377	0.5227185466792699	0.5824578091569007	1.3687908496732024	0	CDK6
Autophagy - animal	hsa04140	1	36	169	8377	0.5206159852108967	0.5824578091569007	1.3768902038132806	0	DAPK3
cGMP-PKG signaling pathway	hsa04022	1	36	166	8377	0.5142541268748462	0.5824578091569007	1.4017737617135209	0	CALM2
Protein processing in endoplasmic reticulum	hsa04141	1	36	168	8377	0.5185044197474918	0.5824578091569007	1.3850859788359786	0	RNF5
Influenza A	hsa05164	1	36	172	8377	0.5268968066880944	0.5829496584634235	1.352874677002584	0	CDK6
Alcoholism	hsa05034	1	36	184	8377	0.5512296062880412	0.6013413886778631	1.264643719806763	0	CALM2
Axon guidance	hsa04360	1	36	184	8377	0.5512296062880412	0.6013413886778631	1.264643719806763	0	RAC1
Neutrophil extracellular trap formation	hsa04613	1	36	187	8377	0.5571200511563428	0.603546722086038	1.2443553178847298	0	RAC1
Chemokine signaling pathway	hsa04062	1	36	191	8377	0.5648571672924649	0.6077084006732726	1.2182955206515416	0	RAC1
Pathogenic Escherichia coli infection	hsa05130	1	36	199	8377	0.5799391408121414	0.619660999771877	1.169318816303741	0	RAC1
Thermogenesis	hsa04714	1	36	220	8377	0.6171517619401493	0.654936563691587	1.0577020202020202	0	NDUFB4
Coronavirus disease - COVID-19	hsa05171	1	36	233	8377	0.6385603019518564	0.6730770750303352	0.9986886027658559	0	C7
Salmonella infection	hsa05132	1	36	248	8377	0.661817924458377	0.6853429103837462	0.9382840501792115	0	RAC1
Herpes simplex virus 1 infection	hsa05168	2	36	520	8377	0.6638722079426045	0.6853429103837462	0.8949786324786324	0	ZNF417, ZNF44
Shigellosis	hsa05131	1	36	248	8377	0.661817924458377	0.6853429103837462	0.9382840501792115	0	RAC1
Calcium signaling pathway	hsa04020	1	36	252	8377	0.6677700152457013	0.6853429103837462	0.9233906525573191	0	CALM2
Huntington disease	hsa05016	1	36	294	8377	0.7244281403416309	0.738632613681663	0.7914777021919878	0	NDUFB4
Olfactory transduction	hsa04740	1	36	329	8377	0.7643642255193641	0.7742910336429922	0.7072779466396487	0	CALM2
Neuroactive ligand-receptor interaction	hsa04080	1	36	367	8377	0.8013524524087936	0.8065224682307858	0.6340448077505297	0	TRPV1
Metabolic pathways	hsa01100	5	36	1539	8377	0.817214002460709	0.817214002460709	0.7559923471229515	0	HEXA, PLA2G4B, PIP5K2A, ARG1, NDUFB4
