description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
2q21 1 copy number variation syndrome	WP5223	1	37	18	8466	0.07588564990713852	0.30860164295569664	12.711711711711713	0	RAC1
Familial hyperlipidemia type 5	WP5112	1	37	15	8466	0.06363930699562155	0.30860164295569664	15.254054054054055	0	LCAT
1p36 copy number variation syndrome	WP5345	2	37	102	8466	0.0729104231990428	0.30860164295569664	4.486486486486487	0	CENTB5, CCNL2
Statin inhibition of cholesterol production	WP430	2	37	99	8466	0.06921972575488348	0.30860164295569664	4.622440622440623	0	LCAT, ARGBP2
Biomarkers for urea cycle disorders	WP4583	1	37	12	8466	0.05123511846551152	0.30860164295569664	19.06756756756757	0	ARG1
Degradation pathway of sphingolipids including diseases	WP4153	1	37	17	8466	0.07182095293216997	0.30860164295569664	13.459459459459461	0	HEXA
Metastatic brain tumor	WP2249	1	37	13	8466	0.05538750793993499	0.30860164295569664	17.6008316008316	0	CDK6
Myometrial relaxation and contraction pathways	WP289	3	37	181	8466	0.04390794658563278	0.30860164295569664	3.7924443780797374	0	CALD1, CALM2, SMAD5
Wnt signaling	WP363	2	37	68	8466	0.03534309030048478	0.30860164295569664	6.729729729729731	0	CDK6, RAC1
Osteoblast signaling	WP322	1	37	14	8466	0.05952221303945259	0.30860164295569664	16.343629343629345	0	COL1A1
Selenium metabolism and selenoproteins	WP28	10	37	1389	8466	0.0697514879255211	0.30860164295569664	1.6473060533535695	0	CALD1, DAPK3, CALM2, CDYL, C7, TPM1, SMAD5, SELO, NRG3, TPM3
Abnormal calcium handling and its effects on muscle contraction in DMD	WP5343	1	37	14	8466	0.05952221303945259	0.30860164295569664	16.343629343629345	0	PLA2G4B
BMP2 WNT4 FOXO1 pathway in primary endometrial stromal cell differentiation	WP3876	1	37	13	8466	0.05538750793993499	0.30860164295569664	17.6008316008316	0	SMAD5
G13 signaling	WP524	2	37	47	8466	0.017757627532743837	0.30860164295569664	9.736630247268545	0	PIP5K2A, RAC1
Complement mediated inflammation of pulmonary alveolus in COVID 19 hypothetical pathway 	WP5148	1	37	12	8466	0.05123511846551152	0.30860164295569664	19.06756756756757	0	C7
NRP1 triggered signaling in pancreatic cancer 	WP5144	2	37	53	8466	0.022269247237501608	0.30860164295569664	8.63437021927588	0	COL1A1, RAC1
Pancreatic adenocarcinoma pathway	WP4263	2	37	89	8466	0.057402670411485654	0.30860164295569664	5.141815973276648	0	CDK6, RAC1
Regulation of actin cytoskeleton	WP51	11	37	1410	8466	0.03412577256876697	0.30860164295569664	1.7850488786659	0	LCAT, CALM2, PIP5K2A, CDK6, CUL4A, COL1A1, RAC1, C7, SMAD5, C13orf9, COL3A1
Urea cycle and metabolism of amino groups	WP497	2	37	86	8466	0.05401205651417239	0.30860164295569664	5.321181646763042	0	PIP5K2A, ARG1
Network map of SARS CoV 2 signaling	WP5115	3	37	254	8466	0.09842533398419119	0.32650006901533857	2.7024898914662696	0	RAC1, SMAD5, C13orf9
Eicosanoid synthesis	WP167	1	37	23	8466	0.0959507485747262	0.32650006901533857	9.948296122209166	0	PLA2G4B
GNAQ pathways in port wine stain	WP5437	1	37	21	8466	0.08797610071142353	0.32650006901533857	10.895752895752896	0	RAC1
Extracellular vesicles in the crosstalk of cardiac cells	WP4300	1	37	21	8466	0.08797610071142353	0.32650006901533857	10.895752895752896	0	ARGBP2
Insulin signaling	WP481	3	37	250	8466	0.0949313673745961	0.32650006901533857	2.74572972972973	0	HEXA, RAC1, SMAD5
BMP signaling in eyelid development	WP3927	1	37	20	8466	0.08396315217132634	0.32650006901533857	11.44054054054054	0	SMAD5
Physiological and pathological hypertrophy of the heart	WP1528	1	37	24	8466	0.0999125894254588	0.32650006901533857	9.533783783783784	0	RAC1
MAPK signaling	WP382	3	37	246	8466	0.09149128394987115	0.32650006901533857	2.790375741595254	0	PLA2G4B, MAPK8IP3, RAC1
Familial hyperlipidemia type 4	WP5111	1	37	22	8466	0.09197194254371215	0.32650006901533857	10.4004914004914	0	LCAT
Urea cycle and associated pathways	WP4595	1	37	24	8466	0.0999125894254588	0.32650006901533857	9.533783783783784	0	ARG1
Spinal cord injury	WP2431	2	37	116	8466	0.09093466364220873	0.32650006901533857	3.9450139794967387	0	RAC1, ARG1
Differentiation of white and brown adipocyte	WP2895	1	37	25	8466	0.10385753543247823	0.33343735059900903	9.152432432432432	0	SMAD5
Leukocyte intrinsic Hippo pathway functions	WP4542	1	37	35	8466	0.14239305199331145	0.34673400895561474	6.537451737451739	0	RAC1
Influence of laminopathies on Wnt signaling	WP4844	1	37	37	8466	0.1499043088016078	0.34673400895561474	6.184075967859752	0	CDK6
Microglia pathogen phagocytosis pathway	WP3937	1	37	40	8466	0.1610513156351216	0.34673400895561474	5.72027027027027	0	RAC1
Nanoparticle mediated activation of receptor signaling	WP2643	1	37	28	8466	0.11559170351389125	0.34673400895561474	8.171814671814673	0	COL1A1
Nonalcoholic fatty liver disease	WP4396	2	37	150	8466	0.13917710080758808	0.34673400895561474	3.050810810810811	0	RAC1, NDUFB4
Amyotrophic lateral sclerosis ALS 	WP2447	1	37	38	8466	0.15363589506027894	0.34673400895561474	6.021337126600285	0	RAC1
Eicosanoid metabolism via cyclooxygenases COX 	WP4719	1	37	31	8466	0.1271763230462557	0.34673400895561474	7.38099389712293	0	PLA2G4B
Eicosanoid metabolism via lipooxygenases LOX 	WP4721	1	37	28	8466	0.11559170351389125	0.34673400895561474	8.171814671814673	0	TRPV1
Tumor suppressor activity of SMARCB1	WP4204	1	37	31	8466	0.1271763230462557	0.34673400895561474	7.38099389712293	0	CDK6
Type I collagen synthesis in the context of osteogenesis imperfecta	WP4786	1	37	33	8466	0.13481723651977712	0.34673400895561474	6.933660933660934	0	COL1A1
Glycogen synthesis and degradation	WP500	1	37	40	8466	0.1610513156351216	0.34673400895561474	5.72027027027027	0	CALM2
TNF related weak inducer of apoptosis TWEAK signaling	WP2036	1	37	38	8466	0.15363589506027894	0.34673400895561474	6.021337126600285	0	RAC1
Angiotensin II receptor type 1 pathway	WP5036	1	37	28	8466	0.11559170351389125	0.34673400895561474	8.171814671814673	0	COL1A1
Target of rapamycin signaling	WP1471	1	37	36	8466	0.1461567166921904	0.34673400895561474	6.355855855855856	0	RAC1
Mammary gland development pregnancy and lactation stage 3 of 4	WP2817	1	37	33	8466	0.13481723651977712	0.34673400895561474	6.933660933660934	0	TPM3
Complement activation	WP545	1	37	28	8466	0.11559170351389125	0.34673400895561474	8.171814671814673	0	C7
Bladder cancer	WP2828	1	37	40	8466	0.1610513156351216	0.34673400895561474	5.72027027027027	0	DAPK3
Cardiomyocyte signaling converging on titin	WP5344	1	37	33	8466	0.13481723651977712	0.34673400895561474	6.933660933660934	0	TTN
13q12 12 copy number variation	WP5406	1	37	34	8466	0.13861324769596217	0.34673400895561474	6.729729729729731	0	RAC1
Focal adhesion PI3K Akt mTOR signaling	WP3932	3	37	303	8466	0.14520721190480643	0.34673400895561474	2.2654535723842653	0	HIF3A, COL1A1, COL3A1
Wnt signaling	WP428	2	37	139	8466	0.1229838604662447	0.34673400895561474	3.29224188216994	0	RAC1, DAAM2
Neural crest cell migration during development	WP4564	1	37	40	8466	0.1610513156351216	0.34673400895561474	5.72027027027027	0	RAC1
miRNA targets in ECM and membrane receptors	WP2911	1	37	36	8466	0.1461567166921904	0.34673400895561474	6.355855855855856	0	COL3A1
Alpha 6 beta 4 signaling	WP244	2	37	157	8466	0.14971955070788365	0.34673400895561474	2.914787398863832	0	CDK6, RAC1
PDGF pathway	WP2526	1	37	39	8466	0.15735154193768408	0.34673400895561474	5.866943866943868	0	RAC1
Genetic causes of porto sinusoidal vascular disease	WP5269	1	37	37	8466	0.1499043088016078	0.34673400895561474	6.184075967859752	0	RAC1
Brain derived neurotrophic factor BDNF signaling	WP2380	2	37	137	8466	0.12009389914786713	0.34673400895561474	3.3403038074570928	0	KIDINS220, RAC1
Neovascularization processes	WP4331	1	37	37	8466	0.1499043088016078	0.34673400895561474	6.184075967859752	0	SMAD5
Nucleotide binding oligomerization domain NOD pathway	WP1433	1	37	41	8466	0.16473528208675944	0.3505413560683369	5.580751483190508	0	RAC1
Renin angiotensin aldosterone system RAAS 	WP4756	1	37	44	8466	0.17569299332353724	0.35351467763705263	5.2002457002457	0	CALM2
Cancer pathways	WP5434	4	37	507	8466	0.17845779404236745	0.35351467763705263	1.8052134975211898	0	DAPK3, CDK6, RAC1, TPM3
TROP2 regulatory signaling	WP5300	1	37	45	8466	0.1793143848275779	0.35351467763705263	5.084684684684685	0	RAC1
Nucleotide excision repair	WP4753	1	37	44	8466	0.17569299332353724	0.35351467763705263	5.2002457002457	0	CUL4A
Phosphatidyl inositol phosphate pathway	WP5411	1	37	46	8466	0.18292029478617886	0.35351467763705263	4.974148061104583	0	PIP5K2A
G1 to S cell cycle control	WP45	8	37	1260	8466	0.17526694101294452	0.35351467763705263	1.4527670527670529	0	LCAT, KIDINS220, CDK6, CUL4A, COL1A1, RAC1, ARG1, COL3A1
Chronic hyperglycemia impairment of neuron function	WP5283	1	37	46	8466	0.18292029478617886	0.35351467763705263	4.974148061104583	0	TRPV1
PI3K Akt signaling	WP4172	3	37	339	8466	0.1835185485001093	0.35351467763705263	2.024874431954078	0	CDK6, COL1A1, RAC1
T cell modulation in pancreatic cancer	WP5078	1	37	46	8466	0.18292029478617886	0.35351467763705263	4.974148061104583	0	ARG1
Microtubule cytoskeleton regulation	WP2038	1	37	48	8466	0.1900859272200427	0.3623512987632064	4.766891891891892	0	RAC1
Phosphoinositides metabolism	WP4971	1	37	49	8466	0.19364577762309085	0.36450347098898556	4.669608383894098	0	PIP5K2A
Mitochondrial complex I assembly model OXPHOS system	WP4324	1	37	50	8466	0.19719040233830368	0.36450347098898556	4.576216216216216	0	NDUFB4
RANKL RANK signaling	WP2018	1	37	50	8466	0.19719040233830368	0.36450347098898556	4.576216216216216	0	RAC1
Oxidative phosphorylation	WP623	1	37	52	8466	0.20423422772841351	0.3737486367429967	4.4002079002079	0	NDUFB4
Focal adhesion	WP306	2	37	199	8466	0.21574365172447893	0.3796258487074966	2.2996061388021185	0	COL1A1, RAC1
Interferon type I signaling	WP585	1	37	54	8466	0.2112179068843955	0.3796258487074966	4.237237237237237	0	RAC1
Cardiac hypertrophic response	WP2795	1	37	55	8466	0.21468734785506552	0.3796258487074966	4.16019656019656	0	RAC1
TGF beta receptor signaling	WP560	1	37	55	8466	0.21468734785506552	0.3796258487074966	4.16019656019656	0	SMAD5
TGF beta receptor signaling in skeletal dysplasias	WP4816	1	37	59	8466	0.22841723261799254	0.38000321426447853	3.8781493357764547	0	SMAD5
Dengue 2 interactions with complement and coagulation cascades	WP3896	1	37	59	8466	0.22841723261799254	0.38000321426447853	3.8781493357764547	0	C7
MET in type 1 papillary renal cell carcinoma	WP4205	1	37	59	8466	0.22841723261799254	0.38000321426447853	3.8781493357764547	0	RAC1
Complement and coagulation cascades	WP558	1	37	58	8466	0.22500682019496857	0.38000321426447853	3.9450139794967387	0	C7
Markers of kidney cell lineage	WP5236	1	37	59	8466	0.22841723261799254	0.38000321426447853	3.8781493357764547	0	SMAD5
Hepatitis C and hepatocellular carcinoma	WP3646	1	37	56	8466	0.21814193923889186	0.38000321426447853	4.085907335907336	0	RAC1
10q11 21q11 23 copy number variation syndrome	WP5352	1	37	61	8466	0.23519430662010526	0.38634229549084115	3.7509968985378825	0	SMAD5
2q13 copy number variation syndrome	WP5222	1	37	62	8466	0.2385610895653828	0.38634229549084115	3.690496948561465	0	RAC1
DYRK1A involvement regarding cell proliferation in brain development	WP5180	1	37	62	8466	0.2385610895653828	0.38634229549084115	3.690496948561465	0	CDK6
miRNAs involved in DNA damage response	WP1545	1	37	63	8466	0.24191345030860964	0.3883347491796102	3.631917631917632	0	CDK6
10q22q23 copy number variation	WP5402	1	37	64	8466	0.24525144892084147	0.3902696969783825	3.5751689189189193	0	NRG3
Cholesterol metabolism	WP5304	1	37	72	8466	0.27144552985021075	0.3911337280164429	3.177927927927928	0	LCAT
Leptin signaling	WP2034	1	37	71	8466	0.2682202946987937	0.3911337280164429	3.2226874762086033	0	RAC1
Pathways affected in adenoid cystic carcinoma	WP3651	1	37	65	8466	0.24857514523004506	0.3911337280164429	3.5201663201663203	0	BAIAP1
AGE RAGE pathway	WP2324	1	37	66	8466	0.25188459882205644	0.3911337280164429	3.466830466830467	0	RAC1
MECP2 and associated Rett syndrome	WP3584	1	37	73	8466	0.27465693268503805	0.3911337280164429	3.1343946686412445	0	C5orf13
Prolactin signaling	WP2037	1	37	74	8466	0.2778545608859977	0.3911337280164429	3.092037983929876	0	RAC1
Axon guidance	WP5289	1	37	72	8466	0.27144552985021075	0.3911337280164429	3.177927927927928	0	RAC1
Chromosomal and microsatellite instability in colorectal cancer 	WP4216	1	37	73	8466	0.27465693268503805	0.3911337280164429	3.1343946686412445	0	RAC1
PPAR signaling	WP3942	1	37	68	8466	0.25846101499288954	0.3911337280164429	3.3648648648648654	0	FABP5
Head and neck squamous cell carcinoma	WP4674	1	37	74	8466	0.2778545608859977	0.3911337280164429	3.092037983929876	0	CDK6
RAC1 PAK1 p38 MMP2 pathway	WP3303	1	37	68	8466	0.25846101499288954	0.3911337280164429	3.3648648648648654	0	RAC1
Nucleotide excision repair in xeroderma pigmentosum 	WP5114	1	37	74	8466	0.2778545608859977	0.3911337280164429	3.092037983929876	0	CUL4A
miRNA regulation of DNA damage response	WP1530	1	37	73	8466	0.27465693268503805	0.3911337280164429	3.1343946686412445	0	CDK6
DNA damage response	WP707	1	37	69	8466	0.26172809554126575	0.3911337280164429	3.316098707403056	0	CDK6
Non small cell lung cancer	WP4255	1	37	72	8466	0.27144552985021075	0.3911337280164429	3.177927927927928	0	CDK6
Burn wound healing	WP5055	1	37	75	8466	0.2810384719021103	0.392595727924322	3.050810810810811	0	COL1A1
Clock controlled autophagy in bone metabolism	WP5205	1	37	80	8466	0.29675426368220553	0.41140932010487585	2.860135135135135	0	SMAD5
p38 MAPK signaling	WP400	1	37	81	8466	0.29985706504683185	0.41258528498924985	2.824824824824825	0	RAC1
Glioblastoma signaling	WP2261	1	37	82	8466	0.3029465449029162	0.41372550535249003	2.790375741595254	0	CDK6
Selenium micronutrient network	WP15	3	37	445	8466	0.3078548379632755	0.41731433590577344	1.5425447919829942	0	CDK6, RAC1, SELO
Allograft rejection	WP2328	1	37	89	8466	0.32420454477412775	0.42251436420813454	2.570907986638324	0	C7
TNF alpha signaling	WP231	1	37	89	8466	0.32420454477412775	0.42251436420813454	2.570907986638324	0	RAC1
ErbB signaling	WP673	1	37	90	8466	0.32718943576653037	0.42251436420813454	2.5423423423423426	0	NRG3
Androgen receptor signaling	WP138	1	37	87	8466	0.3181960601069322	0.42251436420813454	2.630009319664492	0	RAC1
Metabolic epileptic disorders	WP5355	1	37	91	8466	0.3301614977145532	0.42251436420813454	2.5144045144045144	0	ARG1
Amino acid metabolism	WP3925	1	37	91	8466	0.3301614977145532	0.42251436420813454	2.5144045144045144	0	ARG1
Retinoblastoma gene in cancer	WP2446	1	37	89	8466	0.32420454477412775	0.42251436420813454	2.570907986638324	0	CDK6
Orexin receptor pathway	WP5094	1	37	88	8466	0.32120677090488453	0.42251436420813454	2.60012285012285	0	SMAD5
Electron transport chain OXPHOS system in mitochondria	WP111	1	37	92	8466	0.33312078423211267	0.4233409966283099	2.4870740305522916	0	NDUFB4
Complement system	WP2806	1	37	94	8466	0.33900124434395557	0.42784294975823356	2.4341575618171363	0	C7
Toll like receptor signaling	WP75	1	37	95	8466	0.34192252408108786	0.4285741226495827	2.408534850640114	0	RAC1
Small cell lung cancer	WP4658	1	37	96	8466	0.34483124067516263	0.4292797077792841	2.383445945945946	0	CDK6
lncRNA in canonical Wnt signaling and colorectal cancer	WP4258	1	37	97	8466	0.3477274466602306	0.42996028877582565	2.3588743382557817	0	CDK6
Hippo signaling regulation	WP4540	1	37	98	8466	0.3506111943569174	0.4306164333376905	2.334804191947049	0	RAC1
MicroRNAs in cardiomyocyte hypertrophy	WP1544	1	37	102	8466	0.36202264124951494	0.438742671183187	2.2432432432432434	0	RAC1
Integrin mediated cell adhesion	WP185	1	37	102	8466	0.36202264124951494	0.438742671183187	2.2432432432432434	0	RAC1
Prader Willi and Angelman syndrome	WP3998	1	37	106	8466	0.3732388862569819	0.4464229816014882	2.15859255481897	0	CDK6
Complement system in neuronal development and plasticity	WP5090	1	37	106	8466	0.3732388862569819	0.4464229816014882	2.15859255481897	0	C7
Macrophage stimulating protein MSP signaling	WP5353	1	37	108	8466	0.3787748250766145	0.44789911743864524	2.1186186186186187	0	SMAD5
DNA damage response only ATM dependent 	WP710	1	37	109	8466	0.38152492455880693	0.44789911743864524	2.099181750557898	0	RAC1
Senescence associated secretory phenotype SASP 	WP3391	1	37	110	8466	0.3842631772561055	0.44789911743864524	2.08009828009828	0	CDK6
CAMKK2 pathway	WP4874	1	37	110	8466	0.3842631772561055	0.44789911743864524	2.08009828009828	0	RAC1
HDAC6 interactions in the central nervous system	WP5426	1	37	112	8466	0.38970434058019404	0.45136641978592096	2.042953667953668	0	RAC1
Gastrin signaling	WP4659	1	37	115	8466	0.3977784686717503	0.457820501678807	1.9896592244418334	0	RAC1
Embryonic stem cell pluripotency pathways	WP3931	1	37	117	8466	0.403103379025317	0.4610494897602063	1.9556479556479558	0	SMAD5
Osteoblast differentiation and related diseases	WP4787	1	37	118	8466	0.4057486269563342	0.46119253871434257	1.9390746678882274	0	SMAD5
DNA repair pathways full network	WP4946	1	37	120	8466	0.41100494846883295	0.4614350034956836	1.906756756756757	0	CUL4A
Cell cycle	WP179	1	37	120	8466	0.41100494846883295	0.4614350034956836	1.906756756756757	0	CDK6
Hippo Merlin signaling dysregulation	WP4541	1	37	121	8466	0.4136161175206723	0.46153505796514044	1.8909984364529822	0	CUL4A
Ebola virus infection in host	WP4217	1	37	129	8466	0.4341038935158653	0.48146068189941427	1.7737272155876809	0	RAC1
Cell lineage map for neuronal differentiation	WP5417	1	37	132	8466	0.44160582176705016	0.4868305143576517	1.7334152334152335	0	TPM1
IL6 signaling	WP364	1	37	134	8466	0.4465532553995794	0.48933680082708403	1.7075433642597824	0	RAC1
Measles virus infection	WP4630	1	37	136	8466	0.45145802873085844	0.4917667812961137	1.6824324324324327	0	CDK6
Endoderm differentiation	WP2853	1	37	143	8466	0.46829392379583573	0.5070875032818812	1.6000756000756002	0	CDYL
2q37 copy number variation syndrome	WP5224	1	37	145	8466	0.47301111062737916	0.5091825484988846	1.5780055917986955	0	RAC1
Inflammatory response pathway	WP453	2	37	365	8466	0.4781622275304317	0.5117174715676549	1.2537578674564978	0	COL1A1, COL3A1
ADHD and autism ASD pathways	WP5420	2	37	367	8466	0.48106376206679147	0.5118294677803653	1.2469253995139555	0	CNTNAP1, ARGBP2
Breast cancer pathway	WP4262	1	37	154	8466	0.49373934695785127	0.5222791936028137	1.485784485784486	0	CDK6
EGF EGFR signaling	WP437	1	37	158	8466	0.5026952075548313	0.5286966838076674	1.4481696886760178	0	RAC1
TGF beta signaling pathway	WP366	1	37	163	8466	0.5136734608142265	0.537155676165734	1.4037473055877965	0	RAC1
Chemokine signaling	WP3929	1	37	165	8466	0.5179984199953804	0.5386006298815603	1.386732186732187	0	RAC1
Vitamin D receptor pathway	WP2877	1	37	185	8466	0.5592404014158158	0.5781977031587248	1.2368151935719505	0	TPM1
VEGFA VEGFR2 signaling	WP3888	2	37	430	8466	0.5674487170304341	0.5833882877335362	1.0642363293526085	0	RAC1, TPM3
Ciliary landscape	WP4352	1	37	215	8466	0.6147389542384375	0.6284761375733746	1.0642363293526085	0	RAC1
B cell receptor signaling	WP23	3	37	788	8466	0.6825865347360821	0.6939629769816835	0.8711071477568939	0	KIDINS220, RAC1, C7
Alzheimer 39 s disease	WP5124	1	37	261	8466	0.6868719877594789	0.6944617334805782	0.8766697732214974	0	CALM2
Alzheimer 39 s disease and miRNA effects	WP2059	1	37	266	8466	0.6938704585531712	0.6976829336001666	0.860191018085755	0	CALM2
Calcium regulation in cardiac cells	WP536	1	37	391	8466	0.826811645082704	0.826811645082704	0.5851938895417157	0	CALM2
