description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
Alzheimer 39 s disease	WP5124	41	819	261	8468	0.0011708441417671788	0.033347705033435635	1.624202957536291	0	VDAC1, RELA, TUBB2C, PSMB3, PSMB5, PSMA1, CSNK1E, CYCS, CDK5, PSEN1, XBP1, WIPI1, PSENEN, CALM2, PSMA5, PSMC6, PSMD3, LPL, AKT1, PSMA2, MAPT, TUBB1, PSMB1, TUBA8, PSMA3, NFKB1, APBB1, PPP3CC, CSNK2A1, PSMD13, PSMD2, PSMA7, MAPK1, SLC25A4, DKK4, PSMB6, PSMD1, HSD17B10, PIK3R1, PSMD12, PSMC2
Abnormal calcium handling and its effects on muscle contraction in DMD	WP5343	6	819	14	8468	0.001221183564604685	0.033347705033435635	4.431187859759288	0	DMD, TNNC2, CASQ1, DTNA, DAG1, SSPN
Leucine isoleucine and valine metabolism	WP4686	8	819	24	8468	0.001329922215439951	0.03497202862823575	3.4464794464794464	0	HIBCH, DLD, PCCB, ACAT1, ECHS1, BCKDHA, PCCA, HSD17B10
Exercise induced circadian regulation	WP410	12	819	48	8468	0.0016226179854053537	0.03993863742132883	2.5848595848595846	0	NR1D2, GSTM3, CBX3, PIGF, VAPA, NCKAP1, ETV6, QKI, HSPA8, GSTP1, NCOA4, PPP1R3C
Cytoplasmic ribosomal proteins	WP477	18	819	88	8468	0.0016312964580542763	0.03993863742132883	2.114885114885115	0	RPS27A, RPLP2, RPS12, RPL13A, RPS9, RPL8, RPS16, RPL28, RPL15, RPL3L, RPL37A, RPL26, RPL19, RPS24, RPL36A, RPL18, MRPL19, RPS5
Alzheimer 39 s disease and miRNA effects	WP2059	41	819	266	8468	0.0016973311758401645	0.04017017116155056	1.5936728267555336	0	VDAC1, RELA, TUBB2C, PSMB3, PSMB5, PSMA1, CSNK1E, CYCS, CDK5, PSEN1, XBP1, WIPI1, PSENEN, CALM2, PSMA5, PSMC6, PSMD3, LPL, AKT1, PSMA2, MAPT, TUBB1, PSMB1, TUBA8, PSMA3, NFKB1, APBB1, PPP3CC, CSNK2A1, PSMD13, PSMD2, PSMA7, MAPK1, SLC25A4, DKK4, PSMB6, PSMD1, HSD17B10, PIK3R1, PSMD12, PSMC2
Mitochondrial complex III assembly	WP4921	6	819	15	8468	0.0018702185624752787	0.042834038043788644	4.135775335775335	0	TTC19, CYC1, UQCRFS1, UQCRQ, UQCR, UQCRC2
Oxidation by cytochrome P450	WP43	137	819	1133	8468	0.002282069149703381	0.05063340925904376	1.2502233473107258	0	UBE2H, COPS3, RELA, NDUFB2, C11orf60, NDUFA12, COPS5, APOA1, WDR26, CD81, ARL8B, FAM14A, NDUFB9, NDUFB11, NDUFA6, HIST1H3C, NDUFS3, YPEL5, RHEB, H3F3A, MYL6, NDUFS1, C6orf66, CSNK1E, RAB21, CAMK2D, NDUFAB1, CYCS, MLX, NDUFS5, IKBKG, PRKAB1, COX7A1, CAV2, XBP1, LSM4, JAK2, KEAP1, EXOSC7, TMED1, PEBP1, COX6C, DGAT1, NDUFA13, EGF, NDUFS8, RBX1, SDHD, AKR1C3, CYC1, CAMK2B, NDUFAF1, AP2M1, PSMC6, NDUFC2, HTRA2, CBX3, TMEM186, CPT1B, NDUFA11, NDUFA3, NDUFV3, ARF6, MSH2, NDUFV1, COX8A, FXR1, COX7B2, LPL, NDUFA2, NDUFS6, UQCRFS1, AKT1, AFG3L2, COX7B, PRKAG2, CYB5A, ECHS1, FDFT1, RAC1, SFRP1, CPT2, RAB2, MFN2, EPS15L1, NFKB1, MCM3, CD63, PGRMC2, SLC38A1, NDUFS4, TMEM126B, NDUFS2, NDUFC1, SLC40A1, MYL6B, CSNK2A1, PSMD13, MAEA, XRCC6, C2orf56, TIPRL, UQCRQ, WEE1, SLC25A20, C14orf179, TMEM70, MAPK1, CTSA, SOD1, NEDD8, NDUFB5, PRKAG1, MDH1, SORBS2, COQ2, UQCR, NCOA4, NDUFA1, COX5A, NDUFB1, GOT2, DKK4, C20orf4, PCBP1, ATXN2, COX4I1, PPARGC1A, NDUFB8, OPA1, UQCRC2, MAP1LC3B, PIK3R1, C3F, MCM4, PSMD12, SMAD2
Ciliary landscape	WP4352	34	819	215	8468	0.0026678732927784554	0.057399698117354646	1.6350739699576908	0	UBE2H, COPS3, C11orf60, COPS5, WDR26, ARL8B, YPEL5, H3F3A, MYL6, RAB21, LSM4, EXOSC7, TMED1, COX6C, PSMC6, HTRA2, MSH2, AFG3L2, ECHS1, RAC1, RAB2, NFKB1, MCM3, PGRMC2, MYL6B, PSMD13, MAEA, TIPRL, WEE1, C14orf179, CTSA, C20orf4, MCM4, PSMD12
Parkin ubiquitin proteasomal system pathway	WP2359	15	819	71	8468	0.0027889964655967814	0.05824080854628573	2.1843883815714804	0	TUBB2C, PSMD10, PSMC6, PSMD3, TUBB1, TUBA8, PSMD13, SIAH2, PSMD2, HSPA8, HSPA9, HSPA14, PSMD1, PSMD12, PSMC2
IL2 signaling	WP49	119	819	976	8468	0.0034257049008688356	0.06949287084619639	1.2606487319602075	0	RRM2B, RELA, HIST2H2BE, MBD4, CD81, CCT5, VIL2, ATPAF1, NBN, PFDN1, HMGA1, FEN1, SMS, RHEB, VPS28, PFDN2, TTC19, LAMP2, GABARAPL2, ATP6V1E1, C11orf59, CLTC, EIF4B, POLE4, ALDH4A1, IGBP1, CCDC44, IKBKG, PRKAB1, CCT4, F3, XBP1, ASCC1, MITF, JAK2, DLD, DLST, CCT7, ATP6V1A, MPG, COX6C, EIF2A, SQSTM1, RBX1, SDHD, RAB7A, CYC1, ERCC1, GSDMDC1, RFC4, UBE2E3, ACSS2, GAMT, ACY1, ACN9, MSH2, TMEM59, MNAT1, COX8A, CUL4A, ATP1B1, VBP1, UQCRFS1, ACE2, AKT1, ATP5G1, TUBGCP2, MAPT, ALDOA, ATP5A1, C6orf57, COX7B, PRKAG2, ODC1, ATPAF2, ATP5B, ATP5G3, PRMT1, UBE2N, SLC4A2, NFKB1, PPP2R1A, SLC40A1, CS, XRCC6, MTMR4, NCBP2, UQCRQ, GPX1, ATP6V1G1, HMGB1, CKM, MAPK1, ATP5O, PRKAG1, TCP1, UQCR, TDG, ALKBH3, COX5A, SLC20A2, C18orf1, CDIPT, IFNAR1, HIGD1A, PLN, COX4I1, C14orf112, ATP5F1, UQCRC2, MAP1LC3B, NAGS, PIK3R1, MAD2L1BP, ACO2, CETN2, SLC47A1, SMAD2, NF2
IL7 signaling	WP205	41	819	277	8468	0.003624943838333571	0.06955973311396851	1.5303861802056749	0	VDAC1, RELA, TUBB2C, PSMB3, PSMB5, PSMA1, CSNK1E, CYCS, CDK5, PSEN1, XBP1, WIPI1, PSENEN, CALM2, PSMA5, PSMC6, PSMD3, LPL, AKT1, PSMA2, MAPT, TUBB1, PSMB1, TUBA8, PSMA3, NFKB1, APBB1, PPP3CC, CSNK2A1, PSMD13, PSMD2, PSMA7, MAPK1, SLC25A4, DKK4, PSMB6, PSMD1, HSD17B10, PIK3R1, PSMD12, PSMC2
NAD metabolism in oncogene induced senescence and mitochondrial dysfunction associated senescence	WP5046	7	819	22	8468	0.0035890457901111873	0.06955973311396851	3.28982128982129	0	RELA, MDH2, HMGA1, GOT1, SIRT3, MDH1, GOT2
Cori cycle	WP1946	6	819	17	8468	0.003906903659297334	0.07299741047634493	3.6492135315664727	0	PGK1, PGAM1, ALDOA, LDHA, HK1, GPI
Hijack of ubiquitination by SARS CoV 2	WP4860	4	819	8	8468	0.004423053948949532	0.07659434887205288	5.169719169719169	0	RBX1, TCEB2, CUL2, TCEB1
Dual hijack model of Vif in HIV infection	WP3300	4	819	8	8468	0.004423053948949532	0.07659434887205288	5.169719169719169	0	RBX1, TCEB2, UBB, TCEB1
Ketogenesis and ketolysis	WP4742	4	819	8	8468	0.004423053948949532	0.07659434887205288	5.169719169719169	0	ACAT1, OXCT1, CPT2, SLC25A20
Lactate shuttle in glial cells	WP5314	5	819	13	8468	0.005554500241331774	0.09389750407965619	3.9767070536301308	0	LDHB, SLC16A7, LDHA, HK1, SLC1A2
Arsenic metabolism and reactive oxygen species generation	WP5233	4	819	9	8468	0.007356729970719749	0.10659751590226574	4.595305928639262	0	VDAC1, AS3MT, UQCRFS1, SOD1
Suppression of HMGB1 mediated inflammation by THBD	WP4479	4	819	9	8468	0.007356729970719749	0.10659751590226574	4.595305928639262	0	RELA, IKBKG, NFKB1, HMGB1
Mitochondrial fatty acid oxidation disorders	WP5123	6	819	19	8468	0.0072414561929734	0.10659751590226574	3.2650857914015807	0	HADHB, HADHA, ACADVL, HADH, CPT2, SLC25A20
Clear cell renal cell carcinoma pathways	WP4018	16	819	85	8468	0.006789849826322352	0.10659751590226574	1.946247216835452	0	RHEB, PGK1, SQSTM1, PFKM, CDH13, PGM1, LDHB, AKT1, ALDOA, SDSL, SHMT2, LDHA, HK1, GPI, MDH1, SSPN
Hemesynthesis defects and porphyrias	WP5169	4	819	9	8468	0.007356729970719749	0.10659751590226574	4.595305928639262	0	UROD, HMBS, FECH, ALAS1
Mitochondrial beta oxidation	WP5241	4	819	9	8468	0.007356729970719749	0.10659751590226574	4.595305928639262	0	ECHS1, DECR1, ACAA2, HSD17B10
Heme biosynthesis	WP561	4	819	9	8468	0.007356729970719749	0.10659751590226574	4.595305928639262	0	UROD, HMBS, FECH, ALAS1
Mitochondrial complex IV assembly	WP4922	8	819	31	8468	0.007765282027401183	0.10939801561647665	2.66824215211312	0	CCDC44, COX6C, COX8A, COX7B, COX5A, HIGD1A, COX4I1, C14orf112
Riboflavin and CoQ disorders	WP5037	5	819	14	8468	0.007961898395069049	0.10939801561647665	3.692656549799407	0	ETFDH, ETFA, PDSS2, COQ6, COQ2
Perturbations to host cell autophagy induced by SARS CoV 2 proteins	WP4936	10	819	44	8468	0.008012249031065895	0.10939801561647665	2.3498723498723497	0	RHEB, LAMP2, GABARAPL2, C11orf59, EIF4B, SQSTM1, RAB7A, TMEM59, AKT1, MAP1LC3B
VEGFA VEGFR2 signaling	WP3888	57	819	431	8468	0.00844301516874477	0.11310454282658088	1.3673967177447457	0	RELA, DSCR1L1, PRDX2, VIL2, CTNNA1, CTGF, ARMCX1, RPLP2, ATP6V1E1, CLTC, CYCS, IDH2, RPL13A, SSR3, PDIA6, F3, CCT7, PGK1, HSP90AA1, EIF2A, TRAF3IP2, EIF3S3, TMSB4X, ACP1, PPP1CA, ATP6V0D1, SSR4, USP10, ARF6, ARF4, AKT1, SET, ALDOA, ABCF2, RPL26, ZC3H15, RAC1, CALU, MAPKAP1, NFKB1, RBM39, ADAM9, DECR1, QKI, SIAH2, SOD2, GPX1, CSRP2, LDHA, HMGB1, FBXW11, MAPK1, TMOD1, TCEB1, CGNL1, DSCR1, PIK3R1
IL17 signaling	WP2112	8	819	32	8468	0.009497374992090002	0.12282753304680954	2.5848595848595846	0	RELA, IKBKG, JAK2, TRAF3IP2, IL17RD, AKT1, NFKB1, MAPK1
Hereditary leiomyomatosis and renal cell carcinoma pathway	WP4206	6	819	20	8468	0.009514808897992288	0.12282753304680954	3.101831501831502	0	PRKAB1, KEAP1, PDHB, PDHA1, LDHA, PRKAG1
HDAC6 interactions in the central nervous system	WP5426	19	819	112	8468	0.010562587653335122	0.133918522033356	1.7540118611547184	0	PRDX1, PRDX2, HSP90AA1, SQSTM1, PPP1CA, MAPRE1, NDUFV1, AKT1, RHOT1, MAPT, RAC1, HTATIP, XRCC6, HSPA8, MAPK1, SOD1, MDH1, SMAD2, PARK7
Iron sulfur cluster biogenesis	WP5152	5	819	15	8468	0.011007738311365936	0.137113933352102	3.4464794464794464	0	NFU1, GLRX5, FAM96B, FXN, HSPA9
TCA cycle in senescence	WP5050	4	819	10	8468	0.011333267299673202	0.13873482384082714	4.135775335775336	0	GOT1, FH, PDHA1, MDH1
Glycogen synthesis and degradation	WP500	9	819	40	8468	0.012436036898294504	0.1496540033523576	2.3263736263736265	0	CALM2, PHKB, PGM1, PYGM, PPP2R1A, HK1, PPP2R5E, PPP2R5C, PPP2R2A
13q12 12 copy number variation	WP5406	8	819	34	8468	0.013800228338976027	0.16330270201121633	2.4328090210443154	0	SGCG, DMD, SNTA1, MIPEP, RAC1, DTNA, DAG1, SSPN
Cellular proteostasis	WP4918	3	819	6	8468	0.014416089944961161	0.16508748162778106	5.169719169719169	0	PFDN1, PFDN2, VBP1
Fluoroacetic acid toxicity	WP4966	3	819	6	8468	0.014416089944961161	0.16508748162778106	5.169719169719169	0	ACSS2, CS, ACO2
Glyoxylate metabolism	WP5166	4	819	11	8468	0.016466644796074136	0.17986642777250209	3.7597957597957596	0	ALDH4A1, PXMP2, LDHA, GOT2
Inclusion body myositis	WP5120	4	819	11	8468	0.016466644796074136	0.17986642777250209	3.7597957597957596	0	PSEN1, PSENEN, MAPT, NFKB1
UDP derived sugars synthesis in fibroblasts	WP5394	4	819	11	8468	0.016466644796074136	0.17986642777250209	3.7597957597957596	0	UXS1, PGM1, HK1, GPI
Target of rapamycin signaling	WP1471	8	819	36	8468	0.01937294080363431	0.205295342844483	2.297652964319631	0	RHEB, PRKAB1, AKT1, PRKAG2, RAC1, MAPKAP1, RRAGD, PRKAG1
Factors and pathways affecting insulin like growth factor IGF1 Akt signaling	WP3850	8	819	36	8468	0.01937294080363431	0.205295342844483	2.297652964319631	0	PRKAB1, FBXO32, AKT1, TRIM63, MAPKAP1, NFKB1, PPARGC1A, SMAD2
Arachidonate epoxygenase epoxide hydrolase	WP678	3	819	7	8468	0.02343262743560398	0.24466419822468863	4.431187859759288	0	COX8A, GSTP1, COX5A
Sterol regulatory element binding proteins SREBP signaling	WP1982	12	819	69	8468	0.03151657989301038	0.32430103947880246	1.7981631894675372	0	PRKAB1, LPL, AKT1, KPNB1, PRKAG2, SAR1A, FDFT1, INSIG2, DBI, PRKAG1, MDH1, YY1
Canonical NF kB pathway	WP4562	3	819	8	8468	0.034838371527596654	0.33128211698910387	3.8772893772893773	0	RELA, IKBKG, NFKB1
Catabolism of skeletal muscle in cachexia	WP5474	8	819	40	8468	0.03499458982279266	0.33128211698910387	2.067887667887668	0	RELA, IKBKG, TNFRSF12A, FBXO32, AKT1, TRIM63, NFKB1, SMAD2
COVID 19 structural coverage map	WP5145	6	819	26	8468	0.034361478932705934	0.33128211698910387	2.3860242321780785	0	APOA1, UBC, UBB, ACE2, PARP9, H2AFY
Cerebral organic acidurias including diseases	WP4519	3	819	8	8468	0.034838371527596654	0.33128211698910387	3.8772893772893773	0	MDH2, IDH2, ACY1
Mitochondrial complex II assembly	WP4920	3	819	8	8468	0.034838371527596654	0.33128211698910387	3.8772893772893773	0	SDHD, ACN9, C6orf57
ROS in COVID 19 endothelial dysfunction	WP5258	3	819	8	8468	0.034838371527596654	0.33128211698910387	3.8772893772893773	0	ACE2, NFKB1, IFNAR1
Autophagy in pancreatic ductal adenocarcinoma	WP5331	5	819	20	8468	0.03794568179368309	0.35449255359888154	2.584859584859585	0	MITF, SQSTM1, NFKB1, HMGB1, MAP1LC3B
Androgen receptor signaling	WP138	14	819	87	8468	0.03876130083284593	0.3574093972898781	1.663817663817664	0	RELA, PRDX1, RNF14, AKT1, RAC1, UBE2I, HTATIP, DSTN, UBE3A, BAG1, NR0B2, NCOA4, PIK3R1, PARK7
Disorders of fructose metabolism	WP5178	4	819	14	8468	0.0395564145329511	0.3600647989537856	2.9541252398395255	0	PGM1, HK1, GPI, SORD
Type 2 papillary renal cell carcinoma	WP4241	7	819	34	8468	0.040977626706520026	0.36827993622315464	2.128707893413776	0	RBX1, TCEB2, COL21A1, FH, EGLN3, CUL2, TCEB1
T cell activation SARS CoV 2	WP5098	14	819	88	8468	0.042170294189048156	0.3742613609278024	1.644910644910645	0	RELA, HLA-DRB1, RHEB, IKBKG, JAK2, C14orf4, IL12RB1, HLA-DRA, AKT1, NFKB1, PPP3CC, MAPK1, IFNAR1, PIK3R1
7q11 23 copy number variation syndrome	WP4932	16	819	105	8468	0.04431853566015441	0.3884711150457979	1.575533461247747	0	ATPAF1, HMGA1, VPS28, CLTC, DLD, DLST, EIF2A, SQSTM1, UBE2E3, ATP5G1, ATP5A1, ATPAF2, ATP5B, ATP5G3, ATP5O, ATP5F1
Synaptic signaling associated with autism spectrum disorder	WP4539	9	819	50	8468	0.048055809650624455	0.38996829644415654	1.8610989010989012	0	RHEB, PRKAB1, CAMK2B, AKT1, PRKAG2, MAPK1, UBE3A, PRKAG1, PIK3R1
Polyol pathway	WP690	2	819	4	8468	0.04911024807836888	0.38996829644415654	5.169719169719169	0	AKR1B1, SORD
Glycine metabolism including IMDs	WP5028	4	819	15	8468	0.04993775134080024	0.38996829644415654	2.757183557183557	0	NFU1, LIAS, GLRX5, DLD
Malate aspartate shuttle	WP4315	2	819	4	8468	0.04911024807836888	0.38996829644415654	5.169719169719169	0	MDH1, GOT2
AGE RAGE pathway	WP2324	11	819	66	8468	0.05038560061797548	0.38996829644415654	1.7232397232397234	0	RELA, VIL2, CYCS, JAK2, AKT1, RAC1, NFKB1, MAPK1, SOD1, DDOST, SMAD2
Affected pathways in Duchenne muscular dystrophy	WP5356	12	819	74	8468	0.05053110320121465	0.38996829644415654	1.6766656766656765	0	VDAC1, CTGF, CAMK2D, DMD, NFKB1, CASQ1, DTNA, HSPA9, DAG1, TMEM66, SSPN, SMAD2
Thiamine metabolic pathways	WP4297	3	819	9	8468	0.04857919230603509	0.38996829644415654	3.446479446479447	0	SLC19A2, BCKDHA, PDHA1
RANKL RANK signaling	WP2018	9	819	50	8468	0.048055809650624455	0.38996829644415654	1.8610989010989012	0	RELA, IKBKG, MITF, SQSTM1, AKT1, RAC1, NFKB1, MAPK1, PIK3R1
STING pathway in Kawasaki like disease and COVID 19	WP4961	5	819	21	8468	0.045974256740627044	0.38996829644415654	2.4617710331996046	0	RELA, IKBKG, F3, GSDMDC1, NFKB1
Extracellular vesicles in the crosstalk of cardiac cells	WP4300	5	819	21	8468	0.045974256740627044	0.38996829644415654	2.4617710331996046	0	CD81, EGF, CD63, SOD1, SORBS2
Altered glycosylation of MUC1 in tumor microenvironment	WP4480	3	819	9	8468	0.04857919230603509	0.38996829644415654	3.446479446479447	0	RELA, IKBKG, NFKB1
PI3K AKT mTOR vitamin D3 signaling	WP4141	5	819	22	8468	0.05493618797949695	0.4194053060800305	2.3498723498723497	0	RELA, HLA-DRA, AKT1, PDHA1, LDHA
Ebstein Barr virus LMP1 signaling	WP262	5	819	23	8468	0.0648339969537071	0.4745581220322891	2.2477039868344217	0	RELA, IKBKG, HSP90AA1, NFKB1, MAPK1
SARS CoV 2 and COVID 19 pathway	WP4846	3	819	10	8468	0.06454173159447588	0.4745581220322891	3.101831501831502	0	CTSL1, ACAT1, ACE2
Interleukin 1 induced activation of NF kB	WP3656	3	819	10	8468	0.06454173159447588	0.4745581220322891	3.101831501831502	0	SQSTM1, UBE2N, NFKB1
Senescence associated secretory phenotype SASP 	WP3391	16	819	110	8468	0.06317870391204145	0.4745581220322891	1.503918303918304	0	RELA, HIST2H2BE, RPS27A, HIST1H3C, ANAPC10, H3F3A, HIST1H2BD, UBC, UBB, HIST2H2AA, CDKN2B, UBE2D1, H2AFV, NFKB1, MAPK1, C10orf104
Amyotrophic lateral sclerosis ALS 	WP2447	7	819	38	8468	0.06891077719936235	0.4942086041570431	1.904633378317589	0	RAC1, PPP3CC, GPX1, SLC1A2, SOD1, ALS2, DERL1
