description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
Defective VWF binding to collagen type I 	R-HSA-9845622	1	45	3	10981	0.012244761192951654	0.13253517874367926	81.34074074074074	0	COL1A1
Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects	R-HSA-9632693	1	45	3	10981	0.012244761192951654	0.13253517874367926	81.34074074074074	0	CDK6
Diseases of Cellular Senescence	R-HSA-9630747	1	45	3	10981	0.012244761192951654	0.13253517874367926	81.34074074074074	0	CDK6
RHOU GTPase cycle	R-HSA-9013420	2	45	40	10981	0.011603211501703015	0.13253517874367926	12.20111111111111	0	D6S1101, ITSN2
RHOV GTPase cycle	R-HSA-9013424	2	45	38	10981	0.010512062438579318	0.13253517874367926	12.84327485380117	0	D6S1101, TPM3
Evasion of Oncogene Induced Senescence Due to p16INK4A Defects	R-HSA-9630750	1	45	3	10981	0.012244761192951654	0.13253517874367926	81.34074074074074	0	CDK6
Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	R-HSA-9630794	1	45	3	10981	0.012244761192951654	0.13253517874367926	81.34074074074074	0	CDK6
Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	R-HSA-9632700	1	45	3	10981	0.012244761192951654	0.13253517874367926	81.34074074074074	0	CDK6
Binding and Uptake of Ligands by Scavenger Receptors	R-HSA-2173782	2	45	42	10981	0.012742040443484325	0.1331543226344112	11.62010582010582	0	COL1A1, COL3A1
Defective VWF cleavage by ADAMTS13 variant	R-HSA-9845621	1	45	4	10981	0.01629367590841141	0.15187781571980355	61.00555555555556	0	COL1A1
Enhanced cleavage of VWF variant by ADAMTS13	R-HSA-9845619	1	45	4	10981	0.01629367590841141	0.15187781571980355	61.00555555555556	0	COL1A1
Synthesis of PIPs in the nucleus	R-HSA-8847453	1	45	4	10981	0.01629367590841141	0.15187781571980355	61.00555555555556	0	PIP5K2A
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	R-HSA-198933	3	45	131	10981	0.01635048255356737	0.15187781571980355	5.588295165394402	0	CLEC2D, COL1A1, COL3A1
Platelet degranulation 	R-HSA-114608	3	45	129	10981	0.015695826631553868	0.15187781571980355	5.674935400516795	0	CALM2, TTN, ISLR
Response to elevated platelet cytosolic Ca2+	R-HSA-76005	3	45	134	10981	0.01736105297622979	0.15440255625668195	5.46318407960199	0	CALM2, TTN, ISLR
Signaling by NTRKs	R-HSA-166520	3	45	134	10981	0.01736105297622979	0.15440255625668195	5.46318407960199	0	KIDINS220, TCF12, RAC1
Drug-mediated inhibition of CDK4/CDK6 activity	R-HSA-9754119	1	45	5	10981	0.020326361030404805	0.16192541470082672	48.80444444444444	0	CDK6
Degradation of the extracellular matrix	R-HSA-1474228	3	45	140	10981	0.019485493532554292	0.16192541470082672	5.229047619047619	0	COL15A1, COL1A1, COL3A1
Vesicle-mediated transport	R-HSA-5653656	7	45	673	10981	0.018666382884526087	0.16192541470082672	2.5381211821033514	0	CALM2, CX40.1, COL1A1, RAC1, ITSN2, C13orf9, COL3A1
Signaling by Non-Receptor Tyrosine Kinases	R-HSA-9006927	2	45	54	10981	0.02053121286876511	0.16192541470082672	9.037860082304526	0	RAC1, NRG3
NTRK2 activates RAC1	R-HSA-9032759	1	45	5	10981	0.020326361030404805	0.16192541470082672	48.80444444444444	0	RAC1
Signaling by PTK6	R-HSA-8848021	2	45	54	10981	0.02053121286876511	0.16192541470082672	9.037860082304526	0	RAC1, NRG3
Non-integrin membrane-ECM interactions	R-HSA-3000171	2	45	59	10981	0.024234241575594697	0.1785144543644864	8.271939736346516	0	COL1A1, COL3A1
Cam-PDE 1 activation	R-HSA-111957	1	45	6	10981	0.02434288014061178	0.1785144543644864	40.67037037037037	0	CALM2
Loss of phosphorylation of MECP2 at T308	R-HSA-9022535	1	45	6	10981	0.02434288014061178	0.1785144543644864	40.67037037037037	0	CALM2
Activated NTRK2 signals through CDK5	R-HSA-9032845	1	45	6	10981	0.02434288014061178	0.1785144543644864	40.67037037037037	0	RAC1
Complex I biogenesis	R-HSA-6799198	2	45	62	10981	0.026577697689963167	0.1880555233230193	7.871684587813621	0	DJ122O8.2, NDUFB4
Enhanced binding of GP1BA variant to VWF multimer:collagen 	R-HSA-9845620	1	45	7	10981	0.028343296577392863	0.1880555233230193	34.86031746031746	0	COL1A1
Activated NTRK2 signals through FYN	R-HSA-9032500	1	45	7	10981	0.028343296577392863	0.1880555233230193	34.86031746031746	0	RAC1
Defective binding of VWF variant to GPIb:IX:V	R-HSA-9846298	1	45	7	10981	0.028343296577392863	0.1880555233230193	34.86031746031746	0	COL1A1
Neurofascin interactions	R-HSA-447043	1	45	7	10981	0.028343296577392863	0.1880555233230193	34.86031746031746	0	CNTNAP1
ARMS-mediated activation	R-HSA-170984	1	45	7	10981	0.028343296577392863	0.1880555233230193	34.86031746031746	0	KIDINS220
Killing mechanisms	R-HSA-9664420	1	45	12	10981	0.0481060385844341	0.1931111861689994	20.335185185185185	0	RAC1
Disorders of Developmental Biology	R-HSA-9675151	1	45	14	10981	0.05590060652260509	0.1931111861689994	17.43015873015873	0	CALM2
Uptake and function of anthrax toxins	R-HSA-5210891	1	45	13	10981	0.05201115557446971	0.1931111861689994	18.77094017094017	0	CALM2
Activation of NMDA receptors and postsynaptic events	R-HSA-442755	2	45	93	10981	0.05553654265147644	0.1931111861689994	5.24778972520908	0	CALM2, RAC1
Ionotropic activity of kainate receptors	R-HSA-451306	1	45	12	10981	0.0481060385844341	0.1931111861689994	20.335185185185185	0	CALM2
CREB1 phosphorylation through the activation of Adenylate Cyclase	R-HSA-442720	1	45	14	10981	0.05590060652260509	0.1931111861689994	17.43015873015873	0	CALM2
MET activates RAP1 and RAC1	R-HSA-8875555	1	45	11	10981	0.044185193892104534	0.1931111861689994	22.183838383838385	0	RAC1
PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	R-HSA-8849471	1	45	14	10981	0.05590060652260509	0.1931111861689994	17.43015873015873	0	RAC1
Intracellular signaling by second messengers	R-HSA-9006925	4	45	314	10981	0.03901170920210491	0.1931111861689994	3.108563340410474	0	CALM2, PIP5K2A, RAC1, NRG3
Disorders of Nervous System Development	R-HSA-9697154	1	45	14	10981	0.05590060652260509	0.1931111861689994	17.43015873015873	0	CALM2
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde	R-HSA-442729	1	45	10	10981	0.040248559600062135	0.1931111861689994	24.40222222222222	0	CALM2
Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	R-HSA-1474151	1	45	12	10981	0.0481060385844341	0.1931111861689994	20.335185185185185	0	CALM2
Translocation of SLC2A4 (GLUT4) to the plasma membrane	R-HSA-1445148	2	45	72	10981	0.03501292333223159	0.1931111861689994	6.7783950617283955	0	CALM2, RAC1
Hydrolysis of LPC	R-HSA-1483115	1	45	10	10981	0.040248559600062135	0.1931111861689994	24.40222222222222	0	PLA2G4B
Inactivation of CDC42 and RAC1	R-HSA-428543	1	45	8	10981	0.03232767343669825	0.1931111861689994	30.50277777777778	0	RAC1
Post NMDA receptor activation events	R-HSA-438064	2	45	80	10981	0.042408278922893096	0.1931111861689994	6.100555555555555	0	CALM2, RAC1
Extracellular matrix organization	R-HSA-1474244	4	45	300	10981	0.033836885119385145	0.1931111861689994	3.25362962962963	0	COL15A1, COL1A1, D6S1101, COL3A1
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	R-HSA-399955	1	45	14	10981	0.05590060652260509	0.1931111861689994	17.43015873015873	0	RAC1
WNT5:FZD7-mediated leishmania damping	R-HSA-9673324	1	45	12	10981	0.0481060385844341	0.1931111861689994	20.335185185185185	0	RAC1
Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	2	45	83	10981	0.045320194270866476	0.1931111861689994	5.880053547523427	0	RAC1, NRG3
Hyaluronan uptake and degradation	R-HSA-2160916	1	45	12	10981	0.0481060385844341	0.1931111861689994	20.335185185185185	0	HEXA
ERBB2 Activates PTK6 Signaling	R-HSA-8847993	1	45	13	10981	0.05201115557446971	0.1931111861689994	18.77094017094017	0	NRG3
RAC1 GTPase cycle	R-HSA-9013149	3	45	185	10981	0.039826259406216265	0.1931111861689994	3.9571171171171167	0	GEFT, RAC1, NISCH
Caspase activation via Dependence Receptors in the absence of ligand	R-HSA-418889	1	45	10	10981	0.040248559600062135	0.1931111861689994	24.40222222222222	0	DAPK3
Defects of platelet adhesion to exposed collagen	R-HSA-9823587	1	45	8	10981	0.03232767343669825	0.1931111861689994	30.50277777777778	0	COL1A1
Type I hemidesmosome assembly	R-HSA-446107	1	45	11	10981	0.044185193892104534	0.1931111861689994	22.183838383838385	0	D6S1101
CLEC7A (Dectin-1) induces NFAT activation	R-HSA-5607763	1	45	13	10981	0.05201115557446971	0.1931111861689994	18.77094017094017	0	CALM2
GP1b-IX-V activation signalling	R-HSA-430116	1	45	12	10981	0.0481060385844341	0.1931111861689994	20.335185185185185	0	COL1A1
PI5P Regulates TP53 Acetylation	R-HSA-6811555	1	45	9	10981	0.036296073572973514	0.1931111861689994	27.113580246913582	0	PIP5K2A
Terminal pathway of complement	R-HSA-166665	1	45	8	10981	0.03232767343669825	0.1931111861689994	30.50277777777778	0	C7
Sema4D mediated inhibition of cell attachment and migration	R-HSA-416550	1	45	8	10981	0.03232767343669825	0.1931111861689994	30.50277777777778	0	RAC1
Prolonged ERK activation events	R-HSA-169893	1	45	14	10981	0.05590060652260509	0.1931111861689994	17.43015873015873	0	KIDINS220
Regulation of gene expression by Hypoxia-inducible Factor	R-HSA-1234158	1	45	11	10981	0.044185193892104534	0.1931111861689994	22.183838383838385	0	HIF3A
Urea cycle	R-HSA-70635	1	45	10	10981	0.040248559600062135	0.1931111861689994	24.40222222222222	0	ARG1
CS/DS degradation	R-HSA-2024101	1	45	14	10981	0.05590060652260509	0.1931111861689994	17.43015873015873	0	HEXA
Pregnenolone biosynthesis	R-HSA-196108	1	45	12	10981	0.0481060385844341	0.1931111861689994	20.335185185185185	0	BZRAP1
SHC1 events in ERBB4 signaling	R-HSA-1250347	1	45	14	10981	0.05590060652260509	0.1931111861689994	17.43015873015873	0	NRG3
Activation of Ca-permeable Kainate Receptor	R-HSA-451308	1	45	12	10981	0.0481060385844341	0.1931111861689994	20.335185185185185	0	CALM2
CaMK IV-mediated phosphorylation of CREB	R-HSA-111932	1	45	12	10981	0.0481060385844341	0.1931111861689994	20.335185185185185	0	CALM2
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	R-HSA-2892247	1	45	13	10981	0.05201115557446971	0.1931111861689994	18.77094017094017	0	NR6A1
Signal Transduction	R-HSA-162582	16	45	2606	10981	0.049643515418287085	0.1931111861689994	1.4982177880105738	0	FABP5, KIDINS220, CALM2, TCF12, PIP5K2A, GEFT, RASAL2, COL1A1, RAC1, D6S1101, NISCH, ITSN2, SMAD5, NRG3, TPM3, COL3A1
eNOS activation	R-HSA-203615	1	45	12	10981	0.0481060385844341	0.1931111861689994	20.335185185185185	0	CALM2
Loss of function of MECP2 in Rett syndrome	R-HSA-9005891	1	45	14	10981	0.05590060652260509	0.1931111861689994	17.43015873015873	0	CALM2
CD28 dependent Vav1 pathway	R-HSA-389359	1	45	12	10981	0.0481060385844341	0.1931111861689994	20.335185185185185	0	RAC1
PI3K events in ERBB4 signaling	R-HSA-1250342	1	45	10	10981	0.040248559600062135	0.1931111861689994	24.40222222222222	0	NRG3
Activation of RAC1	R-HSA-428540	1	45	14	10981	0.05590060652260509	0.1931111861689994	17.43015873015873	0	RAC1
Integrin cell surface interactions	R-HSA-216083	2	45	85	10981	0.04730174050685657	0.1931111861689994	5.7416993464052295	0	COL1A1, COL3A1
Nef and signal transduction	R-HSA-164944	1	45	8	10981	0.03232767343669825	0.1931111861689994	30.50277777777778	0	RAC1
MAPK family signaling cascades	R-HSA-5683057	4	45	324	10981	0.042973472580850026	0.1931111861689994	3.0126200274348425	0	CALM2, RASAL2, RAC1, NRG3
DCC mediated attractive signaling	R-HSA-418885	1	45	14	10981	0.05590060652260509	0.1931111861689994	17.43015873015873	0	RAC1
HDL remodeling	R-HSA-8964058	1	45	10	10981	0.040248559600062135	0.1931111861689994	24.40222222222222	0	LCAT
Calcineurin activates NFAT	R-HSA-2025928	1	45	11	10981	0.044185193892104534	0.1931111861689994	22.183838383838385	0	CALM2
Reduction of cytosolic Ca++ levels	R-HSA-418359	1	45	14	10981	0.05590060652260509	0.1931111861689994	17.43015873015873	0	CALM2
Pervasive developmental disorders	R-HSA-9005895	1	45	14	10981	0.05590060652260509	0.1931111861689994	17.43015873015873	0	CALM2
Aspartate and asparagine metabolism	R-HSA-8963693	1	45	11	10981	0.044185193892104534	0.1931111861689994	22.183838383838385	0	NAALAD2
Sodium/Calcium exchangers	R-HSA-425561	1	45	13	10981	0.05201115557446971	0.1931111861689994	18.77094017094017	0	CALM2
RHO GTPases activate KTN1	R-HSA-5625970	1	45	11	10981	0.044185193892104534	0.1931111861689994	22.183838383838385	0	RAC1
ECM proteoglycans	R-HSA-3000178	2	45	76	10981	0.03864184662798517	0.1931111861689994	6.421637426900585	0	COL1A1, COL3A1
Keratan sulfate degradation	R-HSA-2022857	1	45	15	10981	0.05977445285309497	0.20149775235962658	16.268148148148146	0	HEXA
Anchoring fibril formation	R-HSA-2214320	1	45	15	10981	0.05977445285309497	0.20149775235962658	16.268148148148146	0	COL1A1
ERBB2 Regulates Cell Motility	R-HSA-6785631	1	45	15	10981	0.05977445285309497	0.20149775235962658	16.268148148148146	0	NRG3
Metabolism of nitric oxide: NOS3 activation and regulation	R-HSA-202131	1	45	16	10981	0.06363275575493806	0.20304192294323745	15.25138888888889	0	CALM2
Platelet Adhesion to exposed collagen	R-HSA-75892	1	45	16	10981	0.06363275575493806	0.20304192294323745	15.25138888888889	0	COL1A1
Glycogen breakdown (glycogenolysis)	R-HSA-70221	1	45	16	10981	0.06363275575493806	0.20304192294323745	15.25138888888889	0	CALM2
VEGFA-VEGFR2 Pathway	R-HSA-4420097	2	45	99	10981	0.06201970476725407	0.20304192294323745	4.929741863075196	0	CALM2, RAC1
PI3K events in ERBB2 signaling	R-HSA-1963642	1	45	16	10981	0.06363275575493806	0.20304192294323745	15.25138888888889	0	NRG3
Sema3A PAK dependent Axon repulsion	R-HSA-399954	1	45	16	10981	0.06363275575493806	0.20304192294323745	15.25138888888889	0	RAC1
GRB2 events in ERBB2 signaling	R-HSA-1963640	1	45	16	10981	0.06363275575493806	0.20304192294323745	15.25138888888889	0	NRG3
Acetylcholine Neurotransmitter Release Cycle	R-HSA-264642	1	45	17	10981	0.06747557618275633	0.20738816797347168	14.354248366013072	0	BZRAP1
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects	R-HSA-9659787	1	45	17	10981	0.06747557618275633	0.20738816797347168	14.354248366013072	0	CDK6
Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)	R-HSA-9661069	1	45	17	10981	0.06747557618275633	0.20738816797347168	14.354248366013072	0	CDK6
Regulation of RUNX1 Expression and Activity	R-HSA-8934593	1	45	17	10981	0.06747557618275633	0.20738816797347168	14.354248366013072	0	CDK6
Hyaluronan metabolism	R-HSA-2142845	1	45	17	10981	0.06747557618275633	0.20738816797347168	14.354248366013072	0	HEXA
Norepinephrine Neurotransmitter Release Cycle	R-HSA-181430	1	45	18	10981	0.07130297485767206	0.2144218956151577	13.556790123456791	0	BZRAP1
Crosslinking of collagen fibrils	R-HSA-2243919	1	45	18	10981	0.07130297485767206	0.2144218956151577	13.556790123456791	0	COL1A1
Serotonin Neurotransmitter Release Cycle	R-HSA-181429	1	45	18	10981	0.07130297485767206	0.2144218956151577	13.556790123456791	0	BZRAP1
Ephrin signaling	R-HSA-3928664	1	45	19	10981	0.07511501226818056	0.21505530909657172	12.84327485380117	0	RAC1
PI3K/AKT Signaling in Cancer	R-HSA-2219528	2	45	109	10981	0.07336323997179713	0.21505530909657172	4.477471967380224	0	RAC1, NRG3
Protein methylation	R-HSA-8876725	1	45	19	10981	0.07511501226818056	0.21505530909657172	12.84327485380117	0	CALM2
Acyl chain remodelling of PG	R-HSA-1482925	1	45	19	10981	0.07511501226818056	0.21505530909657172	12.84327485380117	0	PLA2G4B
Signaling by VEGF	R-HSA-194138	2	45	108	10981	0.07220018946678311	0.21505530909657172	4.518930041152263	0	CALM2, RAC1
Diseases of hemostasis	R-HSA-9671793	1	45	19	10981	0.07511501226818056	0.21505530909657172	12.84327485380117	0	COL1A1
Stimuli-sensing channels	R-HSA-2672351	2	45	109	10981	0.07336323997179713	0.21505530909657172	4.477471967380224	0	CALM2, TRPV1
PKA activation	R-HSA-163615	1	45	20	10981	0.07891174867102048	0.2228723712465308	12.20111111111111	0	CALM2
RHO GTPases activate CIT	R-HSA-5625900	1	45	20	10981	0.07891174867102048	0.2228723712465308	12.20111111111111	0	RAC1
Signaling by NTRK1 (TRKA)	R-HSA-187037	2	45	115	10981	0.08046786420288975	0.22574206199199945	4.2438647342995175	0	KIDINS220, TCF12
Signal transduction by L1	R-HSA-445144	1	45	21	10981	0.08269324409204089	0.2259201047743339	11.62010582010582	0	RAC1
Ras activation upon Ca2+ influx through NMDA receptor	R-HSA-442982	1	45	21	10981	0.08269324409204089	0.2259201047743339	11.62010582010582	0	CALM2
VEGFR2 mediated cell proliferation	R-HSA-5218921	1	45	21	10981	0.08269324409204089	0.2259201047743339	11.62010582010582	0	CALM2
ER Quality Control Compartment (ERQC)	R-HSA-901032	1	45	21	10981	0.08269324409204089	0.2259201047743339	11.62010582010582	0	RNF5
PKA-mediated phosphorylation of CREB	R-HSA-111931	1	45	22	10981	0.08645955832706438	0.2272961973629743	11.091919191919192	0	CALM2
SHC1 events in ERBB2 signaling	R-HSA-1250196	1	45	22	10981	0.08645955832706438	0.2272961973629743	11.091919191919192	0	NRG3
Signaling by ERBB2 TMD/JMD mutants	R-HSA-9665686	1	45	22	10981	0.08645955832706438	0.2272961973629743	11.091919191919192	0	NRG3
Unblocking of NMDA receptors, glutamate binding and activation	R-HSA-438066	1	45	22	10981	0.08645955832706438	0.2272961973629743	11.091919191919192	0	CALM2
Negative regulation of NMDA receptor-mediated neuronal transmission	R-HSA-9617324	1	45	22	10981	0.08645955832706438	0.2272961973629743	11.091919191919192	0	CALM2
L1CAM interactions	R-HSA-373760	2	45	119	10981	0.0853197671064457	0.2272961973629743	4.101213818860878	0	CNTNAP1, RAC1
Adaptive Immune System	R-HSA-1280218	6	45	764	10981	0.08979673729212101	0.23276601169178326	1.9164048865619545	0	CALM2, MRC2, CLEC2D, COL1A1, RAC1, COL3A1
Dopamine Neurotransmitter Release Cycle	R-HSA-212676	1	45	23	10981	0.09021075094274854	0.23276601169178326	10.609661835748794	0	BZRAP1
Acyl chain remodelling of PS	R-HSA-1482801	1	45	23	10981	0.09021075094274854	0.23276601169178326	10.609661835748794	0	PLA2G4B
RHO GTPases Activate NADPH Oxidases	R-HSA-5668599	1	45	24	10981	0.0939468812774425	0.23374878794030335	10.167592592592593	0	RAC1
Triglyceride catabolism	R-HSA-163560	1	45	24	10981	0.0939468812774425	0.23374878794030335	10.167592592592593	0	FABP5
Long-term potentiation	R-HSA-9620244	1	45	24	10981	0.0939468812774425	0.23374878794030335	10.167592592592593	0	CALM2
RUNX2 regulates osteoblast differentiation	R-HSA-8940973	1	45	24	10981	0.0939468812774425	0.23374878794030335	10.167592592592593	0	COL1A1
Glutamate Neurotransmitter Release Cycle	R-HSA-210500	1	45	24	10981	0.0939468812774425	0.23374878794030335	10.167592592592593	0	BZRAP1
Azathioprine ADME	R-HSA-9748787	1	45	24	10981	0.0939468812774425	0.23374878794030335	10.167592592592593	0	RAC1
Sema4D in semaphorin signaling	R-HSA-400685	1	45	25	10981	0.0976680084420418	0.23734070433553076	9.76088888888889	0	RAC1
TGFBR3 expression	R-HSA-9839394	1	45	25	10981	0.0976680084420418	0.23734070433553076	9.76088888888889	0	TCF12
Signaling by NTRK2 (TRKB)	R-HSA-9006115	1	45	25	10981	0.0976680084420418	0.23734070433553076	9.76088888888889	0	RAC1
Signaling by ERBB2 KD Mutants	R-HSA-9664565	1	45	25	10981	0.0976680084420418	0.23734070433553076	9.76088888888889	0	NRG3
Transmission across Chemical Synapses	R-HSA-112315	3	45	270	10981	0.09822952595704981	0.23734070433553076	2.711358024691358	0	BZRAP1, CALM2, RAC1
DARPP-32 events	R-HSA-180024	1	45	26	10981	0.10137419132083961	0.23940345746955344	9.385470085470086	0	CALM2
Calnexin/calreticulin cycle	R-HSA-901042	1	45	26	10981	0.10137419132083961	0.23940345746955344	9.385470085470086	0	RNF5
Signaling by ERBB2 in Cancer	R-HSA-1227990	1	45	26	10981	0.10137419132083961	0.23940345746955344	9.385470085470086	0	NRG3
PIP3 activates AKT signaling	R-HSA-1257604	3	45	272	10981	0.09988349110169306	0.23940345746955344	2.691421568627451	0	PIP5K2A, RAC1, NRG3
Glycogen metabolism	R-HSA-8982491	1	45	27	10981	0.10506548857237429	0.24130425397391456	9.037860082304526	0	CALM2
Caspase activation via extrinsic apoptotic signalling pathway	R-HSA-5357769	1	45	27	10981	0.10506548857237429	0.24130425397391456	9.037860082304526	0	DAPK3
Metabolism of cofactors	R-HSA-8978934	1	45	27	10981	0.10506548857237429	0.24130425397391456	9.037860082304526	0	CALM2
RAS processing	R-HSA-9648002	1	45	27	10981	0.10506548857237429	0.24130425397391456	9.037860082304526	0	CALM2
Fc epsilon receptor (FCERI) signaling	R-HSA-2454202	2	45	133	10981	0.10296533468573155	0.24130425397391456	3.6695071010860487	0	CALM2, RAC1
RAF/MAP kinase cascade	R-HSA-5673001	3	45	279	10981	0.10576187799990097	0.24157631149704156	2.62389486260454	0	CALM2, RASAL2, NRG3
Acyl chain remodelling of PC	R-HSA-1482788	1	45	28	10981	0.10874195863027486	0.24263973539176012	8.715079365079365	0	PLA2G4B
Synthesis of IP3 and IP4 in the cytosol	R-HSA-1855204	1	45	28	10981	0.10874195863027486	0.24263973539176012	8.715079365079365	0	CALM2
The role of Nef in HIV-1 replication and disease pathogenesis	R-HSA-164952	1	45	28	10981	0.10874195863027486	0.24263973539176012	8.715079365079365	0	RAC1
TRP channels	R-HSA-3295583	1	45	28	10981	0.10874195863027486	0.24263973539176012	8.715079365079365	0	TRPV1
Hemostasis	R-HSA-109582	5	45	622	10981	0.10912983314270551	0.24263973539176012	1.9615934262236512	0	CALM2, TTN, COL1A1, RAC1, ISLR
Myogenesis	R-HSA-525793	1	45	30	10981	0.11605064978019071	0.24376468144783778	8.134074074074073	0	TCF12
