description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
cytoplasm	GO:0005737	35	72	7344	19099	0.050336019001963245	0.19105624242239239	1.2641933702493344	0	FABP5, BZRAP1, CALD1, DAPK3, PLA2G4B, TOB2, KIAA0217, CALM2, CENTB5, MCM3AP, TCF12, HIF3A, EDF1, PIP5K2A, GSDML, BAIAP1, CDK6, CDYL, GEFT, CUL4A, TTN, COL1A1, MAPK8IP3, RAC1, C5orf13, D6S1101, ARG1, TPM1, NISCH, ITSN2, SMAD5, C13orf9, TPM3, ARGBP2, BTBD2
cytoplasmic stress granule	GO:0010494	2	72	95	19099	0.04998478039492246	0.19105624242239239	5.584502923976608	0	LARP2, KIAA0217
nuclear pore nuclear basket	GO:0044615	1	72	13	19099	0.04792919388136877	0.19105624242239239	20.404914529914528	0	MCM3AP
Cul4A-RING E3 ubiquitin ligase complex	GO:0031464	1	72	14	19099	0.05152078447345412	0.19105624242239239	18.947420634920633	0	CUL4A
secretory granule membrane	GO:0030667	2	72	100	19099	0.054758098538141724	0.19891717428141278	5.3052777777777775	0	FABP5, RAC1
dendritic spine membrane	GO:0032591	1	72	16	19099	0.05866393037091513	0.20081114626967103	16.578993055555554	0	TRPV1
axolemma	GO:0030673	1	72	16	19099	0.05866393037091513	0.20081114626967103	16.578993055555554	0	MAPK8IP3
ruffle membrane	GO:0032587	2	72	102	19099	0.05671103507841002	0.20081114626967103	5.201252723311547	0	RAC1, TPM1
PML body	GO:0016605	2	72	109	19099	0.06373396273747059	0.2110075881303389	4.867227319062181	0	DAPK3, LRCH4
transcription regulator complex	GO:0005667	3	72	243	19099	0.06401353797212529	0.2110075881303389	3.2748628257887518	0	NR6A1, TCF12, SMAD5
NADPH oxidase complex	GO:0043020	1	72	18	19099	0.065754021731717	0.2128039248771932	14.736882716049383	0	RAC1
extracellular matrix	GO:0031012	3	72	249	19099	0.06782339889169499	0.21558151790574479	3.1959504685408295	0	ECM2, COL1A1, COL3A1
postsynaptic density, intracellular component	GO:0099092	1	72	20	19099	0.07279144710028199	0.2217892149196043	13.263194444444444	0	FABP5
nuclear speck	GO:0016607	4	72	419	19099	0.07351440269807108	0.2217892149196043	2.5323521612304427	0	CCNL2, TCF12, HIF3A, CDYL
glutamatergic synapse	GO:0098978	5	72	593	19099	0.0729127710907505	0.2217892149196043	2.2366263818624694	0	FABP5, BZRAP1, CNTNAP1, RAC1, NRG3
extracellular region	GO:0005576	14	72	2479	19099	0.07749460589377904	0.22613180080479786	1.4980614943301511	0	FABP5, LCAT, PLA2G4B, ECM2, CALM2, COL15A1, TTN, COL1A1, C7, ISLR, ARG1, C1QTNF6, NRG3, COL3A1
connexin complex	GO:0005922	1	72	21	19099	0.07629053069002882	0.22613180080479786	12.631613756613755	0	CX40.1
intracellular vesicle	GO:0097708	1	72	23	19099	0.08324967946023624	0.22925668005610264	11.533212560386472	0	ITSN2
SAGA complex	GO:0000124	1	72	25	19099	0.09015712137037744	0.22925668005610264	10.610555555555555	0	STAF42
microtubule plus-end	GO:0035371	1	72	24	19099	0.08670984003262373	0.22925668005610264	11.052662037037038	0	D6S1101
postsynaptic cytosol	GO:0099524	1	72	24	19099	0.08670984003262373	0.22925668005610264	11.052662037037038	0	FABP5
endoplasmic reticulum quality control compartment	GO:0044322	1	72	24	19099	0.08670984003262373	0.22925668005610264	11.052662037037038	0	RNF5
presynaptic cytosol	GO:0099523	1	72	25	19099	0.09015712137037744	0.22925668005610264	10.610555555555555	0	CALM2
high-density lipoprotein particle	GO:0034364	1	72	25	19099	0.09015712137037744	0.22925668005610264	10.610555555555555	0	LCAT
extrinsic component of membrane	GO:0019898	1	72	25	19099	0.09015712137037744	0.22925668005610264	10.610555555555555	0	GEFT
smooth endoplasmic reticulum	GO:0005790	1	72	25	19099	0.09015712137037744	0.22925668005610264	10.610555555555555	0	MAPK8IP3
I band	GO:0031674	1	72	26	19099	0.0935915707392215	0.22978389128115975	10.202457264957264	0	TTN
calcium channel complex	GO:0034704	1	72	26	19099	0.0935915707392215	0.22978389128115975	10.202457264957264	0	CALM2
anchoring junction	GO:0070161	3	72	287	19099	0.09423721384002619	0.22978389128115975	2.7727932636469217	0	CNTNAP1, D6S1101, ARGBP2
growth cone	GO:0030426	2	72	139	19099	0.09674301292500474	0.2327061662250114	3.8167466027178256	0	CENTB5, MAPK8IP3
M band	GO:0031430	1	72	28	19099	0.10042216177872669	0.2383352639548447	9.473710317460316	0	TTN
organelle	GO:0043226	1	72	29	19099	0.10381839712831137	0.24315361432683452	9.147030651340994	0	TTN
Cul4-RING E3 ubiquitin ligase complex	GO:0080008	1	72	31	19099	0.11057298041477227	0.24602488142286832	8.556899641577061	0	CUL4A
endoplasmic reticulum lumen	GO:0005788	3	72	304	19099	0.10724060175398811	0.24602488142286832	2.617735745614035	0	COL15A1, COL1A1, COL3A1
myelin sheath	GO:0043209	1	72	31	19099	0.11057298041477227	0.24602488142286832	8.556899641577061	0	CALM2
gap junction	GO:0005921	1	72	31	19099	0.11057298041477227	0.24602488142286832	8.556899641577061	0	CX40.1
microvillus membrane	GO:0031528	1	72	33	19099	0.1172773557573161	0.2515104737927984	8.038299663299663	0	PROM2
dendrite	GO:0030425	4	72	494	19099	0.11604008006352758	0.2515104737927984	2.147885739991003	0	TRPV1, MAPK8IP3, RAC1, ARGBP2
catalytic complex	GO:1902494	1	72	33	19099	0.1172773557573161	0.2515104737927984	8.038299663299663	0	CALM2
lysosome	GO:0005764	4	72	499	19099	0.1191980183420799	0.2525862769629788	2.1263638387886883	0	HEXA, PIP5K2A, C13orf9, KIAA0792
late endosome	GO:0005770	2	72	165	19099	0.1284079037251255	0.26890125721261576	3.2153198653198656	0	KIDINS220, C13orf9
spindle microtubule	GO:0005876	1	72	40	19099	0.14035257075781365	0.2904971813359399	6.631597222222222	0	CALM2
cell cortex	GO:0005938	2	72	182	19099	0.1502546128843549	0.30741748383235834	2.91498778998779	0	RAC1, D6S1101
respiratory chain complex I	GO:0045271	1	72	44	19099	0.15327026452262277	0.3100239441480324	6.028724747474747	0	NDUFB4
mitochondrial membrane	GO:0031966	2	72	190	19099	0.16078209517785766	0.3171667743130099	2.792251461988304	0	RNF5, PLA2G4B
lamellipodium	GO:0030027	2	72	190	19099	0.16078209517785766	0.3171667743130099	2.792251461988304	0	RAC1, ARGBP2
protein-containing complex	GO:0032991	5	72	766	19099	0.16214705877799945	0.3171667743130099	1.7314875253843922	0	KIDINS220, CALM2, MCM3AP, C1QTNF6, SMAD5
presynaptic active zone	GO:0048786	1	72	48	19099	0.16599650350929246	0.3211671480940658	5.526331018518519	0	CNTNAP1
endosome	GO:0005768	5	72	786	19099	0.17455585042095603	0.3278489572725839	1.6874293186316087	0	KIDINS220, PLA2G4B, NISCH, C13orf9, KIAA0792
cell junction	GO:0030054	2	72	202	19099	0.1768174151582475	0.3278489572725839	2.626375137513751	0	BAIAP1, D6S1101
collagen-containing extracellular matrix	GO:0062023	3	72	383	19099	0.1755215533488673	0.3278489572725839	2.0777850304612704	0	COL15A1, COL1A1, COL3A1
condensed nuclear chromosome	GO:0000794	1	72	51	19099	0.1754172253614173	0.3278489572725839	5.201252723311547	0	TTN
early endosome membrane	GO:0031901	2	72	204	19099	0.17951506649361637	0.329419400369729	2.6006263616557734	0	PLA2G4B, KIAA0792
sperm midpiece	GO:0097225	1	72	55	19099	0.18781512736468234	0.33768780475670157	4.822979797979798	0	CALM2
intermediate filament cytoskeleton	GO:0045111	1	72	55	19099	0.18781512736468234	0.33768780475670157	4.822979797979798	0	D6S1101
apical plasma membrane	GO:0016324	3	72	405	19099	0.19636358372615803	0.34952717903256125	1.964917695473251	0	PALM2, ARGBP2, PROM2
ciliary membrane	GO:0060170	1	72	63	19099	0.21206205079370907	0.3561041985026435	4.2105379188712515	0	PROM2
ficolin-1-rich granule membrane	GO:0101003	1	72	61	19099	0.20606809131534398	0.3561041985026435	4.348588342440801	0	RAC1
microtubule cytoskeleton	GO:0015630	2	72	221	19099	0.2026830835980926	0.3561041985026435	2.4005781799899446	0	D6S1101, NISCH
specific granule lumen	GO:0035580	1	72	62	19099	0.2090706702325251	0.3561041985026435	4.278449820788531	0	ARG1
nuclear envelope	GO:0005635	2	72	224	19099	0.20680934308828058	0.3561041985026435	2.368427579365079	0	MCM3AP, D6S1101
cell leading edge	GO:0031252	1	72	63	19099	0.21206205079370907	0.3561041985026435	4.2105379188712515	0	D6S1101
mitochondrion	GO:0005739	9	72	1757	19099	0.21459335805023552	0.3569870816162796	1.358779169038133	0	RNF5, BZRAP1, PLA2G4B, HIF3A, DJ122O8.2, SMAD5, SELO, TPM3, NDUFB4
nucleoplasm	GO:0005654	18	72	3955	19099	0.2215414684911129	0.3621048649956219	1.2072692793931732	0	FABP5, DAPK3, CALM2, CCNL2, MCM3AP, NR6A1, TCF12, HIF3A, EDF1, PIP5K2A, BAIAP1, CDK6, CUL4A, D6S1101, NISCH, SMAD5, NDUFB4, STAF42
axon	GO:0030424	3	72	431	19099	0.2217383723849595	0.3621048649956219	1.8463843774168598	0	CNTNAP1, MAPK8IP3, D6S1101
platelet alpha granule lumen	GO:0031093	1	72	67	19099	0.22391641082416908	0.3623374647882009	3.9591625207296848	0	ISLR
photoreceptor inner segment	GO:0001917	1	72	71	19099	0.23559486474385324	0.3778007740937467	3.736111111111111	0	PIP5K2A
tertiary granule membrane	GO:0070821	1	72	73	19099	0.24136893275468008	0.38360419669940227	3.6337519025875187	0	KIAA0792
basal plasma membrane	GO:0009925	1	72	74	19099	0.24423981664207975	0.38473174656893977	3.584647147147147	0	D6S1101
microvillus	GO:0005902	1	72	75	19099	0.24709998658698226	0.38567172881983325	3.5368518518518517	0	PROM2
chromosome	GO:0005694	4	72	674	19099	0.24916993715888106	0.38567172881983325	1.5742664029014177	0	MCM3AP, CDYL, SELO, NOL8
extracellular space	GO:0005615	9	72	1841	19099	0.255634958427713	0.3889147230780591	1.296781640412819	0	FABP5, LCAT, COL15A1, COL1A1, C7, ARG1, C1QTNF6, NRG3, COL3A1
photoreceptor outer segment	GO:0001750	1	72	78	19099	0.2556166062784802	0.3889147230780591	3.4008190883190883	0	PIP5K2A
cytoplasmic ribonucleoprotein granule	GO:0036464	1	72	81	19099	0.26403821114987935	0.39829492868371635	3.2748628257887518	0	RAC1
autophagosome	GO:0005776	1	72	82	19099	0.26682447935879783	0.3991156077803867	3.234925474254742	0	PIP5K2A
voltage-gated potassium channel complex	GO:0008076	1	72	87	19099	0.28060054612744073	0.41278427446846655	3.0490102171136653	0	CALM2
cell body	GO:0044297	1	72	87	19099	0.28060054612744073	0.41278427446846655	3.0490102171136653	0	MAPK8IP3
specific granule membrane	GO:0035579	1	72	91	19099	0.29143734517307895	0.4252118642689185	2.91498778998779	0	KIAA0792
intracellular membrane-bounded organelle	GO:0043231	5	72	962	19099	0.296572119900502	0.42572449469588186	1.3787104412104414	0	HEXA, CCNL2, TCF12, NISCH, KIAA0792
synapse	GO:0045202	5	72	961	19099	0.295831968412103	0.42572449469588186	1.380145103480171	0	FABP5, TRPV1, RAC1, NRG3, ARGBP2
intercellular bridge	GO:0045171	1	72	94	19099	0.2994591530440966	0.4264298339347935	2.8219562647754133	0	NISCH
nuclear pore	GO:0005643	1	72	95	19099	0.3021131357318538	0.42679474730372996	2.792251461988304	0	MCM3AP
lysosomal lumen	GO:0043202	1	72	96	19099	0.304757202992815	0.42714001679307934	2.7631655092592595	0	HEXA
nucleus	GO:0005634	28	72	6764	19099	0.30762229702125826	0.4277872567951873	1.09807641763585	0	FABP5, LARP2, DAPK3, TOB2, CALM2, CCNL2, MCM3AP, NR6A1, TCF12, HIF3A, EDF1, PIP5K2A, BAIAP1, CDK6, CDYL, CUL4A, ZNF417, BBX, TTN, RAC1, D6S1101, ARG1, SMAD5, C13orf9, ARGBP2, STAF42, NOL8, ZNF44
cell periphery	GO:0071944	1	72	100	19099	0.3152350462771719	0.4316295249025892	2.6526388888888888	0	BAIAP1
P-body	GO:0000932	1	72	100	19099	0.3152350462771719	0.4316295249025892	2.6526388888888888	0	BTBD2
ruffle	GO:0001726	1	72	103	19099	0.3229910932969497	0.4322737940365191	2.5753775620280477	0	CDK6
cytoplasmic vesicle	GO:0031410	4	72	761	19099	0.3227038924941383	0.4322737940365191	1.3942911373923201	0	MAPK8IP3, RAC1, D6S1101, PROM2
melanosome	GO:0042470	1	72	103	19099	0.3229910932969497	0.4322737940365191	2.5753775620280477	0	RAC1
secretory granule	GO:0030141	1	72	105	19099	0.328113597170933	0.4358523902718364	2.526322751322751	0	COL1A1
GABA-ergic synapse	GO:0098982	1	72	108	19099	0.3357257700282924	0.44266064492619295	2.456147119341564	0	TRPV1
recycling endosome membrane	GO:0055038	1	72	109	19099	0.3382442126883927	0.44270198425392576	2.4336136595310904	0	RAC1
cytoskeleton	GO:0005856	7	72	1530	19099	0.3546862276428226	0.46083320087899576	1.213625635439361	0	CALD1, CALM2, CDK6, RAC1, D6S1101, TPM1, TPM3
centriolar satellite	GO:0034451	1	72	128	19099	0.3843445531861996	0.48866664619388234	2.072374131944444	0	KIAA0792
RNA polymerase II transcription regulator complex	GO:0090575	1	72	128	19099	0.3843445531861996	0.48866664619388234	2.072374131944444	0	TCF12
bicellular tight junction	GO:0005923	1	72	128	19099	0.3843445531861996	0.48866664619388234	2.072374131944444	0	BAIAP1
chromatin	GO:0000785	5	72	1104	19099	0.40369434351584815	0.5096283201831274	1.201376308373591	0	NR6A1, TCF12, HIF3A, BBX, SMAD5
recycling endosome	GO:0055037	1	72	142	19099	0.4162724385067395	0.5218062961563354	1.8680555555555556	0	NISCH
presynaptic membrane	GO:0042734	1	72	144	19099	0.42069821003554536	0.5227497455296224	1.8421103395061729	0	ITSN2
side of membrane	GO:0098552	1	72	145	19099	0.4228986705408181	0.5227497455296224	1.829406130268199	0	PALM2
neuronal cell body	GO:0043025	2	72	393	19099	0.4379590880239975	0.5376325356432521	1.3499434549052869	0	TRPV1, ARGBP2
spindle pole	GO:0000922	1	72	156	19099	0.4465663589146484	0.5442189791511616	1.7004095441595442	0	CALM2
late endosome membrane	GO:0031902	1	72	159	19099	0.45285333258901056	0.5442189791511616	1.6683263452131376	0	C13orf9
external side of plasma membrane	GO:0009897	2	72	404	19099	0.45202087533743884	0.5442189791511616	1.3131875687568755	0	TRPV1, CLEC2D
centrosome	GO:0005813	3	72	660	19099	0.4555540892894555	0.5442189791511616	1.2057449494949495	0	CALM2, CDK6, ITSN2
dendritic spine	GO:0043197	1	72	163	19099	0.46112652738180204	0.5472034791597384	1.6273858214042263	0	RAC1
membrane	GO:0016020	26	72	6708	19099	0.4742514741542113	0.5590514066188716	1.0281546080964685	0	RNF5, CALD1, KIDINS220, HEXA, PLA2G4B, CNTNAP1, KIAA0217, CALM2, BAIAP1, MRC2, TRPV1, COL15A1, CLEC2D, ST7, RAC1, D6S1101, TPM1, C1QTNF6, NISCH, C13orf9, NRG3, LRRN4, KIAA0792, PALM2, NAALAD2, PROM2
adherens junction	GO:0005912	1	72	186	19099	0.5063579747891769	0.589096205963879	1.4261499402628435	0	BAIAP1
trans-Golgi network	GO:0005802	1	72	186	19099	0.5063579747891769	0.589096205963879	1.4261499402628435	0	RAC1
vesicle	GO:0031982	1	72	193	19099	0.5193654668357406	0.6003055395893625	1.3744242947610823	0	CALM2
intermediate filament	GO:0005882	1	72	195	19099	0.5230194077518836	0.6006287392247437	1.3603276353276352	0	D6S1101
cell-cell junction	GO:0005911	1	72	203	19099	0.5373632339598763	0.6131452284926794	1.3067186644772852	0	BAIAP1
mitochondrial inner membrane	GO:0005743	2	72	482	19099	0.5457511802210951	0.6187497457283754	1.1006800368833562	0	PLA2G4B, NDUFB4
membrane raft	GO:0045121	1	72	217	19099	0.5614484861755594	0.6325179148053771	1.2224142345110087	0	PROM2
nucleolus	GO:0005730	4	72	1073	19099	0.5814982948803411	0.6509855125075517	0.9888681785233508	0	KIAA0217, EDF1, BAIAP1, NOL8
spindle	GO:0005819	1	72	236	19099	0.5921684756642518	0.6587874291764801	1.123999529190207	0	CALM2
postsynapse	GO:0098794	1	72	254	19099	0.6193098961047793	0.6737564576760205	1.044346019247594	0	RAC1
postsynaptic membrane	GO:0045211	1	72	252	19099	0.6163844125580313	0.6737564576760205	1.0526344797178129	0	TRPV1
motile cilium	GO:0031514	1	72	250	19099	0.6134367621983241	0.6737564576760205	1.0610555555555556	0	CALM2
nuclear membrane	GO:0031965	1	72	255	19099	0.62076437673521	0.6737564576760205	1.0402505446623094	0	MCM3AP
basolateral plasma membrane	GO:0016323	1	72	266	19099	0.6364064152772616	0.6853871414491569	0.9972326649958227	0	PROM2
postsynaptic density	GO:0014069	1	72	268	19099	0.6391812667447193	0.6853871414491569	0.9897906301824212	0	FABP5
early endosome	GO:0005769	1	72	327	19099	0.7122740655559934	0.7591903213710588	0.8112045531770302	0	NISCH
cell surface	GO:0009986	2	72	665	19099	0.7201411576016667	0.7630067026970041	0.7977861319966582	0	CLEC2D, PROM2
cilium	GO:0005929	1	72	344	19099	0.7304775631776506	0.769378735181194	0.7711159560723514	0	PROM2
microtubule	GO:0005874	1	72	359	19099	0.7455931917631176	0.7806799301990289	0.7388966264314454	0	D6S1101
neuron projection	GO:0043005	1	72	364	19099	0.750443512840373	0.7811634227227274	0.7287469474969475	0	TRPV1
ribonucleoprotein complex	GO:1990904	1	72	380	19099	0.7653598841750984	0.7920584847858576	0.698062865497076	0	LARP2
lysosomal membrane	GO:0005765	1	72	391	19099	0.7751013091943797	0.7929197300954	0.6784242682580278	0	KIAA0792
perinuclear region of cytoplasm	GO:0048471	2	72	740	19099	0.7737605755219347	0.7929197300954	0.7169294294294293	0	MAPK8IP3, ARGBP2
endoplasmic reticulum membrane	GO:0005789	3	72	1164	19099	0.8228597446679176	0.8369659117193676	0.6836698167239404	0	RNF5, RAC1, D6S1101
Golgi membrane	GO:0000139	1	72	696	19099	0.9312912467830747	0.9418741018601552	0.38112627713920816	0	MAPK8IP3
endoplasmic reticulum	GO:0005783	3	72	1666	19099	0.9565710565087762	0.9619754127602382	0.4776660664265706	0	RNF5, CLEC2D, D6S1101
Golgi apparatus	GO:0005794	1	72	1426	19099	0.9962942782165504	0.9962942782165504	0.18601955742558826	0	MAPK8IP3
