description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
sarcomere organization	GO:0045214	17	1417	45	18229	1.6999720675087208e-08	6.802979128339445e-06	4.859923155335999	0	MYPN, CSRP3, MYOM3, PRKAR1A, KRT8, MYOM2, TCAP, TTN, MYBPC3, TPM1, CASQ1, MYH7, CSRP2, CFL2, MYOM1, MYOZ2, ACTN2
proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	46	1417	249	18229	2.9283275783465583e-08	1.0742081666567958e-05	2.3765747534952797	0	UBE2H, WDR26, PSMB3, PSMB5, WWP1, UBXD4, PSMA1, NEDD4L, HECTD1, FBXO9, RBX1, PSMA5, PSMC6, PSMD3, NHLRC1, PCNP, CUL4A, UBE2D1, AKT1, PSMA2, PEX10, USP25, PSMB1, ASB11, PSMA3, UBE2N, FBXO22, TRIM26, ZNRF4, FEM1C, HTATIP, PSMD13, MAEA, SIAH2, PSMD2, PSMA7, FBXW11, UBE2D3, UBE3A, SKP1A, PPP2R5C, PSMB6, PSMD1, DERL1, PSMD12, PSMC2
regulation of translational initiation	GO:0006446	14	1417	32	18229	3.4237834673268584e-08	1.1593457556286793e-05	5.628219830628088	0	EIF1B, EIF1, EIF4A2, EIF4B, BZW1, EIF3S3, PPP1CA, EIF3S6, DDX1, MTIF2, EIF5, NCBP2, EIF3S12, BZW2
ubiquitin-dependent protein catabolic process	GO:0006511	44	1417	242	18229	9.410834904028863e-08	2.9590353748239326e-05	2.3390004490921923	0	UBE2H, COPS3, WWP1, ARIH1, PSMA1, NEDD4L, XBP1, KEAP1, HECTD1, SQSTM1, RBX1, FBXO21, PSMD3, TRPC4AP, CUL4A, UCHL3, UBE2D1, RNF14, PSMA2, UBE2R2, PSMA3, UBE2N, UBE2I, FBXO22, NEDL2, ZNRF4, FEM1C, PSMD13, SIAH2, RNF130, PSMA7, UBE2D3, UBE3A, MKRN2, TRIM32, CUL2, NEDD8, UBE2D4, SKP1A, RCHY1, TCEB1, FBXO6, FEM1A, PSMC2
response to oxidative stress	GO:0006979	30	1417	137	18229	1.7021973633791069e-07	4.9953818623965525e-05	2.817044336497896	0	RRM2B, NDUFA12, PRDX1, PRDX2, PRDX5, NDUFA6, PSMB5, LIAS, PSEN1, JAK2, NDUFS8, ETFDH, ERCC1, PDLIM1, SEPP1, HMOX2, AKT1, PRDX4, GPX3, STK25, NDUFS2, PXDNL, SOD2, GPX1, TRIM32, SOD1, ALS2, PRDX3, DSCR1, PARK7
oxidative phosphorylation	GO:0006119	12	1417	27	18229	2.685888888717289e-07	7.389551805083442e-05	5.71755665333647	0	COX7A1, ATP5C1, COX6C, FXN, MSH2, COX8A, COX7B2, COX7B, GBAS, COX5A, COX4I1, UQCRC2
protein ubiquitination	GO:0016567	78	1417	575	18229	8.958558262103055e-07	0.00023197396158692736	1.7450977263661749	0	UBE2H, KCTD9, ZNF294, RPS27A, ASB12, WWP1, SEMACAP3, ARIH1, ANAPC10, RNF2, NEDD4L, UBC, KLHL12, KEAP1, HECTD1, C14orf4, FBXO9, TRAF3IP2, RBX1, KLHL24, TCEB2, ZFP91, UBB, UBE2E3, FBXO32, NHLRC1, PCNP, TRPC4AP, CUL4A, LMO7, UCHL3, UBE2D1, RNF14, AKT1, TRIM54, PEX10, MKRN1, MED31, DET1, ASB11, ASB8, TRIM63, UBE2R2, UBE2N, ZBTB16, TRIM55, NEDL2, TRIM26, NEURL2, FBXO25, ZNRF4, CCNB1IP1, FEM1C, BTBD1, RNF113A, SIAH2, RNF103, RNF130, UBE2T, FBXW11, UBE2D3, UBE3A, MKRN2, TRIM32, CUL2, NEDD8, UBE2D4, SKP1A, ASB5, PXMP3, RCHY1, TCEB1, FBXO6, C10orf104, FEM1A, CRSP8, KLHL7, WDR32
RNA splicing	GO:0008380	51	1417	324	18229	1.0096465555922387e-06	0.000246914674317613	2.0249679813899997	0	BUD31, RPUSD4, LSM8, DC50, PRPF38B, ZMAT2, THOC7, IWS1, HTATSF1, CCDC55, LSM4, LSM10, SNRPA, RBM15B, RBM24, PQBP1, GPKOW, EIF4A3, C16orf33, PRPF39, HNRPA2B1, LSM7, HNRPC, SFRS3, PUS1, RNPS1, CTNNBL1, SYNCRIP, SNW1, KIAA1429, PRMT1, HABP4, RBM39, PPIL1, RNF113A, C14orf102, QKI, NCBP2, THOC3, MPHOSPH10, HSPA8, DDX46, PPIE, DGCR14, TRA2A, C20orf4, SAP18, SF3B5, PPARGC1A, PRPF38A, PPP1R8
muscle cell cellular homeostasis	GO:0046716	11	1417	26	18229	1.558952883823967e-06	0.00036118476813647914	5.442674121926062	0	CSRP3, LAMP2, DMD, PFKM, FXN, ALDOA, BAG3, TRIM32, SOD1, CFL2, PLN
muscle contraction	GO:0006936	20	1417	79	18229	1.7639361677835681e-06	0.0003882423505291633	3.256836068356217	0	CKMT2, LMOD3, MYL6, ACTA1, SNTA1, MYOM2, EMD, GAMT, SLMAP, TTN, ANKRD2, HRC, SCN4A, TRIM63, MYH7, MYL6B, TMOD1, CRYAB, SSPN, ASPH
protein processing involved in protein targeting to mitochondrion	GO:0006627	5	1417	5	18229	2.819714602531597e-06	0.0005641992581974587	12.864502470007057	0	PMPCB, IMMP2L, MIPEP, IMMP1L, PMPCA
mRNA processing	GO:0006397	59	1417	409	18229	2.7895396836400602e-06	0.0005641992581974587	1.855759525013243	0	CUGBP2, RPUSD3, BUD31, RPUSD4, LSM8, PRPF38B, ZMAT2, THOC7, IWS1, HTATSF1, CCDC55, PAPOLA, LSM4, LSM10, SNRPA, RBM15B, TSEN34, RBM24, PQBP1, GPKOW, EIF4A3, C16orf33, PRPF39, HNRPA2B1, NUDT21, DDX1, LSM7, HNRPC, SFRS3, PUS1, RNPS1, CTNNBL1, SLBP, SYNCRIP, SNW1, KIAA1429, HABP4, RBM39, PPIL1, RNF113A, C14orf102, QKI, NCBP2, THOC3, CSTF1, HSPA8, DDX46, PPIE, DGCR14, TRA2A, C20orf4, SAP18, SSU72, SF3B5, FASTKD5, PPARGC1A, TRUB2, PRPF38A, PPP1R8
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	GO:0010880	10	1417	23	18229	3.4861153356113602e-06	0.0006672121611896178	5.5932619434813295	0	SRI, CAMK2D, DMD, CALM2, CASQ2, HRC, CASQ1, AKAP6, PLN, ASPH
endoplasmic reticulum to Golgi vesicle-mediated transport	GO:0006888	26	1417	127	18229	4.20424215002001e-06	0.0007711280810161701	2.633677671025067	0	TTC15, IER3IP1, TFG, CNIH4, KLHL12, TMED1, TMED9, RAB7L1, ERGIC2, YIPF4, VAPA, RAB1A, ARF4, RINT1, SAR1A, COPG2, RAB2, TMED10, NRBP1, YIPF5, TRAPPC4, BCAP29, YKT6, ANK1, TMED7, TRIP11
mitochondrion organization	GO:0007005	25	1417	123	18229	7.30890642720841e-06	0.0012869522437028568	2.6147362743916784	0	DC50, CAV2, SMCR7, RAB7L1, HTRA2, MTX2, FXN, RHOT1, AFG3L2, MTFR1, SSBP1, MFN2, CHCHD2, GBAS, TMEM126B, HAX1, C2orf33, SOD2, DNAJA3, ARMCX3, PRDX3, PPARGC1A, HSD17B10, OPA1, PARK7
protein folding	GO:0006457	31	1417	175	18229	1.2348081786780127e-05	0.002090625231746389	2.278854723258393	0	CCT5, CLPX, DNAJC1, PFDN1, PFDN2, HSP90B1, CCT4, PDIA6, CCT7, HSP90AA1, VBP1, C6orf57, NGLY1, CDC123, PPIL1, CANX, CDC37L1, NFYC, BAG3, HSPA8, HSPA9, AHSA1, TRAP1, PPIE, TCP1, CCDC47, SIL1, NPPB, DNAJA3, GRPEL1, CRYAB
fatty acid beta-oxidation	GO:0006635	14	1417	49	18229	1.3955971070600647e-05	0.0022753401723253353	3.6755721342877306	0	HADHB, BDH2, HADHA, CPT1B, ACAT1, ECHS1, HADH, ECH1, CPT2, ECHDC1, DECR1, PXMP3, ACAA2, HSD17B10
translational initiation	GO:0006413	17	1417	69	18229	1.53220426261293e-05	0.0024088439871507565	3.1695151013060867	0	COPS5, EIF1B, EIF1, EIF4A2, EIF4B, EIF3S1, EIF2A, EIF3S3, EIF2B3, EIF1AX, EIF3S6, MTIF2, EIF2S2, EIF5, EIF3S12, EIF4A1, RPS5
intracellular protein transport	GO:0006886	42	1417	275	18229	1.8780035035850316e-05	0.002850679800959072	1.9647603772374416	0	EHD1, TIMM23, SRPR, CLTC, RAB21, CD74, CDK5, TMED1, VTI1B, TMED9, GGA2, RAB7L1, XPOT, C20orf39, AP2M1, DSCR3, SEC61G, C20orf52, ARF6, RAB1A, TIMM17A, ARF4, COPZ1, VPS26B, GPR177, SAR1A, COPG2, TMED10, SNX9, VPS26A, STX7, RABL3, BCAP29, VPS29, HSPA9, CTSA, C18orf55, CSE1L, SIL1, GRPEL1, TMED7, MLPH
striated muscle contraction	GO:0006941	9	1417	22	18229	1.980914418319578e-05	0.002906661756480928	5.262751010457433	0	TNNI3, LMOD3, SMPX, CASQ2, ALDOA, TTN, RYR2, MYH7, DTNA
regulation of translation	GO:0006417	30	1417	172	18229	2.308692565940392e-05	0.0032783434436353567	2.243808570350068	0	NAT10, DNAJC1, PA2G4, METAP1, HBS1L, RPL13A, CCDC44, RPS9, ELP4, BZW1, C40, EIF2A, RBM24, CNOT8, EIF4A3, PAIP2, FXR1, AKT1, CPEB4, SERBP1, SAMD4, SYNCRIP, HABP4, MRPS27, IFRD2, CNOT7, QKI, NCBP2, BZW2, ATXN2
chaperone-mediated protein folding	GO:0061077	13	1417	45	18229	2.474447385565506e-05	0.0034039116847685495	3.7164118246687052	0	CCT5, PFDN1, PFDN2, UNC45B, CCT4, HSPB6, CCT7, FKBP2, VBP1, CSNK2A1, HSPA8, TRAP1, TCP1
regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	GO:0010881	9	1417	23	18229	3.0302519870928636e-05	0.004042172499146299	5.033935749133197	0	CAMK2D, TMEM38A, DMD, CALM2, CASQ2, HRC, RYR2, PLN, ASPH
rescue of stalled ribosome	GO:0072344	11	1417	34	18229	3.2290253314677635e-05	0.00418063809091797	4.162044916766989	0	ZNF294, HBS1L, C20orf116, USP10, SDCCAG1, C4orf20, RNF14, KIAA0372, C6orf203, RCHY1, KIAA0776
positive regulation of CD4-positive, alpha-beta T cell activation	GO:2000516	4	1417	4	18229	3.636893038297123e-05	0.004326919771509172	12.864502470007057	0	HLA-DRB1, CD55, HLA-DRA, HLA-DRB3
signal peptide processing	GO:0006465	7	1417	14	18229	3.560134117731467e-05	0.004326919771509172	6.432251235003529	0	SPCS3, PARL, SEC11C, IMMP2L, SPCS2, IMMP1L, SPCS1
regulation of toll-like receptor 4 signaling pathway	GO:0034143	4	1417	4	18229	3.636893038297123e-05	0.004326919771509172	12.864502470007057	0	FLOT1, APPL1, APPL2, PIK3R1
cytoplasmic translation	GO:0002181	19	1417	90	18229	5.135343868537246e-05	0.0057029256580789145	2.7158394103348233	0	RPS27A, RPLP2, RPS12, RPL13A, RPS9, RPL8, RPS16, RPL28, RPL15, RPL37A, RWDD1, RPL26, ZC3H15, RPL19, RPS24, RPL36A, DRG1, RPL18, RPS5
acetyl-CoA biosynthetic process from pyruvate	GO:0006086	5	1417	7	18229	5.182122360816824e-05	0.0057029256580789145	9.188930335719327	0	DLD, BRP44, PDHB, PDHA1, DLAT
negative regulation of potassium ion transmembrane transporter activity	GO:1901017	5	1417	7	18229	5.182122360816824e-05	0.0057029256580789145	9.188930335719327	0	CAV3, NEDD4L, CAB39, CASQ2, ACTN2
fatty acid metabolic process	GO:0006631	28	1417	163	18229	5.6478060879132604e-05	0.006063815219266871	2.209853185031887	0	HADHB, ACOT8, ZADH1, ABHD5, HADHA, PCCB, HSD17B8, CPT1B, CD36, ACAT1, LPL, PHYH, ACADVL, ECHS1, HADH, ACOT2, ECHDC3, GNPAT, ECH1, CPT2, ASAH1, DECR1, ILVBL, DBI, PCCA, ACOT7, ACAA2, HSD17B10
positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	GO:2001241	6	1417	11	18229	7.167451363823331e-05	0.007512171643702454	7.017001347276577	0	CTNNA1, INHBA, PPP1CA, HTRA2, PPP2R1A, SRPX
antigen processing and presentation of exogenous peptide antigen via MHC class II	GO:0019886	10	1417	31	18229	7.597112901298604e-05	0.007777323486399175	4.1498395064538895	0	CTSL1, HLA-DRB1, CD74, FCER1G, HLA-DRA, HLA-DPB1, HLA-DRB3, B2M, HLA-DPA1, IFI30
ATP biosynthetic process	GO:0006754	8	1417	21	18229	0.00010609666196020484	0.010152989259756995	4.900762845716975	0	ATP5C1, ALDOA, ATP5A1, PRKAG2, ATP5B, ATP5L, ATP5J2, ATP5O
mitochondrial electron transport, cytochrome c to oxygen	GO:0006123	8	1417	21	18229	0.00010609666196020484	0.010152989259756995	4.900762845716975	0	CYCS, COX7A1, COX6C, COX8A, COX7B2, COX7B, COX5A, COX4I1
removal of superoxide radicals	GO:0019430	7	1417	16	18229	0.00010327508680933864	0.010152989259756995	5.628219830628088	0	PRDX1, PRDX2, MT3, MB, SOD2, SOD1, PARK7
glutathione metabolic process	GO:0006749	12	1417	45	18229	0.00011937098111676982	0.011180235295234483	3.430533992001882	0	GSR, HAGH, GSTM3, GLO1, GSTA4, GSTM1, GSTO2, SOD2, GPX1, GSTP1, SOD1, GSTT1
negative regulation of protein localization to cell surface	GO:2000009	6	1417	12	18229	0.00013390527963330433	0.011335596941265494	6.432251235003529	0	CAV3, NEDD4L, TAX1BP3, ARF6, COMMD1, ACTN2
ubiquitin-dependent protein catabolic process via the C-end degron rule pathway	GO:0140627	6	1417	12	18229	0.00013390527963330433	0.011335596941265494	6.432251235003529	0	RBX1, TRPC4AP, CUL4A, FEM1C, CUL2, FEM1A
mitochondrial proton-transporting ATP synthase complex assembly	GO:0033615	5	1417	8	18229	0.00012930204506454541	0.011335596941265494	8.04031404375441	0	ATPAF1, OXA1L, ATPAF2, TMEM70, XRCC6BP1
protein maturation by [4Fe-4S] cluster transfer	GO:0106035	5	1417	8	18229	0.00012930204506454541	0.011335596941265494	8.04031404375441	0	NFU1, GLRX5, FAM96B, ISCA2, FAM96A
regulation of heart rate	GO:0002027	11	1417	39	18229	0.00013176654647911813	0.011335596941265494	3.6284494146173754	0	TNNI3K, CAV3, POPDC2, DMD, CALM2, SNTA1, GPD1L, CASQ2, HRC, RYR2, MYH7
generation of precursor metabolites and energy	GO:0006091	12	1417	46	18229	0.0001501880827445923	0.012474112080031989	3.355957166088798	0	COX7A1, DLST, COX6C, PHKB, COX8A, DHTKD1, FECH, ATP5B, SLC25A4, UQCR, COX4I1, ACO2
cytoplasmic translational initiation	GO:0002183	8	1417	22	18229	0.0001554038149756386	0.01266828876894002	4.678000898184385	0	EIF4A2, EIF3S1, EIF3S3, EIF2B3, EIF3S6, EIF2S2, EIF3S12, EIF4A1
protein stabilization	GO:0050821	35	1417	236	18229	0.00016323285416831287	0.013064564073616605	1.9078711290264705	0	C11orf60, APOA1, PIN1, CCT5, PFDN2, LAMP2, WRB, RAB21, CD74, MT3, PPAP2B, CCT4, C19orf2, CCT7, AAK1, HSP90AA1, ZNF207, ATP1B1, POLR2E, RUVBL1, CDC37L1, FLOT1, CSNK2A1, RABL3, BAG3, BAG1, CREBL2, TCP1, IFI30, DNAJA3, KIAA0776, PPARGC1A, CRYAB, PIK3R1, PARK7
regulation of protein localization to plasma membrane	GO:1903076	8	1417	23	18229	0.0002221245056981506	0.017460572751486766	4.474609554785064	0	CSRP3, CDK5, VTI1B, NHLRC1, STX7, APPL1, SPTBN1, PIK3R1
mitochondrial electron transport, ubiquinol to cytochrome c	GO:0006122	6	1417	13	18229	0.0002323235783947279	0.01763255848437228	5.9374626784647955	0	CYCS, CYC1, UQCRFS1, UQCRQ, UQCR, UQCRC2
calcium import into the mitochondrion	GO:0036444	6	1417	13	18229	0.0002323235783947279	0.01763255848437228	5.9374626784647955	0	VDAC1, CBARA1, C6orf79, C22orf32, AFG3L2, HSPA9
cell redox homeostasis	GO:0045454	11	1417	42	18229	0.00027105022445610594	0.019886051467596307	3.36927445643042	0	GSR, PRDX1, PRDX2, PRDX5, NNT, GLRX5, NFE2L1, PRDX4, KRIT1, GPX1, PRDX3
reactive oxygen species metabolic process	GO:0072593	11	1417	42	18229	0.00027105022445610594	0.019886051467596307	3.36927445643042	0	NNT, CTGF, NDUFS3, NDUFS1, NDUFA13, PRDX4, CYBA, NDUFS4, SOD2, SOD1, PDK4
protein transport	GO:0015031	77	1417	667	18229	0.0002935246843533128	0.02118189607415218	1.4851074815450427	0	EHD1, ARL8B, TIMM23, LIN7B, VPS28, VTA1, XPO1, GABARAPL2, HSP90B1, TNPO3, CHMP4A, FXC1, RAB21, IER3IP1, C11orf73, CNIH4, VAMP3, PSEN1, XBP1, CCDC53, TMED1, VTI1B, TMED9, GGA2, RAB7L1, RAB7A, AP2M1, TIMM10, SEC61G, MTX2, PEX1, ARF6, RAB1A, TIMM17A, ARF4, RINT1, KPNB1, PEX10, COPZ1, VPS26B, SAR1A, GLE1L, ARL3, COPG2, NUP153, NUP43, RAB2, TMED10, SNX9, VPS26A, CD63, BTF3, SNX3, NXT1, YIPF5, RAB9A, JAGN1, BCAP29, YKT6, VPS29, SYS1, C18orf55, CSE1L, CHMP2B, PXMP3, SIL1, UEVLD, COMMD1, NUP98, AKTIP, DERL1, TMED7, DAG1, KPNA4, PIK3R1, TIMM13, CETN2
iron-sulfur cluster assembly	GO:0016226	9	1417	30	18229	0.00032252904041651405	0.022899561869572496	3.859350741002117	0	CIAO1, NFU1, NDUFAB1, GLRX5, FAM96B, ISCA2, FXN, FAM96A, HSPA9
cardiac muscle contraction	GO:0060048	11	1417	43	18229	0.0003389143489116306	0.023680967681095205	3.2909192365134334	0	TNNI3, CSRP3, DMD, CASQ2, TCAP, ATP1B1, TTN, MYBPC3, RYR2, TPM1, MYH7
inner mitochondrial membrane organization	GO:0007007	7	1417	19	18229	0.00036954159038850114	0.025417532513909095	4.739553541581548	0	GHITM, SAMM50, MTX2, APOO, HSPA9, IMMT, OPA1
mitochondrial protein quality control	GO:0141164	3	1417	3	18229	0.00046878368115985407	0.028947402880112133	12.864502470007057	0	OXA1L, AFG3L2, TMEM126A
chaperone-mediated autophagy	GO:0061684	4	1417	6	18229	0.00048004552708954694	0.028947402880112133	8.576334980004704	0	LAMP2, HSP90AA1, BAG3, HSPA8
myeloid dendritic cell antigen processing and presentation	GO:0002469	3	1417	3	18229	0.00046878368115985407	0.028947402880112133	12.864502470007057	0	HLA-DRB1, HLA-DRA, HLA-DRB3
aspartate catabolic process	GO:0006533	3	1417	3	18229	0.00046878368115985407	0.028947402880112133	12.864502470007057	0	DDO, GOT1, GOT2
negative regulation of response to oxidative stress	GO:1902883	4	1417	6	18229	0.00048004552708954694	0.028947402880112133	8.576334980004704	0	KEAP1, RBX1, USP25, H2AFY
mRNA splicing, via spliceosome	GO:0000398	29	1417	193	18229	0.0004589987519948679	0.028947402880112133	1.9330081431616821	0	BUD31, LSM8, PRPF38B, ZMAT2, HTATSF1, LSM4, SNRPC, SNRPA, GPKOW, EIF4A3, C16orf33, HNRPA2B1, LSM7, HNRPC, SFRS3, RNPS1, CTNNBL1, SYNCRIP, SNW1, PPIL1, RNF113A, NCBP2, HSPA8, DDX46, PPIE, DGCR14, TRA2A, SF3B5, PRPF38A
positive regulation of aggrephagy	GO:1905337	4	1417	6	18229	0.00048004552708954694	0.028947402880112133	8.576334980004704	0	HTATIP, CSNK2A1, BAG3, HSPB8
short-chain fatty acid catabolic process	GO:0019626	3	1417	3	18229	0.00046878368115985407	0.028947402880112133	12.864502470007057	0	MCEE, PCCB, PCCA
isocitrate metabolic process	GO:0006102	4	1417	6	18229	0.00048004552708954694	0.028947402880112133	8.576334980004704	0	IDH2, IDH3A, IDH3B, ACO2
negative regulation of release of cytochrome c from mitochondria	GO:0090201	7	1417	20	18229	0.0005305811263124588	0.03114157490703258	4.50257586450247	0	PSMD10, GHITM, PARL, FXN, AKT1, GPX1, OPA1
respiratory electron transport chain	GO:0022904	7	1417	20	18229	0.0005305811263124588	0.03114157490703258	4.50257586450247	0	ETFDH, ETFA, IMMP2L, UQCRFS1, ETFB, SOD2, PPARGC1A
protein targeting to ER	GO:0045047	6	1417	15	18229	0.0005915959116230948	0.03426585793374821	5.145800988002823	0	SPCS3, SRPR, SRP14, SEC61G, SPCS2, SPCS1
ATP metabolic process	GO:0046034	9	1417	33	18229	0.0007031222477776672	0.040196677074250536	3.5085006736382884	0	CLPX, NDUFS1, ATP6V1A, AK1, ATP6V1B2, ATP1B1, MYH7, HSPA8, AK2
cellular oxidant detoxification	GO:0098869	15	1417	77	18229	0.0007587330803905148	0.04181962785869022	2.506071909741635	0	GSR, PRDX1, PRDX5, NNT, TXNL5, PRDX4, GPX3, GSTO2, PXDNL, GPX1, GSTP1, APOM, GSTT1, PRDX3, PARK7
hydrogen peroxide catabolic process	GO:0042744	8	1417	27	18229	0.0007600114104259922	0.04181962785869022	3.811704435557647	0	PRDX1, PRDX2, PRDX5, PRDX4, GPX3, PXDNL, GPX1, PRDX3
cellular response to reactive oxygen species	GO:0034614	12	1417	54	18229	0.0007417296848275398	0.04181962785869022	2.858778326668235	0	PRDX5, MT3, C20orf52, AKT1, MAPT, PEX10, PDK2, TPM1, MAPK1, PXMP3, PRDX3, PARK7
pyruvate metabolic process	GO:0006090	6	1417	16	18229	0.0008845884065113483	0.046915158620035605	4.824188426252647	0	VDAC1, FAHD1, LDHB, PDHA1, DLAT, LDHA
peptide antigen assembly with MHC class II protein complex	GO:0002503	6	1417	16	18229	0.0008845884065113483	0.046915158620035605	4.824188426252647	0	HLA-DRB1, HLA-DRA, HLA-DPB1, HLA-DRB3, B2M, HLA-DPA1
ventricular cardiac muscle cell action potential	GO:0086005	6	1417	16	18229	0.0008845884065113483	0.046915158620035605	4.824188426252647	0	CAV3, NEDD4L, SNTA1, GPD1L, PKP2, RYR2
