description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
Abnormal myocardium morphology	HP:0001637	118	505	579	5046	8.077928552933412e-16	4.45093863266631e-13	2.036382291078849	0	MYPN, TNNI3, RRM2B, ZNF291, MRPS14, CSRP3, NNT, NDUFB9, NDUFB11, NDUFA6, ATPAF1, DOLK, NDUFS3, HADHB, TNNI3K, PDPN, PPCS, LAMP2, NDUFS1, C6orf66, TSFM, CAV3, IDH2, MLX, RIT1, LIAS, PSEN1, ABHD5, ACTA1, DLD, FHL1, CECR1, DMD, ATP6V1A, HADHA, CALM2, PCCB, CBARA1, NDUFS8, SQSTM1, SMPX, SDHD, CASQ2, NDUFAF1, KLHL24, EMD, RPL3L, USMG5, MYO18B, HNRPA2B1, NDUFA11, PGM1, PEX1, AIP, PKP2, FXN, TCAP, MIPEP, PRUNE, NDUFV1, MRPL3, NDUFA2, NDUFS6, SLC19A2, UQCRFS1, PHYH, PEX10, ATP5A1, TTN, COX7B, PRKAG2, ACADVL, ECHS1, HADH, MYBPC3, ATPAF2, CPT2, RYR2, PYGM, RMND1, TPM1, NDUFS4, TMEM126B, MYH7, NDUFS2, SLC40A1, DSG2, RNF113A, SHMT2, DTNA, CLPB, MAD2L2, UBE2T, SUCLG1, SLC25A20, B2M, BAG3, TMEM126A, TMEM70, TRIM32, RNASEH2C, RRAGD, ANK1, PCCA, PEX11B, SLC25A4, COQ2, NDUFA1, PXMP3, UBAC2, RNASEH1, SBDS, PLN, MYOZ2, HSD17B10, OPA1, CRYAB, ACTN2
Cardiomyopathy	HP:0001638	114	505	551	5046	9.043978078721284e-16	4.567962594594142e-13	2.0673267326732674	0	MYPN, TNNI3, RRM2B, ZNF291, MRPS14, CSRP3, NNT, NDUFB9, NDUFB11, NDUFA6, ATPAF1, DOLK, NDUFS3, HADHB, TNNI3K, PDPN, PPCS, LAMP2, NDUFS1, C6orf66, TSFM, CAV3, IDH2, MLX, RIT1, LIAS, PSEN1, ABHD5, ACTA1, DLD, FHL1, CECR1, DMD, ATP6V1A, HADHA, PCCB, CBARA1, NDUFS8, SQSTM1, SMPX, SDHD, CASQ2, NDUFAF1, KLHL24, EMD, RPL3L, USMG5, MYO18B, HNRPA2B1, NDUFA11, PGM1, PEX1, AIP, PKP2, FXN, TCAP, MIPEP, PRUNE, NDUFV1, MRPL3, NDUFA2, NDUFS6, SLC19A2, UQCRFS1, PHYH, PEX10, ATP5A1, TTN, COX7B, PRKAG2, ACADVL, ECHS1, HADH, MYBPC3, ATPAF2, CPT2, RYR2, PYGM, RMND1, TPM1, NDUFS4, TMEM126B, MYH7, NDUFS2, SLC40A1, DSG2, RNF113A, SHMT2, DTNA, CLPB, MAD2L2, UBE2T, SUCLG1, SLC25A20, BAG3, TMEM126A, TMEM70, TRIM32, RNASEH2C, RRAGD, ANK1, PCCA, PEX11B, SLC25A4, COQ2, NDUFA1, PXMP3, RNASEH1, PLN, MYOZ2, HSD17B10, OPA1, CRYAB, ACTN2
Hypertrophic cardiomyopathy	HP:0001639	71	505	274	5046	5.455948920832952e-15	2.5437312622437324e-12	2.5891884078918843	0	MYPN, TNNI3, MRPS14, CSRP3, NNT, NDUFB9, NDUFB11, NDUFA6, ATPAF1, NDUFS3, LAMP2, NDUFS1, C6orf66, TSFM, CAV3, MLX, RIT1, LIAS, DLD, FHL1, ATP6V1A, HADHA, NDUFS8, SDHD, NDUFAF1, KLHL24, EMD, USMG5, NDUFA11, AIP, FXN, TCAP, MIPEP, PRUNE, NDUFV1, MRPL3, NDUFA2, NDUFS6, UQCRFS1, ATP5A1, TTN, COX7B, PRKAG2, ACADVL, ECHS1, HADH, MYBPC3, ATPAF2, PYGM, TPM1, NDUFS4, TMEM126B, MYH7, NDUFS2, SHMT2, MAD2L2, UBE2T, SUCLG1, BAG3, TMEM126A, TMEM70, RNASEH2C, SLC25A4, COQ2, NDUFA1, PLN, MYOZ2, HSD17B10, OPA1, CRYAB, ACTN2
Abnormal CSF metabolite concentration	HP:0025454	48	505	147	5046	1.6586132744772035e-14	7.180610754718808e-12	3.262719741361891	0	RRM2B, NDUFA12, MDH2, DARS2, NDUFB9, NDUFB11, NDUFA6, NDUFS3, TTC15, NDUFS1, C6orf66, NFU1, ALDH4A1, GLRX5, DLD, NDUFS8, NDUFAF1, FARS2, HMBS, HTRA2, NARS2, NDUFA11, NDUFV1, COX8A, NDUFS6, ECHS1, NGLY1, ATPAF2, RMND1, NDUFS4, TMEM126B, NDUFS2, ADK, PDHA1, CLPB, DLAT, SUCLG1, RNASEH2C, ATP5O, SLC25A4, SUCLA2, NDUFA1, AIFM1, COX4I1, SPTBN1, HSD17B10, NDUFB8, OPA1
Abnormal circulating organic compound concentration	HP:0430071	136	505	748	5046	5.3515558266972675e-14	2.1623853243741427e-11	1.816741674167417	0	GSR, RRM2B, MCEE, PRDX1, APOA1, ZNF291, MRPS14, CCT5, NDUFB9, NDUFB11, C2orf25, CLPX, NDUFA6, MRPS7, ATPAF1, DOLK, NDUFS3, HADHB, PCBD1, TNPO3, NDUFS1, C6orf66, SCO1, TSFM, NFU1, CAV3, IDH2, TFG, ALDH4A1, IRF6, GLRX5, ABHD5, DLD, FHL1, PGK1, HADHA, SLC25A26, UROD, PCCB, CBARA1, NDUFA13, DGAT1, NDUFS8, ETFDH, IL12RB1, CYC1, NDUFAF1, PFKM, HMBS, EMD, BMPR1A, NDUFC2, LMBRD1, ETFA, USMG5, SLC41A1, GAMT, PHKB, ACAT1, MTX2, PSAP, NDUFA11, PEX1, SCARB2, MIPEP, C6orf142, NDUFV1, COX8A, MOCS2, CARS2, MRPL3, RINT1, LPL, NDUFA2, NDUFS6, PHYH, PEX10, ALDOA, ATP5A1, FECH, ACADVL, IARS, FDFT1, NGLY1, HADH, ATPAF2, ODC1, ATP5B, GNPAT, CPT2, C1GALT1C1, FH, ETFB, PYGM, SLC4A2, TNFRSF9, NDUFS4, TMEM126B, NDUFS2, PDHB, BCKDHA, KIAA0372, ADK, PDHA1, SUCLG1, GPX1, SLC25A20, LDHA, ARD1A, HK1, TMEM70, QDPR, TRIM32, ANK1, PCCA, PEX11B, MDH1, SLC25A4, CCDC47, SUCLA2, SORD, NDUFA1, COX5A, GOT2, WDR35, PXMP3, AIFM1, SBDS, NHLRC2, C14orf112, SPTBN1, HSD17B10, OPA1, UQCRC2, NAGS, BRP44L
Abnormal muscle physiology	HP:0011804	333	505	2545	5046	9.332134436549289e-14	3.535129176245328e-11	1.307411542725982	0	CUGBP2, ADSL, MYPN, TNNI3, RRM2B, RELA, MCEE, NDUFA12, MDH2, PRDX1, ZNF291, WDR26, TUBB2C, MRPS14, HLA-DRB1, TMEM5, CSRP3, DARS2, CCT5, NDUFB9, NDUFB11, C2orf25, NDUFA6, ATPAF1, NBN, DOLK, CTGF, NDUFS3, TTRAP, HADHB, SMS, ALG2, POLR3GL, MRPS16, TTC15, PMPCB, TTC19, H3F3A, PCBD1, LMOD3, PDPN, PPCS, LAMP2, ATP6V1E1, SGCG, EIF4A2, TNPO3, NDUFS1, C6orf66, SCO1, PIGO, PDE6D, CLTC, TSFM, NFU1, HIBCH, IER3IP1, CAV3, UNC45B, C11orf73, IDH2, DPM2, PRKAR1A, HSPB3, MLX, CNBP, TFG, ALDH4A1, CCDC44, IKBKG, RNF2, VLDLR, NEDD4L, RIT1, PODXL, LIAS, GLRX5, MRPS28, PSEN1, ABHD5, PMP22, CCDC55, SMCR7, KCNN2, ASCC1, KCNA4, MITF, JAK2, ACTA1, DLD, FHL1, CECR1, DMD, PGK1, FGF14, ATP6V1A, C14orf4, HADHA, SLC25A26, PCCB, PDXK, CBARA1, NDUFA13, NDUFS8, ASXL2, ETFDH, SQSTM1, SMPX, SDHD, ATP6V1B2, RAB7A, CAMK2B, ERCC1, NDUFAF1, FARS2, KLHL24, TSEN34, PFKM, HMBS, DALRD3, EMD, AP2M1, PQBP1, MPDZ, BMPR1A, C14orf147, RPL3L, NDUFC2, HTRA2, LMBRD1, EIF2B3, SIX3, ISCA2, SSR4, ETFA, USMG5, GAMT, PHKB, ACAT1, IL17RD, GFER, MYO18B, MTX2, NARS2, PSAP, PDSS2, PIGF, HNRPA2B1, NDUFA11, PGM1, PEX1, NHLRC1, AIP, ACY1, MB, FXN, SVIL, SDCCAG1, DHX30, TCAP, MYST3, MIPEP, MSH2, PRUNE, C6orf142, NDUFV1, TPRKB, C4orf20, COX8A, MOCS2, PRDM13, PROSC, CARS2, KIAA0090, FXR1, TNNC2, NDUFA2, PTDSS1, HNRPC, NDUFS6, AKT1, SET, UQCRFS1, TUBGCP2, PHYH, MAPT, PEX10, ALDOA, DHTKD1, ATP5A1, GPR177, TTN, MRPL12, PUS1, AFG3L2, COX7B, ACADVL, CYB5A, ECHS1, ITM2B, IARS, NGLY1, HADH, GLE1L, PSMB1, COQ6, MYBPC3, SCN4A, GRIK2, ARL3, ATPAF2, ODC1, RAC1, GNPAT, SPG21, ATP5G3, DST, NANS, NT5C2, TUBA8, CPT2, HINT1, MFN2, ASAH1, FH, GNB5, ETFB, POPDC3, ZBTB16, PYGM, CHCHD2, NEDL2, RMND1, TPM1, PPIL1, EEF1A2, CASQ1, NDUFS4, DRG1, TRAPPC4, SLC25A12, TMEM126B, METTL5, MYH7, PPP2R1A, NDUFS2, PDHB, DSG2, BCKDHA, RNF113A, CSNK2A1, SHMT2, C13orf24, ADK, PDHA1, CLPB, DLAT, UBE2T, UQCRQ, C2orf33, SUZ12, SUCLG1, SLC25A20, LDHA, BAG3, ARD1A, FBXW11, GATA6, HK1, TMEM70, GPI, UBE3A, MAPK1, SLC1A2, QDPR, TRIM32, RNASEH2C, RRAGD, ATP5O, ANK1, SOD1, NDN, KIAA1279, PCCA, CFL2, PEX11B, MDH1, OBFC1, SLC25A4, DGCR14, CHMP2B, CCDC47, COQ2, SUCLA2, SORD, NDUFA1, DDOST, ALS2, COX5A, PTPLA, GOT2, PIGS, SLC20A2, PXMP3, SIL1, PMPCA, YY1, HSPB8, RNASEH1, RARS, AIFM1, FGF12, NHLRC2, ATXN2, PLN, COX4I1, CRSP8, POLA1, PPARGC1A, SPTBN1, HSD17B10, NDUFB8, OPA1, NAGS, DAG1, CRYAB, PSMD12, ACTN2, ACO2, NPC2, BRP44L, NF2, PARK7
Decreased activity of mitochondrial complex I	HP:0011923	36	505	93	5046	1.0587997368318699e-13	3.77493247349292e-11	3.8679016288725645	0	NDUFA12, MRPS14, NDUFB9, NDUFB11, NDUFA6, NDUFS3, MRPS16, NDUFS1, C6orf66, TSFM, SMCR7, SLC25A26, NDUFA13, NDUFS8, NDUFAF1, NDUFC2, ISCA2, NARS2, NDUFA11, NDUFV1, CARS2, MRPS23, NDUFA2, NDUFS6, ATP5A1, MRPL12, PUS1, SCN4A, NDUFS4, TMEM126B, NDUFS2, SUCLG1, SLC25A4, NDUFA1, NDUFB8, OPA1
Muscle weakness	HP:0001324	170	505	1040	5046	3.130693216337929e-13	1.0541739769013437e-10	1.6333206397562836	0	CUGBP2, MYPN, RRM2B, RELA, MDH2, HLA-DRB1, TMEM5, DARS2, NDUFB9, NDUFB11, NDUFA6, ATPAF1, NBN, DOLK, CTGF, NDUFS3, HADHB, ALG2, POLR3GL, PMPCB, TTC19, LMOD3, LAMP2, ATP6V1E1, SGCG, TNPO3, NDUFS1, C6orf66, CLTC, TSFM, NFU1, CAV3, UNC45B, DPM2, PRKAR1A, HSPB3, MLX, CNBP, TFG, RIT1, ABHD5, PMP22, SMCR7, ASCC1, ACTA1, FHL1, CECR1, DMD, PGK1, ATP6V1A, HADHA, SLC25A26, PDXK, CBARA1, NDUFA13, NDUFS8, ETFDH, SQSTM1, SMPX, SDHD, RAB7A, CAMK2B, NDUFAF1, FARS2, KLHL24, PFKM, HMBS, DALRD3, EMD, EIF2B3, ETFA, USMG5, PHKB, IL17RD, GFER, NARS2, PSAP, PIGF, HNRPA2B1, NDUFA11, PGM1, PEX1, ACY1, MB, FXN, SVIL, TCAP, C6orf142, NDUFV1, FXR1, TNNC2, PTDSS1, NDUFS6, AKT1, UQCRFS1, PHYH, MAPT, PEX10, ALDOA, DHTKD1, ATP5A1, TTN, MRPL12, PUS1, AFG3L2, ACADVL, NGLY1, GLE1L, COQ6, SCN4A, ATPAF2, SPG21, ATP5G3, CPT2, HINT1, MFN2, ASAH1, GNB5, ETFB, POPDC3, ZBTB16, PYGM, EEF1A2, CASQ1, NDUFS4, SLC25A12, TMEM126B, MYH7, NDUFS2, SHMT2, ADK, UBE2T, C2orf33, SUCLG1, SLC25A20, BAG3, HK1, GPI, SLC1A2, TRIM32, ANK1, SOD1, CFL2, PEX11B, SLC25A4, CHMP2B, COQ2, SUCLA2, SORD, NDUFA1, ALS2, PTPLA, PXMP3, SIL1, PMPCA, YY1, HSPB8, RNASEH1, RARS, AIFM1, FGF12, ATXN2, COX4I1, PPARGC1A, HSD17B10, OPA1, DAG1, CRYAB, ACTN2, NF2
Abnormal circulating carboxylic acid concentration	HP:0004354	77	505	341	5046	9.94994577892911e-13	3.174032703478386e-10	2.2562759501756626	0	GSR, RRM2B, MCEE, PRDX1, MRPS14, C2orf25, ATPAF1, PCBD1, TNPO3, SCO1, NFU1, IDH2, ALDH4A1, IRF6, GLRX5, DLD, PGK1, HADHA, PCCB, CBARA1, NDUFA13, ETFDH, IL12RB1, PFKM, HMBS, NDUFC2, LMBRD1, ETFA, USMG5, GAMT, MIPEP, COX8A, MRPL3, NDUFA2, ALDOA, ATP5A1, ACADVL, IARS, FDFT1, NGLY1, HADH, ATPAF2, ODC1, ATP5B, CPT2, FH, ETFB, NDUFS4, TMEM126B, BCKDHA, KIAA0372, ADK, PDHA1, SUCLG1, GPX1, SLC25A20, ARD1A, HK1, TMEM70, QDPR, ANK1, PCCA, MDH1, SLC25A4, CCDC47, SUCLA2, COX5A, WDR35, PXMP3, SBDS, NHLRC2, C14orf112, SPTBN1, HSD17B10, OPA1, UQCRC2, NAGS
Abnormal circulating metabolite concentration	HP:0032180	209	505	1399	5046	2.020611576475309e-12	6.123463382508424e-10	1.4927409252719408	0	GSR, MYPN, RRM2B, MCEE, MDH2, PRDX1, APOA1, ZNF291, MRPS14, HLA-DRB1, TMEM5, PET112L, NNT, CCT5, NDUFB9, NDUFB11, C2orf25, CLPX, NDUFA6, MRPS7, ATPAF1, DOLK, NDUFS3, TTRAP, HADHB, ALG2, SH2D1A, PCBD1, LMOD3, LAMP2, ATP6V1E1, KLF11, SGCG, TNPO3, NDUFS1, C6orf66, SCO1, TSFM, NFU1, CAV3, IDH2, DPM2, PRKAR1A, CNBP, TFG, ALDH4A1, IRF6, GLRX5, ABHD5, SMCR7, ACTA1, DLD, FHL1, CECR1, DLST, DMD, PGK1, ATP6V1A, HADHA, CALM2, SLC25A26, UROD, PCCB, CBARA1, NDUFA13, SNTA1, DGAT1, NDUFS8, EGF, ETFDH, SQSTM1, SDHD, IL12RB1, CYC1, NDUFAF1, PFKM, HMBS, EMD, BMPR1A, NDUFC2, LMBRD1, ETFA, USMG5, CD55, SLC41A1, GAMT, PHKB, ACAT1, GFER, MTX2, NARS2, PSAP, PDSS2, HNRPA2B1, NDUFA11, PGM1, PEX1, CDKN2B, AIP, MB, SVIL, TCAP, SCARB2, MIPEP, PRUNE, HLA-DPB1, C6orf142, NDUFV1, COX8A, MOCS2, CARS2, MRPL3, RINT1, LPL, NDUFA2, NDUFS6, UQCRFS1, PHYH, PEX10, ALDOA, ATP5A1, TTN, PUS1, FECH, ACADVL, IARS, FDFT1, NGLY1, HADH, SCN4A, ATPAF2, ODC1, RFXANK, ATP5B, GNPAT, CPT2, HINT1, MFN2, C1GALT1C1, ASAH1, FH, ETFB, POPDC3, PYGM, SLC4A2, TNFRSF9, CASQ1, NDUFS4, TMEM126B, MYH7, NDUFS2, SLC40A1, PDHB, DSG2, BCKDHA, KIAA0372, ADK, PDHA1, APPL1, MAD2L2, SUCLG1, GPX1, SLC25A20, B2M, LDHA, BAG3, ARD1A, HK1, TMEM70, QDPR, TRIM32, HLA-DPA1, RRAGD, ANK1, PCCA, EMP2, CFL2, PEX11B, MDH1, SLC25A4, DGCR14, CCDC47, COQ2, SUCLA2, LARS2, SORD, NDUFA1, COX5A, PTPLA, GOT2, SLC20A2, WDR35, PXMP3, SIL1, RNASEH1, AIFM1, SBDS, NHLRC2, C14orf112, SPTBN1, HSD17B10, NDUFB8, OPA1, UQCRC2, NAGS, DAG1, CRYAB, ACTN2, BRP44L
