description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
Delayed gross motor development	HP:0002194	7	22	483	5046	0.0033516122127669524	0.17537653586999602	3.324110671936759	0	KIDINS220, MCM3AP, TTN, COL1A1, MAPK8IP3, KIAA0792, COL3A1
Combined cystic and ground-glass pattern on pulmonary HRCT	HP:0025395	1	22	1	5046	0.004359889021006738	0.17537653586999602	229.36363636363635	0	COL3A1
Reduced erythrocyte arginase activity	HP:4000203	1	22	1	5046	0.004359889021006738	0.17537653586999602	229.36363636363635	0	ARG1
Premature rupture of membranes	HP:0001788	2	22	17	5046	0.002372202218276762	0.17537653586999602	26.983957219251337	0	COL1A1, COL3A1
Abnormal mitral valve morphology	HP:0001633	4	22	161	5046	0.004659393976340811	0.1828528026324967	5.698475437605873	0	TTN, COL1A1, TPM3, COL3A1
Generalized hypotonia	HP:0001290	8	22	667	5046	0.005191010119097877	0.1973461082494865	2.7509881422924902	0	BZRAP1, HEXA, CNTNAP1, TTN, COL1A1, D6S1101, TPM3, KIAA0792
Congenital hip dislocation	HP:0001374	3	22	83	5046	0.005274010350980684	0.1973461082494865	8.29025191675794	0	COL1A1, TPM3, COL3A1
Atrial fibrillation	HP:0005110	3	22	84	5046	0.005453937825100709	0.19944059001334186	8.19155844155844	0	CALM2, TTN, TPM1
Motor delay	HP:0001270	10	22	999	5046	0.0055920806081382135	0.1999479488554308	2.295932295932296	0	BZRAP1, KIDINS220, MCM3AP, TTN, COL1A1, MAPK8IP3, RAC1, TPM3, KIAA0792, COL3A1
Hypertrophied muscle fibers	HP:0100293	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	TTN
Aspiration	HP:0002835	2	22	32	5046	0.008316151250824645	0.20589591787733805	14.335227272727272	0	HEXA, D6S1101
Congenital knee dislocation	HP:0005191	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	COL1A1
Arteriovenous fistulas of celiac and mesenteric vessels	HP:0002642	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	COL3A1
Left unicoronal synostosis	HP:0011316	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	TCF12
Cortical irregularity	HP:0005731	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	COL1A1
Biconcave flattened vertebrae	HP:0003321	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	COL1A1
Dermal translucency	HP:0010648	2	22	27	5046	0.005963021244472479	0.20589591787733805	16.98989898989899	0	COL1A1, COL3A1
Hypoplastic lacrimal duct	HP:0007900	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	COL3A1
GM2-ganglioside accumulation	HP:0003495	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	HEXA
Pelvic organ prolapse	HP:0031607	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	COL3A1
Atrial arrhythmia	HP:0001692	3	22	91	5046	0.006817719232410295	0.20589591787733805	7.56143856143856	0	CALM2, TTN, TPM1
Blotching pigmentation of the skin	HP:0007610	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	D6S1101
Severe generalized osteoporosis	HP:0005897	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	COL1A1
Mitochondrial depletion	HP:0030059	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	TTN
Hyperargininemia	HP:0500153	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	ARG1
Absent ossification of calvaria	HP:0005623	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	COL1A1
Femoral bowing present at birth, straightening with time	HP:0005005	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	COL1A1
Echogenic intracardiac focus	HP:0010942	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	RAC1
2:1 atrioventricular block	HP:0034305	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	CALM2
Cystocele	HP:0100645	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	COL3A1
Periosteal thickening of long tubular bones	HP:0006465	1	22	2	5046	0.008701629841926033	0.20589591787733805	114.68181818181817	0	COL1A1
Reduced vital capacity	HP:0002792	2	22	29	5046	0.00686115442864996	0.20589591787733805	15.818181818181818	0	TTN, TPM3
Areflexia	HP:0001284	5	22	308	5046	0.00912582360276879	0.20976357395507117	3.723435655253837	0	CNTNAP1, MCM3AP, TTN, D6S1101, TPM3
Scarring	HP:0100699	3	22	101	5046	0.009092406309521394	0.20976357395507117	6.8127812781278125	0	COL1A1, D6S1101, COL3A1
Onset	HP:0003674	20	22	3370	5046	0.009484687811315135	0.21195642622786184	1.3612085244132721	0	BZRAP1, LCAT, KIDINS220, HEXA, CNTNAP1, CALM2, MCM3AP, TCF12, CDK6, TTN, CRYGS, COL1A1, MAPK8IP3, RAC1, D6S1101, ARG1, TPM1, DAAM2, TPM3, COL3A1
Fetal akinesia sequence	HP:0001989	2	22	34	5046	0.00935659227126482	0.21195642622786184	13.491978609625669	0	CNTNAP1, TPM3
Dermal atrophy	HP:0004334	3	22	105	5046	0.010113157001845145	0.21989283264822757	6.553246753246753	0	COL1A1, D6S1101, COL3A1
Narrow palate	HP:0000189	4	22	200	5046	0.00999096225095489	0.21989283264822757	4.587272727272728	0	CNTNAP1, MCM3AP, TPM3, COL3A1
Increased muscle lipid content	HP:0009058	2	22	37	5046	0.011020516790713825	0.22248707497735712	12.3980343980344	0	TTN, TPM3
Pediatric onset	HP:0410280	15	22	2100	5046	0.010662070813125682	0.22248707497735712	1.6383116883116882	0	BZRAP1, KIDINS220, HEXA, CALM2, MCM3AP, TTN, CRYGS, COL1A1, MAPK8IP3, RAC1, D6S1101, ARG1, TPM1, DAAM2, TPM3
Bladder diverticulum	HP:0000015	2	22	37	5046	0.011020516790713825	0.22248707497735712	12.3980343980344	0	COL1A1, COL3A1
Ventricular arrhythmia	HP:0004308	4	22	206	5046	0.011062129271714462	0.22248707497735712	4.453662842012357	0	CALM2, TTN, D6S1101, TPM1
Fragile skin	HP:0001030	2	22	37	5046	0.011020516790713825	0.22248707497735712	12.3980343980344	0	COL1A1, COL3A1
Childhood onset	HP:0011463	9	22	921	5046	0.011056790606419694	0.22248707497735712	2.2413384660941666	0	CALM2, MCM3AP, TTN, COL1A1, MAPK8IP3, RAC1, ARG1, TPM1, DAAM2
Sudden cardiac death	HP:0001645	3	22	114	5046	0.012647872615251793	0.23030438159893904	6.035885167464115	0	CALM2, TTN, TPM1
Vaginal hernia	HP:0100672	1	22	3	5046	0.013025294422314142	0.23030438159893904	76.45454545454547	0	COL3A1
Subcutaneous spheroids	HP:0025014	1	22	3	5046	0.013025294422314142	0.23030438159893904	76.45454545454547	0	COL1A1
Type 1 fibers relatively smaller than type 2 fibers	HP:0003755	1	22	3	5046	0.013025294422314142	0.23030438159893904	76.45454545454547	0	TPM3
Absent corneal reflex	HP:0034252	1	22	3	5046	0.013025294422314142	0.23030438159893904	76.45454545454547	0	D6S1101
Hypermobility of distal interphalangeal joints	HP:0006201	1	22	3	5046	0.013025294422314142	0.23030438159893904	76.45454545454547	0	COL3A1
Premature delivery because of cervical insufficiency or membrane fragility	HP:0005267	1	22	3	5046	0.013025294422314142	0.23030438159893904	76.45454545454547	0	COL3A1
Nodular pattern on pulmonary HRCT	HP:0025392	1	22	3	5046	0.013025294422314142	0.23030438159893904	76.45454545454547	0	COL3A1
Repeated pneumothoraces	HP:0006522	1	22	3	5046	0.013025294422314142	0.23030438159893904	76.45454545454547	0	COL3A1
Ganglioside accumulation	HP:0004345	1	22	3	5046	0.013025294422314142	0.23030438159893904	76.45454545454547	0	HEXA
Right unicoronal synostosis	HP:0011317	1	22	3	5046	0.013025294422314142	0.23030438159893904	76.45454545454547	0	TCF12
Increased VLDL cholesterol concentration	HP:0003362	1	22	4	5046	0.017330954450612595	0.2528260061052764	57.340909090909086	0	LCAT
Subperiosteal bone formation	HP:0031485	1	22	4	5046	0.017330954450612595	0.2528260061052764	57.340909090909086	0	COL1A1
Absent muscle fiber merosin	HP:0030091	1	22	4	5046	0.017330954450612595	0.2528260061052764	57.340909090909086	0	TTN
Clinical course	HP:0031797	20	22	3510	5046	0.01848439398797105	0.2528260061052764	1.3069153069153068	0	BZRAP1, LCAT, KIDINS220, HEXA, CNTNAP1, CALM2, MCM3AP, TCF12, CDK6, TTN, CRYGS, COL1A1, MAPK8IP3, RAC1, D6S1101, ARG1, TPM1, DAAM2, TPM3, COL3A1
Lipodystrophy	HP:0009125	3	22	125	5046	0.016203282101298833	0.2528260061052764	5.504727272727272	0	TTN, TPM1, COL3A1
Ventricular bigeminy	HP:0034306	1	22	4	5046	0.017330954450612595	0.2528260061052764	57.340909090909086	0	CALM2
Renal cortical hyperechogenicity	HP:0033132	1	22	4	5046	0.017330954450612595	0.2528260061052764	57.340909090909086	0	DAAM2
Bowing of limbs due to multiple fractures	HP:0003023	1	22	4	5046	0.017330954450612595	0.2528260061052764	57.340909090909086	0	COL1A1
Arthrogryposis multiplex congenita	HP:0002804	3	22	129	5046	0.017623039630512257	0.2528260061052764	5.334038054968287	0	KIDINS220, CNTNAP1, TPM3
Supraventricular arrhythmia	HP:0005115	3	22	126	5046	0.01655183417171434	0.2528260061052764	5.461038961038961	0	CALM2, TTN, TPM1
Frequent falls	HP:0002359	3	22	132	5046	0.018732691795479785	0.2528260061052764	5.212809917355371	0	TTN, ARG1, TPM3
Encopresis	HP:0040183	1	22	4	5046	0.017330954450612595	0.2528260061052764	57.340909090909086	0	MAPK8IP3
Limited neck flexion	HP:0005991	1	22	4	5046	0.017330954450612595	0.2528260061052764	57.340909090909086	0	TTN
Pulmonary bleb	HP:0032447	1	22	4	5046	0.017330954450612595	0.2528260061052764	57.340909090909086	0	COL3A1
Abnormal adipose tissue morphology	HP:0009124	4	22	236	5046	0.01754385351546082	0.2528260061052764	3.8875192604006163	0	TTN, COL1A1, TPM1, COL3A1
Abnormal tricuspid valve morphology	HP:0001702	2	22	46	5046	0.016726263211993064	0.2528260061052764	9.972332015810277	0	COL1A1, TPM1
Abnormal VLDL cholesterol concentration	HP:0031889	1	22	4	5046	0.017330954450612595	0.2528260061052764	57.340909090909086	0	LCAT
Necrotizing myopathy	HP:0008978	1	22	4	5046	0.017330954450612595	0.2528260061052764	57.340909090909086	0	TTN
Hip dysplasia	HP:0001385	4	22	240	5046	0.01855684591281942	0.2528260061052764	3.8227272727272728	0	TTN, COL1A1, TPM3, COL3A1
Finger joint hypermobility	HP:0006094	2	22	43	5046	0.014708464511427289	0.2528260061052764	10.668076109936575	0	COL1A1, COL3A1
Abnormality of hand joint mobility	HP:0006256	2	22	48	5046	0.018133771777076993	0.2528260061052764	9.556818181818183	0	COL1A1, COL3A1
Bilateral talipes equinovarus	HP:0001776	2	22	49	5046	0.018855886098591155	0.2528260061052764	9.36178107606679	0	CNTNAP1, COL3A1
Pelvic girdle muscle weakness	HP:0003749	2	22	49	5046	0.018855886098591155	0.2528260061052764	9.36178107606679	0	TTN, TPM3
Sudden death	HP:0001699	3	22	132	5046	0.018732691795479785	0.2528260061052764	5.212809917355371	0	CALM2, TTN, TPM1
Thoracic aortic aneurysm	HP:0012727	3	22	123	5046	0.015518913482193301	0.2528260061052764	5.594235033259423	0	COL1A1, TPM3, COL3A1
Incisional hernia	HP:0004872	1	22	4	5046	0.017330954450612595	0.2528260061052764	57.340909090909086	0	COL1A1
Metacarpophalangeal joint hyperextensibility	HP:0006099	1	22	4	5046	0.017330954450612595	0.2528260061052764	57.340909090909086	0	COL3A1
Piezogenic pedal papules	HP:0025509	1	22	4	5046	0.017330954450612595	0.2528260061052764	57.340909090909086	0	COL1A1
Poor head control	HP:0002421	4	22	238	5046	0.0180458246123853	0.2528260061052764	3.85485103132162	0	HEXA, TTN, TPM3, KIAA0792
Foot dorsiflexor weakness	HP:0009027	3	22	140	5046	0.021880705566762974	0.2532809730713786	4.914935064935064	0	MCM3AP, TTN, TPM3
Abnormal muscle fiber merosin expression	HP:0030090	1	22	5	5046	0.02161868134511607	0.2532809730713786	45.872727272727275	0	TTN
Tibialis anterior muscle atrophy	HP:0011399	1	22	5	5046	0.02161868134511607	0.2532809730713786	45.872727272727275	0	TTN
Dilatation of the cerebral artery	HP:0004944	2	22	51	5046	0.020336286700407744	0.2532809730713786	8.994652406417112	0	COL1A1, COL3A1
Pulmonary bulla	HP:0032446	1	22	5	5046	0.02161868134511607	0.2532809730713786	45.872727272727275	0	COL3A1
Difficulty running	HP:0009046	2	22	52	5046	0.021094355675313266	0.2532809730713786	8.821678321678322	0	TTN, TPM3
Esophoria	HP:0025312	1	22	5	5046	0.02161868134511607	0.2532809730713786	45.872727272727275	0	KIDINS220
AV nodal tachycardia	HP:0011687	1	22	5	5046	0.02161868134511607	0.2532809730713786	45.872727272727275	0	TTN
Acromesomelia	HP:0003086	1	22	5	5046	0.02161868134511607	0.2532809730713786	45.872727272727275	0	RAC1
Abnormal muscle tissue metabolite concentration	HP:0034370	2	22	51	5046	0.020336286700407744	0.2532809730713786	8.994652406417112	0	TTN, TPM3
Anterior plagiocephaly	HP:0011326	1	22	5	5046	0.02161868134511607	0.2532809730713786	45.872727272727275	0	TCF12
Hypoventilation	HP:0002791	2	22	53	5046	0.02186419330093995	0.2532809730713786	8.65523156089194	0	TTN, TPM3
Clinical modifier	HP:0012823	20	22	3524	5046	0.019712070589945438	0.2532809730713786	1.3017232483747807	0	BZRAP1, LCAT, KIDINS220, HEXA, CNTNAP1, CALM2, MCM3AP, TCF12, CDK6, TTN, CRYGS, COL1A1, MAPK8IP3, RAC1, D6S1101, ARG1, TPM1, DAAM2, TPM3, COL3A1
Basilar impression	HP:0005758	1	22	5	5046	0.02161868134511607	0.2532809730713786	45.872727272727275	0	COL1A1
Flexion contracture of the 2nd finger	HP:0009537	1	22	5	5046	0.02161868134511607	0.2532809730713786	45.872727272727275	0	COL1A1
Limited hip extension	HP:0003093	1	22	5	5046	0.02161868134511607	0.2532809730713786	45.872727272727275	0	D6S1101
Hypermobility of interphalangeal joints	HP:0005620	1	22	5	5046	0.02161868134511607	0.2532809730713786	45.872727272727275	0	COL3A1
Cortical thickening of long bone diaphyses	HP:0005791	1	22	5	5046	0.02161868134511607	0.2532809730713786	45.872727272727275	0	COL1A1
Contracture of the proximal interphalangeal joint of the 2nd finger	HP:0009540	1	22	5	5046	0.02161868134511607	0.2532809730713786	45.872727272727275	0	COL1A1
Hypokinesia	HP:0002375	2	22	54	5046	0.022645692527352317	0.2602637091179277	8.494949494949495	0	BZRAP1, TPM3
Long face	HP:0000276	4	22	257	5046	0.023272802726006892	0.26323009910302314	3.569862044570216	0	TTN, MAPK8IP3, TPM3, COL3A1
Dental crowding	HP:0000678	3	22	144	5046	0.023558194077585665	0.26323009910302314	4.778409090909091	0	KIDINS220, TPM3, COL3A1
Vertigo	HP:0002321	3	22	144	5046	0.023558194077585665	0.26323009910302314	4.778409090909091	0	CALM2, TTN, COL3A1
Pes valgus	HP:0008081	2	22	55	5046	0.023438746940076832	0.26323009910302314	8.340495867768595	0	MAPK8IP3, TPM3
Shoulder girdle muscle weakness	HP:0003547	2	22	56	5046	0.024243250756987793	0.26363715774806123	8.191558441558442	0	TTN, TPM3
Abnormal circle of Willis morphology	HP:0012518	1	22	6	5046	0.025888546254937028	0.26363715774806123	38.227272727272734	0	COL3A1
Ebstein anomaly of the tricuspid valve	HP:0010316	1	22	6	5046	0.025888546254937028	0.26363715774806123	38.227272727272734	0	TPM1
Distal lower limb amyotrophy	HP:0008944	2	22	57	5046	0.02505909882520666	0.26363715774806123	8.047846889952154	0	TTN, TPM3
Cerebral berry aneurysm	HP:0007029	1	22	6	5046	0.025888546254937028	0.26363715774806123	38.227272727272734	0	COL3A1
Crumpled long bones	HP:0006367	1	22	6	5046	0.025888546254937028	0.26363715774806123	38.227272727272734	0	COL1A1
Lamellar cataract	HP:0007971	1	22	6	5046	0.025888546254937028	0.26363715774806123	38.227272727272734	0	CRYGS
Ecchymosis	HP:0031364	2	22	58	5046	0.02588618661801451	0.26363715774806123	7.909090909090909	0	COL1A1, COL3A1
Partial agenesis of the corpus callosum	HP:0001338	2	22	58	5046	0.02588618661801451	0.26363715774806123	7.909090909090909	0	KIDINS220, TCF12
Recurrent meningococcal disease	HP:0005381	1	22	6	5046	0.025888546254937028	0.26363715774806123	38.227272727272734	0	C7
Supraventricular tachycardia	HP:0004755	2	22	56	5046	0.024243250756987793	0.26363715774806123	8.191558441558442	0	CALM2, TTN
Hemothorax	HP:0012151	1	22	6	5046	0.025888546254937028	0.26363715774806123	38.227272727272734	0	COL3A1
Arteriovenous malformation	HP:0100026	2	22	56	5046	0.024243250756987793	0.26363715774806123	8.191558441558442	0	COL1A1, COL3A1
Decreased circulating terminal complement component concentration	HP:0033057	1	22	6	5046	0.025888546254937028	0.26363715774806123	38.227272727272734	0	C7
Mildly elevated creatine kinase	HP:0008180	2	22	59	5046	0.026724410231778146	0.2654294818699447	7.775038520801233	0	TTN, TPM3
Spinal rigidity	HP:0003306	2	22	59	5046	0.026724410231778146	0.2654294818699447	7.775038520801233	0	TTN, TPM3
Centrally nucleated skeletal muscle fibers	HP:0003687	2	22	59	5046	0.026724410231778146	0.2654294818699447	7.775038520801233	0	TTN, TPM3
Small joint hypermobilty	HP:0430046	2	22	59	5046	0.026724410231778146	0.2654294818699447	7.775038520801233	0	COL1A1, COL3A1
Phalangeal dislocation	HP:0006243	1	22	7	5046	0.03014062006096707	0.26640501709835246	32.76623376623377	0	COL1A1
Abnormal glycosphingolipid metabolism	HP:0004343	1	22	7	5046	0.03014062006096707	0.26640501709835246	32.76623376623377	0	HEXA
Optic nerve dysplasia	HP:0001093	1	22	7	5046	0.03014062006096707	0.26640501709835246	32.76623376623377	0	KIDINS220
Recurrent Neisserial infections	HP:0005430	1	22	7	5046	0.03014062006096707	0.26640501709835246	32.76623376623377	0	C7
Joint contracture of the 3rd finger	HP:0009319	1	22	7	5046	0.03014062006096707	0.26640501709835246	32.76623376623377	0	COL1A1
Dysgenesis of the cerebellar vermis	HP:0002195	1	22	7	5046	0.03014062006096707	0.26640501709835246	32.76623376623377	0	RAC1
Otosclerosis	HP:0000362	1	22	7	5046	0.03014062006096707	0.26640501709835246	32.76623376623377	0	COL1A1
EMG abnormality	HP:0003457	4	22	279	5046	0.03039564515765432	0.26640501709835246	3.2883675464320623	0	CNTNAP1, TTN, TPM1, TPM3
Unicoronal synostosis	HP:0011315	1	22	7	5046	0.03014062006096707	0.26640501709835246	32.76623376623377	0	TCF12
Ophthalmoparesis	HP:0000597	4	22	277	5046	0.02969944679152667	0.26640501709835246	3.312110272399081	0	MCM3AP, TTN, TPM3, COL3A1
Internally nucleated skeletal muscle fibers	HP:0031237	1	22	7	5046	0.03014062006096707	0.26640501709835246	32.76623376623377	0	TTN
Difficulty climbing stairs	HP:0003551	2	22	63	5046	0.030186606460688728	0.26640501709835246	7.2813852813852815	0	TTN, TPM3
Pulp calcification	HP:0003771	1	22	7	5046	0.03014062006096707	0.26640501709835246	32.76623376623377	0	COL1A1
Short 5th finger	HP:0009237	2	22	63	5046	0.030186606460688728	0.26640501709835246	7.2813852813852815	0	MAPK8IP3, RAC1
Contracture of the proximal interphalangeal joint of the 3rd finger	HP:0009471	1	22	7	5046	0.03014062006096707	0.26640501709835246	32.76623376623377	0	COL1A1
Plagiocephaly	HP:0001357	3	22	153	5046	0.027585574800875475	0.26640501709835246	4.497326203208556	0	KIDINS220, TCF12, RAC1
Moderately reduced visual acuity	HP:0030515	1	22	7	5046	0.03014062006096707	0.26640501709835246	32.76623376623377	0	RAC1
Hip contracture	HP:0003273	2	22	63	5046	0.030186606460688728	0.26640501709835246	7.2813852813852815	0	TTN, TPM3
Cardiac arrest	HP:0001695	3	22	159	5046	0.030465210159165226	0.26640501709835246	4.327615780445969	0	CALM2, TTN, TPM1
High, narrow palate	HP:0002705	3	22	154	5046	0.028054701274112713	0.26640501709835246	4.468122786304604	0	MCM3AP, TPM3, COL3A1
Gingival recession	HP:0030816	1	22	7	5046	0.03014062006096707	0.26640501709835246	32.76623376623377	0	COL3A1
Congenital bilateral hip dislocation	HP:0008780	1	22	7	5046	0.03014062006096707	0.26640501709835246	32.76623376623377	0	COL1A1
Blepharochalasis	HP:0010749	1	22	8	5046	0.03437497337683505	0.26719484136873234	28.670454545454543	0	COL1A1
Type 1 muscle fiber predominance	HP:0003803	2	22	65	5046	0.03198186329120825	0.26719484136873234	7.057342657342658	0	TTN, TPM3
Sutural cataract	HP:0010695	1	22	8	5046	0.03437497337683505	0.26719484136873234	28.670454545454543	0	CRYGS
Large face	HP:0100729	4	22	281	5046	0.03110169811703269	0.26719484136873234	3.264962795211906	0	TTN, MAPK8IP3, TPM3, COL3A1
Aplasia/Hypoplasia of the 5th finger	HP:0006262	2	22	65	5046	0.03198186329120825	0.26719484136873234	7.057342657342658	0	MAPK8IP3, RAC1
Pulmonary artery aneurysm	HP:0004937	1	22	8	5046	0.03437497337683505	0.26719484136873234	28.670454545454543	0	COL3A1
Dilated cardiomyopathy	HP:0001644	3	22	160	5046	0.030960276860045287	0.26719484136873234	4.300568181818182	0	TTN, TPM1, TPM3
Muscle fiber atrophy	HP:0100295	2	22	65	5046	0.03198186329120825	0.26719484136873234	7.057342657342658	0	TTN, TPM3
Limitation of joint mobility	HP:0001376	5	22	421	5046	0.03168638067481612	0.26719484136873234	2.7240336860289354	0	CNTNAP1, TTN, COL1A1, D6S1101, TPM3
Recurrent intrapulmonary hemorrhage	HP:0006535	1	22	8	5046	0.03437497337683505	0.26719484136873234	28.670454545454543	0	COL3A1
Abnormal periosteum morphology	HP:0030313	1	22	8	5046	0.03437497337683505	0.26719484136873234	28.670454545454543	0	COL1A1
Premature atrial contractions	HP:0006699	1	22	8	5046	0.03437497337683505	0.26719484136873234	28.670454545454543	0	TTN
Myopic astigmatism	HP:0500041	1	22	8	5046	0.03437497337683505	0.26719484136873234	28.670454545454543	0	MAPK8IP3
Tibialis muscle weakness	HP:0008963	1	22	8	5046	0.03437497337683505	0.26719484136873234	28.670454545454543	0	TTN
Polymorphic ventricular tachycardia	HP:0031677	1	22	8	5046	0.03437497337683505	0.26719484136873234	28.670454545454543	0	CALM2
